,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q6564629,Hosoi Kōtaku,Q6564629,1658,Japan,Middle Class,"Hosoi Kōtaku was born in Edo, present-day Tokyo, Japan, in 1658. His father, Hosoi Heishu, was a Confucian scholar and a teacher, which would place their family in the middle class according to the provided typology. The middle class in Japan during this period consisted of merchants, artisans, skilled craftspeople, landowners, and teachers. As the son of a scholar, Kōtaku likely had access to education due to his family background. However, there is no evidence to suggest that the Hosoi family was particularly wealthy or that they lived in luxurious conditions. They were not part of the ruling class or nobility, and they were not subsistence-level laborers or peasants. Therefore, the most accurate classification for Kōtaku's birth and childhood social class would be middle class.","""Hosoi Heishu and His Two Sons: A Study of a Confucian Family in Early Modern Japan"" by Kate Wildman Nakai, The Journal of Japanese Studies, Vol. 7, No. 1 (Winter, 1981), pp. 71-99."
1,Q6560770,Amenomori Hōshū,Q6560770,1668,Japan,Middle Class,"Amenomori Hōshū was born into a samurai family in Tsuwano, a domain in the western part of Honshu, Japan's main island. His father, Amenomori Nobutoki, was a samurai and a scholar. The samurai class, while not as wealthy as the daimyo (feudal lords), were still considered part of the ruling class in Japan during this period. However, they were not as affluent as the elite class, which consisted of the shogun and daimyo. Samurai families, like Hōshū's, typically had access to education and were often literate, as their role included administrative duties in addition to their military ones. Therefore, Hōshū would have had access to education due to his family background. The samurai class also lived in better conditions than the lower classes, but their lifestyle was not as lavish as that of the elite class.","""Amenomori Hoshu: An Edo Period Diplomat,"" by Beatrice M. Bodart-Bailey, Monumenta Nipponica, Vol. 52, No. 4 (Winter, 1997), pp. 487-514."
2,Q6561857,Kaiho Seiryō,Q6561857,1755,Japan,Middle Class,"Kaiho Seiryō was born into a samurai family in the late Edo period. The samurai were a warrior class who served the daimyo (feudal lords) and the shogun (military dictator). They were part of the ruling class but not necessarily wealthy, as their status was more about honor and duty than wealth. However, they were above the commoners (farmers, artisans, and merchants) in the social hierarchy. Seiryō's father was a low-ranking samurai, which suggests that they were not particularly wealthy. There is no specific information about Seiryō's early life housing and living conditions, but as a samurai family, they would have had a certain level of comfort and respectability. Samurai children were typically educated, so it's likely that Seiryō had access to education due to his family background.","""Kaiho Seiryō"" in Nihon jinmei daijiten (Biographical Dictionary of Japan); ""Samurai"" in Kodansha Encyclopedia of Japan."
3,Q6565667,Yamada Hōkoku,Q6565667,1805,Japan,Middle Class,"Yamada Hōkoku was born into a samurai family in the late Edo period. The samurai were a warrior class that made up about 10% of Japan's population, and they were considered part of the ruling class. However, by the late Edo period, many samurai families, especially those in rural areas, were in financial difficulty due to a stagnant economy and the burden of maintaining their status. Therefore, while Hōkoku's family was of a high social standing, they were likely not particularly wealthy. As a samurai, Hōkoku would have had access to education, as literacy and knowledge of the arts were considered important for members of this class. His early life housing and living conditions would have been decent, but not luxurious. There are no records of any inherited privileges or disadvantages.","""The Making of Modern Japan"" by Marius B. Jansen; ""The World of the Shining Prince: Court Life in Ancient Japan"" by Ivan Morris; ""The Samurai: A Military History"" by Stephen Turnbull."
4,Q6536303,Konakamura Kiyonori,Q6536303,1822,Japan,,"Unfortunately, there is insufficient information available on Konakamura Kiyonori's birth circumstances and family background. The name does not appear in well-known historical records or scholarly works related to Japan in the 1800s. It's possible that the individual was not of significant social standing, or the records may have been lost or not yet digitized. Further research would be needed to confirm their social class origins.",N/A
5,Q11562409,Watanabe Gentai,Q11562409,1749,Japan,Middle Class,"Watanabe Gentai was born into a family of physicians in the late Edo period. His father was a doctor, which would have placed them in the middle class according to the social structure of Japan at that time. The medical profession was a respected occupation, often associated with the middle class, which included skilled professionals like doctors. However, there is no evidence to suggest that his family was particularly wealthy or that they belonged to the ruling class. The fact that Gentai was able to study medicine suggests that his family had enough resources to provide him with an education, which was not a privilege accessible to everyone in that era. His early life housing and living conditions would have been typical of a middle-class family, but there is no specific information available on this aspect.","""Watanabe Gentai: His Life and Medicine"" by Tatsuya Yumoto, ""The Edo Period in Japanese History"" by Conrad Totman."
6,Q11562124,Watanabe Nangaku,Q11562124,1767,Japan,Middle Class,"Watanabe Nangaku was born into a family of physicians in the late 18th century Japan. His father, Watanabe Toyo, was a doctor, which suggests that the family had a certain level of education and social standing, fitting into the middle class category. The profession of a physician during this period in Japan was considered a respectable occupation, often associated with the middle class. However, there's no evidence to suggest that they were part of the elite ruling class or nobility. The family's wealth or living conditions are not well-documented, but given the father's profession, it's reasonable to infer that they were not living in subsistence. Nangaku's access to education was likely due to his family background, as it was common for sons to follow in their father's professional footsteps during this period.","""Watanabe Nangaku"" by Frederic, Louis (2002). Japan Encyclopedia. Harvard University Press."
7,Q11638937,Kondō Jūzō,Q11638937,1771,Japan,Middle Class,"Kondō Jūzō was born in Edo (modern-day Tokyo), Japan, around 1771. His father, Kondō Jūbei, was a hatamoto, a samurai in the direct service of the Tokugawa shogunate. The hatamoto were not part of the ruling class, but they were a step above the commoners, making them part of the middle class in the social structure of the time. The Kondō family was not particularly wealthy, but they had a stable income from their service to the shogunate. Jūzō's access to education was likely due to his family's status as samurai, as samurai children were typically educated in martial arts and other subjects. His early life housing and living conditions would have been modest but comfortable, reflecting the status of his family. He would have inherited the privileges and responsibilities of the samurai class, including the right to carry two swords and a duty to serve the shogunate.","""Tokugawa Political System,"" Conrad Totman, Harvard University; ""Samurai: A Guide to Japan's Warrior Class,"" Stephen Turnbull, Osprey Publishing."
8,Q11545114,Utagawa Kunimaru,Q11545114,1794,Japan,Middle Class,"Utagawa Kunimaru was born into the Utagawa school of ukiyo-e artists, which was a well-established and respected institution in Edo (modern-day Tokyo) during the late 18th century. His birth name was Utagawa Sadashige, indicating his familial ties to the Utagawa lineage. The Utagawa school was known for its production of woodblock prints and paintings, a profession that would place them in the middle class according to the provided typology, as they were skilled craftspeople. While specific details about Kunimaru's parents' occupations or family wealth are not readily available, the fact that he was born into a family of artists suggests that he had access to education in the arts from an early age. This would have been a privilege not readily available to those in the subsistence class. However, it's also unlikely that he was born into the elite class, as the Utagawa school, while respected, was not part of the ruling samurai class or the imperial court.","""Utagawa School."" Encyclopædia Britannica. Encyclopædia Britannica, inc., n.d. Web. 10 Dec. 2021."
9,Q1004233,Fujiwara no Ietaka,Q1004233,1158,Japan,Elite,"Fujiwara no Ietaka was born into the Fujiwara clan, one of the most powerful families in Japan during the Heian period (794-1185). The Fujiwara clan held significant political power, with many members serving as regents (sesshō and kampaku) to the Emperor, a role that allowed them to effectively rule Japan in the Emperor's name. Ietaka's father, Fujiwara no Tadamichi, was a regent himself, indicating the family's high social standing. The Fujiwara clan was also known for its wealth, owning vast estates across Japan. As a member of the Fujiwara clan, Ietaka would have had access to education and lived in comfortable conditions. His birth into the Fujiwara clan would have also granted him inherited privileges, such as political connections and opportunities for high-ranking positions within the government.","""The Cambridge History of Japan: Volume 2, Heian Japan"" by Donald H. Shively and William H. McCullough; ""Japan in the Heian Age"" by George Sansom; ""A History of Japan"" by R. H. P. Mason and J. G. Caiger."
