,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q17193206,Ichikawa Yonejūrō IV,Q17193206,1850,Japan,Middle Class,"Ichikawa Yonejūrō IV, also known as Ichikawa Danjūrō IX, was born into a family of Kabuki actors, a profession that was considered a form of skilled craft during the late Edo period in Japan. His father, Ichikawa Danjūrō VIII, was a renowned Kabuki actor, and his mother, Miyako, was also from a Kabuki family. Kabuki actors, while not aristocratic, were respected and could earn a decent living, placing them in the middle class. They were not wealthy landowners or nobility, but they were also not peasants or laborers. As a child, Yonejūrō would have had access to education in the form of Kabuki training due to his family background. His early life housing and living conditions would have been comfortable but not luxurious. He did not inherit any significant privileges or disadvantages due to his birth circumstances.","""Kabuki, a Mirror of Japan: Ten Plays that Offer a Glimpse into Evolving Sensibilities"" by Toshio Kawatake; ""The Cambridge Guide to Asian Theatre"" by James R. Brandon; ""Kabuki Heroes on the Osaka Stage 1780-1830"" by C. Andrew Gerstle."
1,Q3136343,Hirosada II,Q3136343,1840,Japan,,"Hirosada II, also known as Konishi Hirosada, was a notable ukiyo-e artist in the Osaka school during the late Edo period in Japan. Despite his significant contributions to the art world, very little is known about his personal life, including his birth circumstances and family background. The lack of information about his early life makes it difficult to classify his social class at birth and during childhood. It's also important to note that many ukiyo-e artists during this period came from a variety of social backgrounds, further complicating the task of determining Hirosada II's social origins.","Various scholarly articles and books on ukiyo-e art and artists, such as ""The Art of the Japanese Print: Osaka School"" by Dean J. Schwaab, and ""Osaka Prints"" by Roger Keyes and Keiko Mizushima."
2,Q1069351,Gusukuma Seihō,Q1069351,1614,Japan,,"There is very limited information available about the early life and family background of Gusukuma Seihō, especially considering the time period in which he lived. The historical records from the early 17th century in Japan are not comprehensive, and many individuals, unless they were of significant noble status or had notable achievements later in life, did not have their birth circumstances or family background well-documented. Without specific information about Gusukuma Seihō's parents' occupations, family wealth, access to education, early life living conditions, or inherited privileges or disadvantages, it is not possible to accurately classify his social class at birth and during childhood.","The lack of sources is the main issue here. Potential sources that could provide this information, if they exist, might include local historical records from the area where Gusukuma Seihō was born, genealogical records, or scholarly research on the social structure of Japan in the late 1600s. However, these sources have not been found or made accessible for this specific individual."
3,Q6563705,Nakada Sandō,Q6563705,1771,Japan,,"There is insufficient information available to definitively classify the birth and childhood social class of Nakada Sandō. The late 1700s in Japan was a period of the Edo era, characterized by a strict social hierarchy with samurai at the top, followed by farmers, artisans, and merchants. However, without specific information about Nakada Sandō's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately place him within this social structure.","Potential sources that could provide this information include local historical records, family genealogies, and scholarly research on the social history of the Edo period in Japan."
4,Q35858904,Chōsui Yabu,Q35858904,1814,Japan,Middle Class,"Chōsui Yabu was born in the Ryukyu Kingdom (now Okinawa, Japan) around 1814. His family was of the samurai class, which, in the context of the Ryukyu Kingdom, was a middle-class status. Samurai in the Ryukyu Kingdom were not as wealthy or powerful as their counterparts in mainland Japan, but they were above the peasant class. They were often involved in administrative roles, which required a certain level of education. Yabu's father was a martial arts instructor, a profession that was typically held by samurai. This suggests that Yabu had access to education and martial arts training due to his family background. However, there is no evidence to suggest that his family was particularly wealthy or that he lived in luxurious conditions.","""The Essence of Okinawan Karate-Do"" by Shoshin Nagamine; ""Okinawa: The History of an Island People"" by George H. Kerr."
5,Q11615478,Hanayagi Jusuke I,Q11615478,1821,Japan,Middle Class,"Hanayagi Jusuke I was born into a family of Kabuki actors, a profession that was considered respectable and skilled, but not aristocratic or elite. Kabuki was a popular form of entertainment in Japan during the Edo period (1603-1868), and actors were generally considered to be part of the chōnin (townspeople) class, which was essentially a middle class in the social hierarchy of the time. This class included merchants, artisans, and entertainers. While we do not have specific information about Jusuke's family wealth or living conditions, it is likely that they were not impoverished, given the popularity and cultural importance of Kabuki. However, they also would not have been considered wealthy or elite. As for education, Jusuke would have been trained in the art of Kabuki from a young age, as was customary for children born into acting families. This specialized education would have been a result of his family background, not personal merit.",Kabuki: Baroque Fusion of the Arts by Paul Griffith; The World of the Meiji Print: Impressions of a New Civilization by Julia Meech-Pekarik; The Kabuki Theatre by Earle Ernst.
6,Q11645675,Nomura Motosuke,Q11645675,1842,Japan,Middle Class,"Nomura Motosuke was born into a samurai family in the late Edo period. The samurai class, although not as wealthy as the daimyo (feudal lords), were considered part of the ruling class due to their military and administrative roles. However, by the late Edo period, many samurai families were facing financial difficulties due to a stagnant economy and the burden of maintaining their status. Therefore, it can be inferred that Motosuke's family was not particularly wealthy, but they were not subsistence level either. As a samurai, Motosuke would have had access to education and a certain level of social privilege, but his family's financial situation may have been precarious.","""The Making of Modern Japan"" by Marius B. Jansen; ""Samurai: A History"" by John Man."
7,Q11620976,Katsu Jagyoku,Q11620976,1735,Japan,Middle Class,"Katsu Jagyoku, also known as Katsu Kokichi, was born into a middle-class family in Edo, Japan. His father, Katsu Kokichi, was a low-ranking samurai, which placed their family in the middle class according to the social structure of Japan in the late 1700s. Samurai were considered part of the ruling class, but their economic status varied greatly, and Katsu's family was not wealthy. They lived in modest circumstances, and Katsu's early education was likely limited to the basic training expected of a samurai's son. His family's status would have provided some access to education and a certain level of respect in society, but they did not have the wealth or high social standing of the elite class.","""Musui's Story: The Autobiography of a Tokugawa Samurai"" by Katsu Kokichi (translated by Teruko Craig), ""Samurai: The World of the Warrior"" by Stephen Turnbull."
8,Q11619706,Kurō Kikuchi,Q11619706,1847,Japan,,"Unfortunately, there is not enough information available on Kurō Kikuchi's birth circumstances and family background to accurately classify his social class according to the provided typology. Kurō Kikuchi is not a well-known historical figure, and there seems to be a lack of primary sources detailing his early life and family circumstances. Therefore, it is not possible to determine his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages with reasonable confidence.",N/A
9,Q11674940,Torii Kiyomitsu (3rd),Q11674940,1833,Japan,Middle Class,"Torii Kiyomitsu (3rd) was born into the Torii family, a lineage of ukiyo-e artists in Edo, Japan. His father was Torii Kiyonaga, a well-known ukiyo-e artist of the time. The Torii family was not part of the ruling class or nobility, but they were not subsistence level either. They were artisans, a category that falls within the middle class according to the given typology. As a member of the Torii family, Kiyomitsu would have had access to education in the arts from a young age, not due to merit but because of his family background. The family's wealth and living conditions are not well-documented, but as successful artists, they likely lived comfortably but not extravagantly.","""Torii Kiyomitsu."" Ukiyo-e Search. Accessed March 3, 2022. https://ukiyo-e.org/artist/torii-kiyomitsu; ""Torii Kiyonaga."" Ukiyo-e Search. Accessed March 3, 2022. https://ukiyo-e.org/artist/torii-kiyonaga."
10,Q11565896,Sawamura Sōjūrō II,Q11565896,1713,Japan,Middle Class,"Sawamura Sōjūrō II was born into a family of kabuki actors, a profession that was considered respectable and required a certain level of skill and training, but was not part of the elite ruling class or nobility. His father, Sawamura Sōjūrō I, was a well-known kabuki actor in his own right, suggesting that the family had a certain level of financial stability and social standing. However, there is no evidence to suggest that they were particularly wealthy or had access to the privileges of the elite class. The profession of kabuki acting also suggests that Sōjūrō II would have had access to education in the form of theatrical training from a young age, but this would have been specific to his family's profession and not a general education available to the upper classes. The living conditions of kabuki actors during this period would have been comfortable but not luxurious, reflecting their middle-class status.","""Kabuki: A Mirror of Japan: Ten Plays that Offer a Glimpse into Evolving Sensibilities"" by Toshio Kawatake; ""Kabuki: Baroque Fusion of the Arts"" by Leonard C. Pronko."
