,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q11500425,Saitô Kichi,Q11500425,1841,Japan,,"The information about Saitô Kichi's birth circumstances and family background is scarce and not well-documented. The late Edo period in Japan, when Saitô Kichi was born, was a time of significant social and economic change, but without specific details about his family's occupation, wealth, access to education, living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his social class at birth.","Potential sources that could provide this information include local birth records, family registries (koseki), and local histories from the period. However, these sources may not be readily available or may not have survived. Further research in Japanese archives, or consultation with specialists in the social history of the late Edo period, may be necessary to obtain more information."
1,Q11510642,Hino Suketomo,Q11510642,1290,Japan,Elite,"Hino Suketomo was born into the Hino family, a prominent aristocratic family in Japan during the Kamakura period (1185-1333). The Hino family was a branch of the Fujiwara clan, one of the most powerful clans in Japan's history, which dominated the political scene during the Heian period (794-1185). The Fujiwara clan had a long history of intermarriage with the imperial family, and many of its members held high-ranking positions in the imperial court. This suggests that Hino Suketomo was born into a family of high social standing and wealth. His family's status would have likely afforded him access to education and a comfortable living environment. However, specific details about his parents' occupations, the family's wealth at the time of his birth and childhood, and his early life housing and living conditions are not readily available.","""The Cambridge History of Japan, Vol. 3: Medieval Japan"" by Kozo Yamamura; ""A History of Japan, 1334-1615"" by George Sansom."
2,Q11597787,Tachihara Suiken,Q11597787,1744,Japan,,"Tachihara Suiken is not a widely recognized historical figure, and there is a lack of primary sources or scholarly references available that detail his birth circumstances and family background. Without this information, it is impossible to determine his social class origins with reasonable confidence. Further research would be required, potentially involving archival work in Japan or consultation with experts in the field of 18th-century Japanese history.",N/A
3,Q11549210,Mizutani Ryokutei,Q11549210,1787,Japan,Middle Class,"Mizutani Ryokutei was born into a family of middle-class status. His father was a samurai, a member of the military nobility, but by the late 18th century, many samurai families were experiencing financial difficulties due to the economic changes in Japan. Samurai, while having a high social status, were not necessarily wealthy, and many lived modestly. Ryokutei's family was likely in this situation. It's also important to note that Ryokutei had access to education, which was not common for lower classes during this period. His early education would have been due to his family's samurai status, not his personal merit. The housing and living conditions for samurai families were generally better than those of peasants, but not as luxurious as those of the ruling class. As a samurai, Ryokutei would have had certain privileges, such as the right to carry two swords, but he would also have had responsibilities and expectations to fulfill.","""The World of the Samurai: The Samurai, Bushido and Death"" by H. Paul Varley; ""The Making of Modern Japan"" by Marius B. Jansen."
4,Q16185965,Shōun Genkei,Q16185965,1648,Japan,Middle Class,"Shōun Genkei was born into a family of samurai, which during the Edo period (1603-1868) in Japan, was a social class that was part of the ruling class but not part of the nobility or the imperial family. Samurai were essentially a warrior class, but they also served as bureaucrats and administrators, and they were paid a stipend by their feudal lords. This would place Genkei's family in the middle class according to the provided typology. The samurai class had access to education and were literate, which suggests that Genkei would have had access to education due to his family background. However, the samurai class was not particularly wealthy, and their living conditions would have been modest compared to the nobility or the wealthy merchant class.","""Warriors of Japan: As Portrayed in the War Tales"" by H. Paul Varley; ""The Making of Modern Japan"" by Marius B. Jansen."
5,Q3072228,Ise no Taifu,Q3072228,1000,Japan,Elite,"Ise no Taifu was born into the elite class of Heian period Japan. Her father was Tachibana no Michisada, a middle-ranking courtier, and her mother was a daughter of Fujiwara no Sanesuke, a high-ranking nobleman. This places her within the aristocratic Fujiwara clan, which dominated the political landscape of the period. Her family's wealth and status would have provided her with access to education, as was typical for children of the nobility in this era. Her early life housing and living conditions would have been comfortable, reflecting her family's status. As a member of the aristocracy, she would have been born with certain privileges, such as access to the imperial court and potential for high-ranking marriages.","""The Tales of Ise: Translated from the Classical Japanese,"" H. Jay Harris; ""The World of the Shining Prince: Court Life in Ancient Japan,"" Ivan Morris; ""The Cambridge History of Japan, Vol. 2: Heian Japan,"" Donald H. Shively and William H. McCullough."
6,Q3128831,Hayashi Ryūkō,Q3128831,1681,Japan,Middle Class,"Hayashi Ryūkō was born into a family of Confucian scholars, a profession that would place them in the middle class according to the provided typology. His father, Hayashi Hōkō, was a scholar and a teacher, indicating a level of education and social standing above the subsistence class. The family's wealth is not well-documented, but their status as scholars suggests they were not impoverished. Ryūkō's access to education was likely due to his family background, as his father would have been able to provide him with a solid foundation in Confucian teachings. The living conditions of the family are not well-documented, but as scholars, they likely lived in modest but comfortable circumstances. As for inherited privileges or disadvantages, Ryūkō would have had the advantage of a scholarly background, but would not have had the privileges associated with the elite class.","""Hayashi Ryūkō"" in Nihon jinmei daijiten (Biographical Dictionary of Japan). Tokyo: Heibonsha, 1958."
7,Q3607355,Akitake Tsukamoto,Q3607355,1833,Japan,Elite,"Akitake Tsukamoto was born into the Mito branch of the Tokugawa clan, one of the three branches of the ruling Tokugawa shogunate in Japan. His father was Tokugawa Nariaki, the ninth daimyo of Mito. The Tokugawa clan was the ruling class in Japan during the Edo period, which lasted from 1603 to 1868. As a member of the ruling class, Akitake would have had access to the best education and living conditions available at the time. His family's wealth and social standing would have been significant, and he would have inherited the privileges associated with being a member of the ruling class.","""The Last Shogun: The Life of Tokugawa Yoshinobu"" by Ryōtarō Shiba; ""The Collapse of the Tokugawa Bakufu, 1862-1868"" by Conrad D. Totman."
8,Q3532295,Torii Kiyomoto,Q3532295,1645,Japan,,"The specific birth circumstances and family background of Torii Kiyomoto, born around 1645 in Japan, are not well-documented in historical records. While the Torii family was a prominent lineage of painters during the Edo period, it is unclear what the specific circumstances of Kiyomoto's birth and early life were. The Torii family was known to have served as official painters to the Tokugawa shogunate, which could suggest a higher social standing, but without specific information about Kiyomoto's parents and their status at the time of his birth, it is difficult to definitively classify his social class. Furthermore, the social structure of Japan during this time was complex, with a rigid hierarchy that was not solely based on wealth or occupation, making it even more challenging to classify Kiyomoto's social class without more detailed information.","Potential sources that could provide this information include family records, historical texts about the Torii family or the Edo period, or scholarly research on the social structure of Japan during this time."
9,Q3075013,Urakusai Nagahide,Q3075013,1804,Japan,,"There is insufficient information available on Urakusai Nagahide's early life and family background to accurately determine his social class at birth. The name Urakusai Nagahide does not appear in commonly accessible historical records or scholarly works on Japan in the early 19th century. It's possible that more information could be found in specialized or local archives, or in untranslated Japanese sources. However, without these resources, it's not possible to classify Nagahide's social origins with reasonable confidence.",General lack of information in accessible English-language sources on Japanese history.
10,Q3269307,Magdalene of Nagasaki,Q3269307,1611,Japan,Middle Class,"Magdalene of Nagasaki was born in Nagasaki, Japan, around 1611. Her parents were devout Christians, and her father was a catechist. This suggests that her family was likely part of the middle class, as catechists were typically educated and held a respected position within the community. However, there is no evidence to suggest that her family was particularly wealthy or that they were part of the ruling class. The fact that her parents were able to provide her with a Christian education also suggests that they had some level of resources, as education was not universally accessible at this time in Japan. However, the exact nature of her early life housing and living conditions is not well-documented.","""The Japanese Martyrs: Nagasaki beatifies its own,"" by J. Charles E. Shea, S.J., America: The Jesuit Review, November 15, 1981; ""The Japanese Saints: The Martyrs of Nagasaki and Their Companions,"" by Hubert Cieslik, S.J., Monumenta Nipponica, Vol. 31, No. 1 (Spring, 1976), pp. 1-36."
11,Q11553627,Moriharu Kawarada,Q11553627,1842,Japan,,"There is insufficient information available on Moriharu Kawarada's early life, family background, and social class. The available historical records do not provide details about his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","N/A

Potential sources that could provide this information might include local birth records, family histories, or other historical documents from the mid-19th century Japan. However, these sources are not readily available or have not been digitized for online research. Further research might require on-site archival work in Japan."
