,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q5586,Katsushika Hokusai,Q5586,1760,Japan,Middle Class,"Katsushika Hokusai was born in Edo (now Tokyo), Japan, around 1760. His father was Nakajima Ise, a mirror-maker for the shogun, which was a respectable occupation in the Edo period. This suggests that Hokusai was born into a middle-class family. However, his mother's background is not well documented. Hokusai was adopted by an uncle at a young age, who was an artist. This suggests that he had access to some form of education in the arts from an early age, which was a privilege usually reserved for the middle and upper classes. His early life housing and living conditions are not well documented, but given his father's occupation and his adoption by an artist, it can be inferred that his living conditions were likely modest but comfortable.","""Hokusai: Beyond the Great Wave"" by Timothy Clark, published by the British Museum; ""Hokusai"" by Gian Carlo Calza, published by Phaidon Press."
1,Q200798,Utagawa Hiroshige,Q200798,1797,Japan,Middle Class,"Utagawa Hiroshige, also known as Andō Hiroshige, was born in Edo (now Tokyo), Japan, in 1797. His father, Andō Gen'emon, was a member of the fire-fighting organization responsible for protecting Edo Castle, the residence of the shogun. This position was hereditary and considered a samurai rank, but it was not part of the ruling elite. It was a respectable position, but not one of great wealth or power. Hiroshige's family would have been considered middle class according to the social structure of the time. They were not wealthy aristocrats, but they were also not peasants or laborers. Hiroshige's father taught him the basics of drawing and painting, indicating that the family had some access to education and cultural pursuits. However, Hiroshige's father died when he was 12, and he took over his father's role as a fireman, suggesting that the family was not wealthy enough to live without his income.","""Hiroshige: From Edo to Kyoto—A Journey through Japan."" (2009). In Heilbrunn Timeline of Art History. New York: The Metropolitan Museum of Art."
2,Q5676,Matsuo Bashō,Q5676,1644,Japan,Middle Class,"Matsuo Bashō was born in Ueno, in the Iga Province of Japan. His family were likely minor samurai, which would place them in the middle class according to the social structure of Japan in the late 1600s. Samurai were considered part of the ruling class, but their actual living conditions varied greatly, and many, like Bashō's family, were not wealthy. Bashō's father was likely a low-ranking samurai, working as a kind of farmer-warrior in the rural province. 

Bashō's access to education was likely due to his samurai background, as samurai families typically provided their children with a good education. However, it's important to note that Bashō's family was not wealthy, and he did not inherit significant privileges or advantages. His early life housing and living conditions were likely modest, reflecting the family's status as minor samurai.","- Ueda, Makoto. ""Basho and His Interpreters: Selected Hokku with Commentary"". Stanford University Press, 1992.
- Qiu, Peipei. ""Bashō and the Dao: The Zhuangzi and the Transformation of Haikai"". University of Hawaii Press, 2005."
3,Q313638,Lafcadio Hearn,Q313638,1850,Japan,Middle Class,"Lafcadio Hearn was born on June 27, 1850, on the Greek island of Lefkada. His father, Charles Bush Hearn, was an Irish surgeon in the British army, and his mother, Rosa Antoniou Kassimati, was a native Greek woman. This suggests a middle-class background, as his father was a professional, but not part of the aristocracy or ruling class. His mother's family was also middle class, as they were landowners on the island. However, Hearn's early life was marked by instability and hardship. His parents separated when he was young, and he was sent to live with a great-aunt in Dublin, Ireland. Despite these challenges, Hearn had access to education, attending a Catholic school in France and later a boarding school in England. His living conditions varied, from his early years in the Mediterranean climate of Greece to the more austere environment of Ireland and England. While he did not inherit significant wealth or privileges, his family background provided him with a basic education and a multicultural upbringing.","""Lafcadio Hearn: American Literature's Great Interpreter of Japan"" by Christopher Benfey, The New York Review of Books, July 18, 2019; ""Lafcadio Hearn's American Writings and the Creole Continuum"" by Delia Konzett, American Literary History, Volume 15, Issue 3, Fall"
4,Q272045,Kitagawa Utamaro,Q272045,1754,Japan,Middle Class,"Kitagawa Utamaro was born around 1754 in Edo, Japan, which is now Tokyo. His exact family background is not well-documented, but it is generally believed that he was born into a middle-class family. His father, Kitagawa Ichitaro, is thought to have been a member of the townsmen class, or ""chonin,"" which included merchants, artisans, and other non-samurai urban dwellers. This class was not as privileged as the samurai or nobility, but they were above the peasant class and often had access to education and some degree of wealth. Utamaro's early life housing and living conditions would have been typical of the chonin class, likely living in a modest urban dwelling. There is no evidence to suggest that Utamaro inherited any significant privileges or disadvantages due to his family background.","""Utamaro and the Spectacle of Beauty"" by Julie Nelson Davis; ""Kitagawa Utamaro (1753–1806)"" by the Metropolitan Museum of Art."
5,Q193344,Miyamoto Musashi,Q193344,1585,Japan,Middle Class,"Miyamoto Musashi was born in Harima Province, Japan, around 1584. His father, Shinmen Munisai, was an accomplished martial artist and master of the sword and jitté (a specialized weapon for defeating swords). Munisai had an official role as the martial arts instructor for the Shinmen House of lords, which indicates a certain level of social standing and economic stability. However, they were not part of the ruling class or nobility, which places them in the middle class according to the provided typology. 

Musashi's early access to martial arts training can be attributed to his family background, as his father was his first teacher. This suggests that he had access to education, a characteristic of the middle class. However, there is no evidence to suggest that the family was particularly wealthy or that Musashi grew up in luxurious living conditions.","1. ""Miyamoto Musashi: His Life and Writings"" by Kenji Tokitsu.
2. ""The Lone Samurai: The Life of Miyamoto Musashi"" by William Scott Wilson.
3. ""Musashi"" by Eiji Yoshikawa and Charles S. Terry."
6,Q317736,Utagawa Kuniyoshi,Q317736,1798,Japan,Middle Class,"Utagawa Kuniyoshi was born in Edo (now Tokyo), Japan, in 1798. His father was a silk-dyer, which was a skilled craft occupation and would place the family within the middle class according to the given typology. Kuniyoshi was not born into a samurai or aristocratic family, which rules out the elite classification. He was also not born into a peasant or laborer family, which rules out the subsistence classification. As a child, Kuniyoshi was adopted by an ukiyo-e printmaker, which suggests that his family had connections within the artisan community and could afford to provide him with an apprenticeship, further supporting the middle class classification.","""Utagawa Kuniyoshi: The Ukiyo-e Artist of the Bizarre and the Beautiful"" by K. Tsuchiya; ""Utagawa Kuniyoshi: From the Arthur R. Miller Collection"" by Timothy Clark."
7,Q31523,Yosa Buson,Q31523,1716,Japan,Middle Class,"Yosa Buson was born in the village of Kema in Settsu Province (now Kema-cho, Miyakojima Ward in the city of Osaka). His family were likely of the middle class, as his father was a farmer. However, Buson was orphaned when he was young and was taken in by his uncle, who was a Confucian scholar. This suggests that his family had some degree of wealth and social standing, as they were able to provide him with a good education. His uncle's influence likely played a significant role in Buson's early interest in literature and the arts. Despite these advantages, Buson's early life was likely marked by hardship due to his parents' early deaths.","""Yosa Buson: His Life & Work"" by Edith Marcombe Shiffert and Yuki Sawa; ""The Year of My Life: A Translation of Issa's Oraga Haru"" by Nobuyuki Yuasa."
8,Q467427,Utagawa Kunisada,Q467427,1786,Japan,Middle Class,"Utagawa Kunisada, also known as Toyokuni III, was born in Edo (now Tokyo), Japan around 1786. His father was the owner of a ferryboat and is believed to have also been a poet, which suggests that the family was of the middle class, as they were not aristocrats but also not subsistence laborers. The ferryboat business would have provided a steady income, and the fact that his father was a poet suggests a certain level of education and cultural engagement, which is more typical of the middle class. There is no evidence to suggest that Kunisada was born into wealth or poverty; his family seems to have been comfortably situated within the economic context of late 18th century Japan. As for education, it is known that Kunisada began his training in ukiyo-e woodblock printing at a young age, which suggests that his family had the resources to provide him with this specialized education. His early life housing and living conditions are not well-documented, but given his family's apparent economic status, it is likely that they were adequate. There is no evidence to suggest that Kunisada inherited any particular privileges or disadvantages due to his birth circumstances.","""Utagawa Kunisada (1786–1865)"" by Sebastian Izzard, published in Impressions, the Journal of the Ukiyo-e Society of America, Inc., 1993; ""Kun"
9,Q360978,Suzuki Harunobu,Q360978,1725,Japan,Middle Class,"Suzuki Harunobu was born into a family of artisans, which places him in the middle class according to the provided typology. His exact birth date and place are not definitively known, but it is generally accepted that he was born around 1725 in Edo (now Tokyo), Japan. His family was involved in the production of printed materials, which was a skilled craft during this period. This suggests that they were likely of moderate wealth and social standing. It is also known that Harunobu had access to education as a child, as he was apprenticed to a master printmaker at a young age. This suggests that his family had the resources to provide him with this opportunity. However, there is little information available about his early life housing and living conditions, or any inherited privileges or disadvantages.","""Harunobu."" Encyclopædia Britannica. https://www.britannica.com/biography/Harunobu; ""Suzuki Harunobu."" The Metropolitan Museum of Art. https://www.metmuseum.org/art/collection/search/60008556."
10,Q714175,Ueda Akinari,Q714175,1734,Japan,Middle Class,"Ueda Akinari was born in Osaka, Japan, in 1734. His biological parents are unknown, as he was adopted by Ueda Sukeemon, a wealthy Osaka merchant, and his wife. Despite being adopted, Akinari was raised in a middle-class environment due to his adoptive father's occupation. His adoptive family was able to provide him with a good education, which was a privilege typically reserved for the middle and upper classes in Japan during this period. However, his adoptive father's business failed when Akinari was 15, and he was forced to support himself by making and selling paper umbrellas, indicating that his family's wealth was not stable or substantial enough to be considered elite.","""Ueda Akinari."" Encyclopædia Britannica. Encyclopædia Britannica, inc., December 14, 2018. ""Ueda Akinari."" The Columbia Encyclopedia, Paul Lagasse, and Columbia University, Columbia University Press, 8th edition, 2018."
11,Q352561,Ihara Saikaku,Q352561,1642,Japan,Middle Class,"Ihara Saikaku was born in Osaka, Japan, around 1642. His father was a wealthy merchant, which places the family in the middle class according to the social structure of Japan during the Edo period. The merchant class, although ranked below the samurai in the social hierarchy, often had considerable wealth from their business ventures. Saikaku's family was no exception, and they were able to provide him with a good education. He was trained in the kanshi style of Chinese poetry from a young age, indicating that his family had the resources to invest in his education. His early life housing and living conditions would have been comfortable, reflecting the family's wealth. However, as a member of the merchant class, Saikaku would not have inherited any significant societal privileges.","""Five Women Who Loved Love: Amorous Tales from 17th-century Japan"" by Ihara Saikaku, ""The Life of an Amorous Man"" by Ihara Saikaku, ""The Great Mirror of Male Love"" by Ihara Saikaku, ""The Japanese Family in Transition: From the Professional Housewife Ideal to the Dilemmas of Choice"" by Suzanne Hall Vogel."
