,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q7071,Li Bai,Q7071,701,China,Elite,"Li Bai, also known as Li Po, was born into a wealthy aristocratic family. His father, Li Ke, was a friend of the reigning emperor and held a high-ranking position in the imperial court. This suggests that Li Bai was born into the elite class of society. His family's wealth and status would have provided him with access to a high-quality education, which was typically reserved for the upper classes in Tang Dynasty China. His early life housing and living conditions would have been comfortable and luxurious, reflecting his family's high social standing. However, it's important to note that Li Bai's family was originally from Central Asia and had only recently been integrated into the Chinese aristocracy, which may have affected their social standing and privileges.","""Li Bai: His Life and Poetry"" by John C. H. Wu, ""The Poetry of Li Bai"" by Arthur Cooper, ""The Great Age of Chinese Poetry: The High Tang"" by Stephen Owen."
1,Q33772,Du Fu,Q33772,712,China,Elite,"Du Fu was born into a scholarly elite family, which was part of the aristocracy in the Tang Dynasty. His father, Du Shenyan, was a minor official in the capital city of Chang'an, and his mother was also from a noble family. Du Fu's family had a long tradition of serving in the civil service, which was a privilege reserved for the elite class. The family's wealth and status would have provided Du Fu with access to a high-quality education, which was typically reserved for the children of the elite. His early life housing and living conditions would have been comfortable, reflecting his family's elite status.","""Du Fu: A Life in Poetry"" by David Young; ""The Poet-historian Qian Qianyi"" by Lawrence C.H Yim."
2,Q233340,Matteo Ricci,Q233340,1552,China,Elite,"Matteo Ricci was born in Macerata, Italy, not China, in 1552. His father was Giovanni Battista Ricci, a member of the local nobility in Macerata. As a member of the nobility, his family would have been considered part of the elite social class. Ricci's family had the means to provide him with a good education. He began his education at a local school and later attended the University of Macerata. His family's wealth and social standing would have provided him with a comfortable early life, including quality housing and living conditions.","""Matteo Ricci: A Jesuit in the Ming Court"" by Michela Catto, ""The Memory Palace of Matteo Ricci"" by Jonathan D. Spence."
3,Q47739,Zhuangzi,Q47739,-368,China,,"The birth circumstances and family background of Zhuangzi, also known as Zhuang Zhou, are not well-documented. The primary source of information about Zhuangzi is the text attributed to him, the ""Zhuangzi,"" which does not provide specific details about his early life or family background. It is generally believed that he was born in the state of Song, which is now Shangqiu in Henan Province, but the specifics of his family's social standing, wealth, or occupation are not known. Some scholars speculate that he may have been a minor official or scholar, suggesting a possible middle-class background, but this is conjecture based on his later life and writings, not direct evidence from his birth or childhood. Therefore, it is not possible to definitively classify Zhuangzi's social class at birth according to the provided typology.","""Zhuangzi"" (ancient text); ""The Cambridge History of Ancient China"" (Michael Loewe and Edward L. Shaughnessy, eds., 1999); ""The Inner Chapters"" (A.C. Graham, trans., 2001)."
4,Q36020,Su Shi,Q36020,1037,China,Elite,"Su Shi, also known as Su Dongpo, was born into a family of literati. His father, Su Xun, and his brother, Su Zhe, were both renowned literati of their time. The Su family was part of the scholarly gentry class, which was a privileged class in Song Dynasty China. This class was characterized by their education and their role in the bureaucracy of the state. Su Shi's family was wealthy enough to afford a good education for their children, which was a privilege not accessible to the lower classes. The family's wealth and status also meant that they lived in comfortable conditions. Su Shi's father was a government official, which further indicates their elite status.","""Su Shi,"" Encyclopædia Britannica, https://www.britannica.com/biography/Su-Shi; ""Su Shi: China's Poet, Statesman, Painter, and Culinary Expert,"" China Highlights, https://www.chinahighlights.com/travelguide/culture/su-shi.htm; ""The Scholarly Gentry in the Song,"" Asia for Educators, Columbia University, http://afe.easia.columbia.edu/songdynasty-module/scholarly-gentry.html."
5,Q318406,Pu Songling,Q318406,1640,China,Middle Class,"Pu Songling was born into a family of modest means in Zichuan (now Zibo, Shandong). His family was part of the literati class, a social class in China that was characterized by their education and their participation in the civil service examinations. His father, Pu Ren, was a minor local official, which indicates a middle-class standing. The family was not wealthy, but they had enough resources to provide Pu Songling with a good education. This is evidenced by the fact that Pu Songling was able to study for the civil service examinations, a privilege typically reserved for the middle and upper classes. His family's home was likely modest but comfortable, reflecting their middle-class status. However, there is no evidence of any significant inherited privileges or disadvantages.","""Strange Tales from a Chinese Studio"" by Pu Songling, ""The Life and Times of Pu Songling"" by Leo Tak-hung Chan, ""The Cambridge History of Chinese Literature"" by Kang-i Sun Chang and Stephen Owen."
6,Q9397,Zhu Xi,Q9397,1130,China,Elite,"Zhu Xi was born into a family of literati, a class of scholarly officials in China. His father, Zhu Song, was a minor official who had passed the civil service examinations, which were typically only accessible to those of higher social standing due to the resources required for education. This indicates that Zhu Xi's family was of a higher social class. Furthermore, Zhu Xi's grandfather, Zhu Mou, was a prominent scholar-official who served as a magistrate in several counties, further indicating the family's elite status. The family's wealth and social standing would have provided Zhu Xi with access to education and a comfortable early life living condition.","""Zhu Xi's Reading of the Analects: Canon, Commentary, and the Classical Tradition"" by Daniel K. Gardner; ""Zhu Xi and Primitivist Daoism: The Inner Chapters"" by Robert Eno."
7,Q313605,Wang Wei,Q313605,699,China,Elite,"Wang Wei was born into a wealthy and influential family. His father, Wang Chulian, was a government official, which indicates that the family was part of the ruling class. This position would have provided them with a significant amount of wealth and social standing. Wang Wei's family was able to afford a good education for him, which was a privilege reserved for the elite class during this time period. His early life housing and living conditions would have been comfortable and luxurious compared to the average person's, further indicating his elite status. Additionally, being born into a family with a government official would have provided him with certain inherited privileges, such as connections to other influential people and potential opportunities for advancement.","""The Poetry of Wang Wei: New Translations and Commentary"" by Pauline Yu, ""Wang Wei"" by Ronald Egan."
8,Q228889,Wu Cheng'en,Q228889,1504,China,Middle Class,"Wu Cheng'en was born in the city of Huai'an, Jiangsu during the Ming Dynasty. His father was a relatively low-ranking government official, which would place them in the middle class according to the social structure of the time. The family was not wealthy, but they were not poor either. They had enough resources to provide Wu Cheng'en with a good education, which was a privilege not available to the lower classes. His father's occupation as a government official also suggests that they lived in decent housing conditions. However, there is no evidence to suggest that Wu Cheng'en was born into the elite ruling class or the subsistence class.","""The Journey to the West,"" Wu Cheng'en's semi-autobiographical novel; ""Wu Cheng'en and His 'Journey to the West,'"" by Anthony C. Yu; ""The Cambridge History of Chinese Literature,"" by Kang-i Sun Chang and Stephen Owen."
9,Q313324,Bai Juyi,Q313324,772,China,Middle Class,"Bai Juyi was born to a family of moderate means. His father was a minor official, which suggests a middle-class standing. The family was not wealthy, but they were not impoverished either. Bai Juyi's access to education was likely due to his father's position as a minor official, as education was highly valued in the Chinese bureaucracy. However, there is no evidence to suggest that his family owned substantial property or had significant wealth. His early life housing and living conditions would have been modest but comfortable, typical of a middle-class family in China during the Tang Dynasty. There is no evidence of inherited privileges or disadvantages.","""Bai Juyi"" in Encyclopedia Britannica; ""Bai Juyi"" in The Columbia Encyclopedia, 6th ed.; ""Bai Juyi"" in The Princeton Encyclopedia of Poetry and Poetics, 4th ed."
