,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q5945163,Zhao Buzhi,Q5945163,1053,China,Elite,"Zhao Buzhi was born into a family of high-ranking officials, indicating a high social status. His father, Zhao Yan, was a notable scholar-official who served in the Song Dynasty court, which would have provided the family with significant wealth and prestige. This elite status would have granted Zhao Buzhi access to a high-quality education from a young age, as was customary for children of the aristocracy during this period. His family's wealth and status would have also ensured comfortable living conditions and numerous inherited privileges.","""The Song Dynasty in China,"" Asia for Educators, Columbia University; ""Zhao Buzhi,"" Encyclopedia of China, 3rd Edition."
1,Q7192013,Pierre-Martial Cibot,Q7192013,1727,China,,"Pierre-Martial Cibot was a French Jesuit missionary who was born in 1727 and spent most of his life in China. However, there is limited information available regarding his early life, family background, and social class. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not well-documented in historical records. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","The most likely sources to provide this information would be Jesuit records, French church records, or local historical archives in his place of birth. However, these have not been found or made publicly available. His life and work are primarily documented in his own writings and in the writings of other Jesuits, which focus on his missionary work and not his early life or family background."
2,Q11095476,Li Guangdi,Q11095476,1642,China,Elite,"Li Guangdi, also known as Emperor Kangxi's Confucian Scholar, was born into a family of high social standing. His father, Li Shu, was a high-ranking official in the Ming Dynasty, serving as the Minister of Rites. This position was one of the Nine Ministers, the highest-ranking officials in the imperial government, indicating that Li Guangdi was born into the elite class. His family's wealth and status would have provided him with access to a high-quality education, a privilege not available to those of lower social classes. His early life housing and living conditions would have been comfortable, reflecting his family's wealth and status.","""Li Guangdi"" in Hummel, Arthur W. Eminent Chinese of the Ch'ing Period (1644-1912). United States Government Printing Office, 1943."
3,Q1914745,Mazu Daoyi,Q1914745,709,China,Middle Class,"Mazu Daoyi, also known as Ma-tsu Tao-i, was born in 709 in the town of Changle in Fuzhou. His family was of moderate means, neither wealthy aristocrats nor impoverished peasants. His father was a fisherman, which was a skilled occupation at the time, indicating a middle-class status. There is no record of Mazu Daoyi having access to formal education due to his family background, but his early exposure to Buddhism through his parents, who were devout Buddhists, suggests a certain level of cultural and religious education within the family. The family's living conditions would have been modest but comfortable, typical of middle-class families of the time. There is no evidence of any inherited privileges or disadvantages.","""Sun-Face Buddha: The Teachings of Ma-tsu and the Hung-chou School of Ch'an"" by Cheng Chien Bhikshu; ""The Northern School and the Formation of Early Ch'an Buddhism"" by John R. McRae."
4,Q1632823,Huangbo Xiyun,Q1632823,800,China,,"The specific details about Huangbo Xiyun's birth circumstances and family background are not well-documented. As a prominent figure in the development of Zen Buddhism, much of the information available about him pertains to his teachings and religious activities, rather than his early life or family background. The historical records from this period, particularly those concerning individuals who were not part of the ruling class or nobility, are often sparse or non-existent. Therefore, it is not possible to definitively classify Huangbo Xiyun's social class at birth based on the available information.","The primary source of information about Huangbo Xiyun is the ""Chuanxin Fayao"" (Essential Teachings on the Transmission of Mind), a collection of his teachings compiled by his disciple Pei Xiu. However, this text focuses on his religious teachings and does not provide detailed information about his early life or family background. Other potential sources could include local historical records or genealogical records, if they exist, but these have not been identified or made available for research."
5,Q11084989,Fang Bao,Q11084989,1668,China,Middle Class,"Fang Bao was born in 1668 in the Jiangsu province of China. His family was of scholar-gentry class, which was a social group positioned below the nobility but above commoners. His father was a local schoolteacher, which indicates a level of education and literacy above that of the subsistence class. This profession, while not generating significant wealth, would have provided a stable income and a certain level of respect within the community. The scholar-gentry class was also known for owning land, which would have contributed to their economic stability. Fang Bao's access to education was likely due to his family background, as his father's profession would have provided him with early exposure to learning. His early life housing and living conditions would have been modest but comfortable, reflecting the status of his family. There is no evidence of inherited privileges or disadvantages.","Primary sources on Fang Bao's early life are scarce. However, the social structure and economic context of late 17th century China can be inferred from historical texts such as ""The Cambridge History of China: Volume 9, The Ch'ing Dynasty to 1800"" and ""The Scholar's Mind: Essays in Honor of Frederick W. Mote"". These sources provide insight into the social hierarchy and economic conditions of the time, allowing for an educated guess about Fang Bao's family background."
6,Q2501012,Joseph-Anne-Marie de Moyriac de Mailla,Q2501012,1669,China,Elite,"Joseph-Anne-Marie de Moyriac de Mailla was born into a noble family in France, not China. His father was François de Moyriac de Mailla, a French nobleman. The de Moyriac de Mailla family was part of the French aristocracy, which would place them in the elite class according to the typology provided. As a member of the French nobility, Joseph-Anne-Marie would have had access to education, wealth, and privileges from birth. His early life housing and living conditions would have been of a high standard, typical of the French aristocracy of the time.","""Histoire générale de la Chine, ou Annales de cet Empire; traduit du Tong-kien-kang-mou par de Mailla"" by Joseph-Anne-Marie de Moyriac de Mailla; ""Nobiliaire universel de France, ou Recueil général des généalogies historiques des maisons nobles de ce royaume"" by Saint Allais (Nicolas Viton)."
7,Q253490,Li Fang,Q253490,925,China,Elite,"Li Fang was born into a family of high-ranking officials, indicating a high social standing and wealth. His father, Li Yuansu, was a chancellor during the Later Tang dynasty, a position that was typically held by members of the elite class. This suggests that Li Fang's family had significant wealth at the time of his birth and during his childhood. Furthermore, Li Fang's access to education was likely due to his family's status, as education in this period was often reserved for the elite. His early life housing and living conditions were likely comfortable, given his family's wealth and status. As the son of a chancellor, Li Fang would have inherited certain privileges, such as access to education and potential political connections.","""New History of the Five Dynasties,"" ""Old History of the Five Dynasties,"" and ""Zizhi Tongjian,"" ancient Chinese historical texts that provide information on the Li family's status and wealth."
8,Q818328,Bento de Góis,Q818328,1562,China,Middle Class,"Bento de Góis was born in Vila Franca do Campo, Portugal, not China. His family was of modest means. His father, Francisco de Góis, was a civil servant, which would place them in the middle class according to the provided typology. There is no evidence to suggest that his family was particularly wealthy or impoverished. His access to education was likely due to his father's position, as civil servants often had the means to educate their children. However, specific details about his early life housing, living conditions, and inherited privileges or disadvantages are not well-documented.","""Bento de Góis: The First Western Explorer of the Route to China."" Journal of the Royal Central Asian Society, vol. 20, no. 2, 1933, pp. 201-213."
9,Q7411746,Huang Jingren,Q7411746,1749,China,Middle Class,"Huang Jingren, also known as Huang Shu, was born into a family of scholars in the Jiangsu province of China. His father, Huang Zongxi, was a well-known philosopher and historian. This suggests that the family had a certain level of wealth and social standing, as education and scholarly pursuits were often reserved for those with resources during this period in China. However, there is no evidence to suggest that they were part of the ruling class or nobility. The family's wealth likely came from Huang Zongxi's work as a scholar and teacher, placing them in the middle class according to the provided typology. Huang Jingren's access to education would have been a direct result of his family background, as his father would have been his first teacher. The family's living conditions would have been comfortable but not extravagant, reflecting their middle-class status.","""Huang Zongxi: New Confucianism,"" Encyclopedia Britannica; ""Huang Jingren,"" WorldCat Identities; ""The Scholars,"" by Wu Jingzi."
