,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q33876025,Léon de Bastard,Q33876025,1822,China,,"The information available on Léon de Bastard's early life and family background is extremely limited. His exact birth date, parents' occupations, family wealth, early life housing, and access to education due to family background are not well-documented. It is known that he was born in China around 1822, but the specifics of his family circumstances and social class during his birth and childhood are unclear. Given the lack of concrete information, it is not possible to definitively classify his social class at birth.","The primary sources that could potentially provide more information on Léon de Bastard's early life and family background would be birth records, census data, or family documents from the time period. However, these have not been readily available or accessible in the course of this research. Further investigation into Chinese and French archives may yield more information."
1,Q3566068,Wang Guxiang,Q3566068,1501,China,,"Unfortunately, there is not enough specific information available about Wang Guxiang's birth circumstances and family background to definitively classify his social class according to the provided typology. Wang Guxiang is not a well-documented historical figure, and the available sources do not provide detailed information about his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. It is therefore not possible to determine with reasonable confidence whether he was born into the elite, middle class, or subsistence class in late 1500s China.","The lack of specific information about Wang Guxiang's birth circumstances and family background suggests that further research may be needed, potentially involving primary sources from the period, such as local records, family histories, or other documents that might provide more insight into his early life. However, given the limited availability and accessibility of such sources, this may be a challenging task."
2,Q890231,Lü Ji,Q890231,1477,China,,"The historical record for Lü Ji, born around 1477 in what is now China, is sparse and does not provide sufficient information to definitively classify their birth and childhood social class according to the provided typology. The late 1400s in China was during the Ming Dynasty, a period of relative stability and prosperity, but without specific details about Lü Ji's parents' occupations, family wealth, access to education, living conditions, and inherited privileges or disadvantages, it is impossible to make an accurate classification.","The primary sources that could potentially provide this information would be historical records from the Ming Dynasty, such as the Ming Shi (the official history of the Ming Dynasty), local gazetteers, or family genealogical records. However, these sources are not always complete or reliable, and the information about less prominent individuals like Lü Ji may not have been recorded or preserved. Further research in these sources may yield more information."
3,Q6464972,Pan Yue,Q6464972,247,China,Elite,"Pan Yue was born into a family of high social standing. His father, Pan Jun, was a high-ranking official who served as the Administrator of Jing Province. This indicates that Pan Yue was born into the elite class of society, as his father's position would have provided the family with considerable wealth and influence. Furthermore, Pan Yue's access to education would have been guaranteed due to his family's status. His early life housing and living conditions would have been comfortable, reflecting the family's wealth and social standing. His family background would have provided him with inherited privileges, such as access to influential networks and opportunities for advancement.","The primary source for information on Pan Yue's family background is the ""Book of Jin"", a historical text that covers the history of the Jin dynasty. This text provides detailed information on the lives of prominent figures during this period, including Pan Yue."
4,Q15449527,Chen Hongxu,Q15449527,1597,China,,"There is insufficient information available regarding the birth circumstances and family background of Chen Hongxu born around 1597 in China. The specific details about his parents' occupations, family wealth, access to education due to family background, early life housing and living conditions, and inherited privileges or disadvantages are not readily available in historical records or scholarly references. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","There are no specific sources that provide detailed information about the early life and family background of Chen Hongxu. Further research may be required in Chinese historical archives, genealogical records, or local histories."
5,Q15928541,Hu Chenggong,Q15928541,1776,China,,"Hu Chenggong, also known as Koxinga, was born in 1624, not 1776. His father was Zheng Zhilong, a Chinese merchant and pirate, and his mother was Tagawa Matsu, a Japanese woman. However, the specific details about their wealth, social standing, and living conditions at the time of Hu Chenggong's birth are not well-documented. Therefore, it is difficult to classify his birth and childhood social class with reasonable confidence.","There are numerous historical texts and scholarly references about Hu Chenggong, but most of them focus on his later life and achievements. For more information about his early life and family background, potential sources could include ""Koxinga: A Hero in History"" by Jonathan Clements and ""The Pirate King of the Ming Dynasty"" by Dingbo Wu and Patrick Murphy."
6,Q15916782,Wang Songwei,Q15916782,1849,China,,"The information available on Wang Songwei's early life and family background is insufficient to determine his social class at birth. Wang Songwei is not a well-known figure in historical records, and the details of his birth, childhood, and family circumstances are not readily available. More specific or detailed historical sources would be required to make an accurate classification.","General historical records and archives of 19th century China. Further research may be needed in local archives, genealogical records, or specific historical texts that may mention Wang Songwei or his family."
7,Q15913733,Xichan Wang,Q15913733,1628,China,,"The information about Xichan Wang's birth circumstances and family background is scarce and not well-documented. The late 1600s in China was a period of the late Ming and early Qing dynasties, a time when records were kept primarily for the elite and ruling classes. As such, information about individuals from lower social classes or those who were not yet famous is often lacking or incomplete. Without specific details about Xichan Wang's parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages, it is not possible to confidently classify their birth and childhood social class.","The primary sources that could potentially provide this information include local gazetteers, household registration records, and genealogical records from the late Ming and early Qing periods. However, these sources are often incomplete and may not contain information about individuals who were not part of the elite or ruling classes. Additionally, these sources are often written in classical Chinese and may require specialized knowledge to interpret. Other potential sources include biographies and historical texts written about Xichan Wang, although these are likely to focus on their later accomplishments rather than their birth circumstances and family background."
8,Q1260120,Dromton Gyelwa Jungne,Q1260120,1008,China,Elite,"Dromton Gyelwa Jungne, also known as Dromtön, was born into a noble family in the region of Kham, which is now part of modern-day China. His family was of the ruling class, indicating that they were part of the elite social class. His father, Lhawang Drakpa, was a chieftain, and his mother, Machik Drönma, was also from a noble family. This suggests that he was born into wealth and privilege. The fact that he was able to become a student of the famous Indian Buddhist master Atiśa suggests that he had access to education, which was typically reserved for the elite class during this time period. His family's status would have also likely provided him with comfortable living conditions and certain inherited privileges.","""The Blue Annals"" by Gö Lotsawa Zhönnu-pel, a historical survey of Tibetan Buddhism with biographical detail of Dromtön. ""The Life of Atiśa"" by Banerjee, which provides context for Dromtön's early life and education."
9,Q3138460,Wang Zhenyi,Q3138460,1768,China,Middle Class,"Wang Zhenyi was born into a family of intellectuals, which would place her in the middle class according to the provided typology. Her grandfather, Wang Xichen, was a scholar who had passed the imperial examinations, a significant achievement that allowed him access to government positions. However, he chose to dedicate his life to teaching instead. Her father, Wang Zhaotai, was also a scholar. This intellectual background gave Wang Zhenyi access to a vast collection of books and an education that was uncommon for girls of her time. While her family was not part of the ruling class or nobility, they were not subsistence-level laborers or peasants either. They had a comfortable life, with enough resources to maintain a large library and educate their children, indicating a level of wealth and stability associated with the middle class.","""Wang Zhenyi (1768–1797): On the Eclipse of the Moon."" In World Scientific Series in 20th Century Physics: Volume 33, edited by Ng, Y. K., & Tian, Y. (2000). World Scientific Publishing Co. Pte. Ltd."
