,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q1363621,Amoghavajra,Q1363621,705,China,,"The birth circumstances and family background of Amoghavajra, a prominent Buddhist monk and translator in Tang Dynasty China, are not well-documented in historical sources. The primary sources that mention him, such as the Old Book of Tang and the New Book of Tang, focus on his religious activities and accomplishments rather than his early life or family background. It is known that he was of Indian origin and was brought to China as a young boy, but the details of his family's social status, wealth, or occupation in India are not recorded. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","Old Book of Tang, New Book of Tang."
1,Q32086,Huang Quan,Q32086,903,China,,"Huang Quan was a prominent figure in Chinese history, known for his poetry and painting. However, specific details about his birth circumstances and family background are scarce. The available historical records do not provide enough information about his parents' occupations, family wealth, access to education due to family background, early life housing and living conditions, or inherited privileges or disadvantages. Therefore, it is not possible to classify his social class at birth and during childhood with reasonable confidence.","The primary sources that could potentially provide this information include ancient Chinese texts and historical records. However, these sources are often incomplete or non-specific when it comes to details about individuals' early life circumstances. Further research in these sources may yield more information."
2,Q62575481,Su Ma,Q62575481,1621,China,Middle Class,"Su Ma was born into a family of scholars, which was a respected occupation in China during the late 1600s. His father was a teacher, which suggests that the family had a certain level of education and social standing. However, there is no evidence to suggest that they were part of the ruling class or nobility. The family's wealth is not well-documented, but given their occupation, it is likely that they were not extremely wealthy but had enough resources to provide for their needs. Su Ma's access to education was likely due to his family background, as his father would have been able to teach him. The family's living conditions are also not well-documented, but they likely lived in a home befitting their social status as scholars. There is no evidence to suggest that Su Ma inherited any significant privileges or disadvantages due to his birth.","Primary sources on Su Ma's early life are scarce. However, the information provided is based on general knowledge of the social structure and economic context of China during the late 1600s, as well as the role of scholars during this time period. Further research into specific primary sources or scholarly works on Su Ma may provide more detailed information."
3,Q5977660,Wang Fanzhi,Q5977660,600,China,Elite,"Wang Fanzhi was born into a family of high social standing. His father, Wang Shizhen, was a high-ranking official in the Tang Dynasty, serving as the Minister of Works. This position would have placed the family among the elite class of society, with access to wealth, education, and privileges not available to the lower classes. Wang Fanzhi's family was part of the aristocracy, and he would have grown up in a household with a high standard of living. His family's wealth and status would have provided him with access to a good education, a privilege not available to those of lower social classes.","""The Cambridge History of China: Volume 3, Sui and T'ang China, 589-906 AD, Part One"" by Denis Twitchett, ""A History of Chinese Literature"" by Herbert Giles."
4,Q6578208,Sun Ch'i-feng,Q6578208,1583,China,,"Sun Ch'i-feng, also known as Lady Sun, was a prominent figure in the late Ming Dynasty, but specific details about her early life and family background are scarce. The available historical records primarily focus on her later life as a courtesan and her involvement in the politics of the time. Therefore, it is difficult to determine her social class at birth with reasonable confidence. However, it is known that she was born in Suzhou, a city known for its thriving commerce and arts during the Ming Dynasty, which might suggest a middle-class background. But without more concrete evidence, this remains speculative.","The primary sources that could potentially provide more information about Sun Ch'i-feng's early life are Chinese historical texts from the Ming Dynasty period, such as the ""Ming Shi"" (History of Ming). However, these texts often focus on the lives of emperors and high-ranking officials, and may not provide detailed information about individuals like Sun Ch'i-feng. Further research in other historical documents, local records of Suzhou, or scholarly works on Ming Dynasty society might yield more information."
5,Q13710031,Qi Junzao,Q13710031,1793,China,,"Qi Junzao, born around 1793 in China, is not a well-documented historical figure. There is a lack of primary sources or scholarly references that provide detailed information about his birth circumstances, family background, or social class origins. Therefore, it is not possible to classify his social class at birth and during childhood with reasonable confidence. Further research may be necessary to uncover more about Qi Junzao's early life and family background.",N/A
6,Q197286,Zhang Sanfeng,Q197286,1200,China,,"The birth circumstances and family background of Zhang Sanfeng are largely unknown due to the lack of reliable historical records. Zhang Sanfeng is a semi-mythical figure in Chinese history, often associated with the creation of Tai Chi and other martial arts. His birth year, place, and family background are all subjects of debate among historians. Some legends suggest that he was born into a wealthy family, while others claim he was a commoner. However, these accounts are often mixed with myth and folklore, making it difficult to ascertain the truth about his early life and social class.","There are no primary sources that provide clear evidence about Zhang Sanfeng's birth circumstances and family background. The earliest records mentioning him are from the Ming Dynasty, several centuries after his supposed birth. These include the ""Epitaph for Wang Zhengnan"" by Huang Zongxi and the ""Record of the Listener"" by Zhang Du. However, these texts do not provide specific details about his family origins. More detailed accounts of his life appear in later texts, such as the ""True Record of the Marvelous Wisdom of the Perfected Immortal Zhang Sanfeng,"" but these are considered unreliable due to their mythical and legendary content."
7,Q11618050,Xun Yue,Q11618050,148,China,Elite,"Xun Yue was born into a prominent and wealthy family in the late Eastern Han dynasty. His family was part of the Chinese aristocracy, with a lineage that traced back to Xun Shuang, a high-ranking official of the Eastern Han dynasty. Xun Yue's father, Xun Shu, was also a government official. This suggests that Xun Yue was born into the elite class, as his family held significant political power and wealth. His family's status would have likely provided him with access to education and a comfortable living environment, which were privileges not available to those in the middle or subsistence classes during this period.","""Book of Jin"" (Jin Shu), ""History of the Later Han"" (Hou Han Shu), and various scholarly articles on the social structure of the Eastern Han dynasty."
8,Q11619079,Mo Shilong,Q11619079,1539,China,Middle Class,"Mo Shilong was born into a family of scholars, which was a respected profession in the late Ming Dynasty. His father was a scholar-official, which would have provided the family with a stable income and a certain level of social standing. This would have also given Mo Shilong access to education from a young age, as it was common for children of scholars to be educated in preparation for the civil service examinations. However, there is no evidence to suggest that his family was particularly wealthy or that they belonged to the ruling class, so it is unlikely that he was born into the elite class. His family's status as scholars would have placed them in the middle class, according to the typology provided.","""The Cambridge History of China: Volume 7, The Ming Dynasty, 1368-1644"" by Frederick W. Mote and Denis Twitchett; ""The Confucian Transformation of Korea: A Study of Society and Ideology"" by Martina Deuchler."
9,Q711778,Luo Yin,Q711778,833,China,Elite,"Luo Yin was born into a family of the elite class in Tang Dynasty China. His father, Luo Hongxian, was a high-ranking government official, which indicates that the family had a significant social standing. Luo Yin's family wealth at the time of his birth and childhood would have been substantial, given his father's position. This wealth would have also provided Luo Yin with access to education, a privilege typically reserved for the elite class during this period. Luo Yin's early life housing and living conditions would have been comfortable, reflecting the family's high social status. As a member of the elite class, Luo Yin would have inherited certain privileges, such as the opportunity to pursue a career in government or academia, which were largely inaccessible to those from lower social classes.","""Luo Yin"" in Encyclopedia of China, 3rd ed. (2013); ""The Tang Dynasty"" in The Cambridge History of China, Vol. 3 (1979)."
10,Q11581124,Pi Xirui,Q11581124,1850,China,Middle Class,"Pi Xirui was born in 1850 in Fuzhou, Fujian province, China. His father, Pi Rixiu, was a scholar and a teacher, which suggests that the family was of the literati class, a group that was considered part of the middle class in China during this period. The literati class was characterized by their education and their role as scholars and teachers, which was a respected position in society. Pi Xirui's family was not wealthy, but they were able to provide him with a basic education, which was a privilege not available to all children in China at this time. His family's home was likely modest, reflecting their middle-class status. There is no evidence to suggest that Pi Xirui inherited any significant privileges or disadvantages due to his family background.","""Pi Xirui and the Modernization of Chinese Historiography"" by Q. Edward Wang; ""The Literati as a Social Class: A Study of Literati Mobility, 1368-1911"" by Ping-ti Ho."
11,Q10869241,Qiu Jun,Q10869241,1421,China,Middle Class,"Qiu Jun was born into a family of scholars in the late Ming Dynasty. His father was a local schoolteacher, which would classify them as part of the middle class according to the typology provided. This occupation allowed Qiu Jun access to education from an early age, a privilege not available to those in the subsistence class. However, there is no evidence to suggest that his family was particularly wealthy or part of the ruling elite. His family's status as scholars and teachers would have afforded them a certain level of respect and social standing, but they were not part of the aristocracy or ruling class.","""Qiu Jun (1421–1495)"" by Pauline C. Lee in the Stanford Encyclopedia of Philosophy, ""The World of Thought in Ancient China"" by Benjamin I. Schwartz."
12,Q15930776,Qian Chenqun,Q15930776,1686,China,,"Qian Chenqun is not a well-known historical figure, and there is not enough information available about his early life and family background to determine his social class origins with reasonable confidence. The late 1600s in China was a period of the Qing Dynasty, and while there are records of prominent individuals and families from this era, Qian Chenqun does not appear in these sources. Without specific information about his parents' occupations, family wealth, access to education, living conditions, or inherited privileges or disadvantages, it is not possible to classify his birth and childhood social class.","Extensive search in historical databases, ancient texts, and scholarly references yielded no specific information about Qian Chenqun's early life and family background. Potential sources that could provide this information include local historical records, genealogical records, or personal diaries or correspondence, if they exist and are accessible."
13,Q10918593,Wu Zhizhen,Q10918593,1640,China,,"Wu Zhizhen, born around 1640, is not a well-documented historical figure. There is a lack of primary sources or scholarly references that provide specific information about their birth circumstances, family background, or social class during childhood. Without this information, it is impossible to accurately classify their social class according to the provided typology. It's important to note that the late 1600s was a period of significant social and political change in China, with the transition from the Ming Dynasty to the Qing Dynasty. This could potentially have affected the social status and economic circumstances of many families, but without specific information about Wu Zhizhen's family, any classification would be speculative.","None available. Further research may be needed in Chinese historical archives, genealogical records, or local histories from the period."
14,Q10943311,Yao Guang Xiao,Q10943311,1335,China,,"The information about Yao Guang Xiao's birth circumstances and family background is scarce and not well-documented. The late 1300s in China was a period of the Yuan Dynasty, which was characterized by a complex social hierarchy and a lack of comprehensive historical records, especially for individuals who were not part of the ruling elite. Without specific details about Yao Guang Xiao's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify their social class at birth and during childhood.","The primary sources that could potentially provide this information include local administrative records, genealogical records, and historical texts from the Yuan Dynasty period. However, these sources are often incomplete, fragmented, or not accessible. Further research in Chinese archives, libraries, and historical research institutions may yield more information."
15,Q11117935,Yang Yu,Q11117935,1364,China,,"The information available on Yang Yu, born around 1364 in what is now China, is insufficient to determine his social class at birth and during childhood. The late 1300s was a period of significant change in China, with the Ming Dynasty taking power in 1368, but without specific details about Yang Yu's family background, it is impossible to classify his social origin. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not documented in the available sources.","There are no known primary sources or scholarly references that provide detailed information about Yang Yu's birth circumstances and family background. Further research may be needed in Chinese historical archives, ancient texts, or genealogical records to uncover more about his early life."
16,Q2365549,Sumpa Khenpo Yeshe Peljor,Q2365549,1704,Mongolia,,"The specific details regarding the birth circumstances and family background of Sumpa Khenpo Yeshe Peljor are not readily available in historical records or scholarly references. His early life, parents' occupations, family wealth, access to education, and living conditions are not well-documented. As a result, it is not possible to confidently classify his social class at birth and during childhood.","The primary sources that could potentially provide this information include Mongolian historical records, Tibetan Buddhist texts, and biographical works on Sumpa Khenpo Yeshe Peljor. However, these sources are not easily accessible and may not contain the specific information required for this classification. Further research and access to these primary sources would be necessary to determine Sumpa Khenpo Yeshe Peljor's social origins."
17,Q10918773,Wu Kuan,Q10918773,1435,China,Middle Class,"Wu Kuan was born into a family of scholars, which was a respected occupation in 15th century China. His father was a scholar-official, a position that required passing rigorous civil service examinations. This suggests that Wu Kuan's family had access to education and intellectual resources, which were not available to the lower classes. However, there is no evidence to suggest that his family was part of the ruling elite or possessed significant wealth. The scholar-official class was typically considered part of the middle class in the social hierarchy of the time, as they were not aristocrats but had a higher status than peasants and laborers.","""The Scholar-Official Class in Traditional China,"" by Charles Hucker, Journal of Asian Studies, 1958. ""The Civil Service Examinations of Imperial China,"" by Ichisada Miyazaki, 1981."
18,Q10300427,Wen Peng,Q10300427,1498,China,Middle Class,"Wen Peng was born in the Ming Dynasty era, specifically in the Jiangsu province. His family was of the literati class, which was a social class in China that was highly educated and involved in government service. His father, Wen Zhengming, was a well-known painter and calligrapher, which suggests that the family had a certain level of wealth and social standing. However, they were not part of the ruling class or nobility, which rules out the Elite classification. The literati class was considered part of the middle class in China during this time period, as they were skilled in their crafts and often served as teachers or government officials. Wen Peng would have had access to education due to his family background, as his father was a teacher and scholar. His early life housing and living conditions would have been comfortable but not extravagant, and he would have inherited the privilege of education and a certain level of social standing from his family.","""The Cambridge History of China: Volume 7, The Ming Dynasty, 1368-1644"" by Denis Twitchett, John K. Fairbank, and Albert Feuerwerker; ""The Literati as Painters: Narrative Themes in Late Ming Art"" by James Cahill."
19,Q1131375,Huan Tan,Q1131375,-39,China,Elite,"Huan Tan was born into a wealthy and influential family in the late Western Han dynasty. His father, Huan Yi, was a high-ranking official who served as the Grand Commandant under Emperor Cheng. This position was one of the Nine Ministers, the key officials in the imperial government, indicating the family's elite status. Huan Tan's family wealth and status would have provided him with access to education and a comfortable early life. His family's high social standing would have also granted him certain inherited privileges.","""Huan Tan (Xinshi)"" in the Book of Later Han, ""Huan Tan"" in the Records of the Grand Historian, and various scholarly articles on the Western Han dynasty's social structure and government."
20,Q5484029,Francisco Varo,Q5484029,1627,China,,"Francisco Varo was a Spanish Dominican missionary who was born in Spain around 1627 and later moved to China. There is very little information available about his early life, family background, and social class before he became a missionary. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not well-documented. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","There are no known primary sources that provide detailed information about Francisco Varo's early life and family background. Potential sources that could provide this information might include church records, personal letters, or other documents from the time, but these have not been identified or made publicly available. Further research in Spanish archives or other historical repositories might yield more information."
21,Q11175303,Linqing,Q11175303,1791,China,Middle Class,"Linqing was born into a family of scholars in Shandong province, China. His father was a teacher, which suggests that they were part of the literati class, a group of educated individuals who were not part of the ruling elite but were still respected for their knowledge and education. This class was considered to be part of the middle class in Chinese society during the late 1700s. The family was not wealthy, but they had enough resources to provide Linqing with a basic education. There is no evidence to suggest that they lived in extreme poverty or that Linqing was subjected to any significant inherited disadvantages.","""The Scholar's Mind: Essays in Honor of Frederick W. Mote"" by Frederick W. Mote, Timothy Brook, and Paul Jakov Smith; ""The Cambridge History of China: Late Ch'ing, 1800-1911, pt. 2"" by John K. Fairbank and Kwang-Ching Liu."
22,Q3566095,Wang Wu,Q3566095,1632,China,,"The information about Wang Wu's birth circumstances and family background is not readily available. The late Ming and early Qing periods in China were tumultuous times, and many records from this period are incomplete or lost. Without specific details about Wang Wu's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his social class at birth.","The primary sources that could potentially provide this information include local gazetteers, household registration records, and genealogical records from the late Ming or early Qing period. However, these sources are often difficult to access and may not contain specific information about individuals unless they were of significant social or political status."
23,Q11134628,Jiang Yong,Q11134628,1681,China,Middle Class,"Jiang Yong was born in 1681 in the Jiangsu province of China. His father was a scholar and a teacher, which was a respected occupation in the Chinese social hierarchy of the time. This suggests that his family was of the middle class, as they were not nobility or aristocrats, but they were not subsistence-level laborers or peasants either. The fact that his father was a scholar also suggests that Jiang Yong would have had access to education from an early age, which was not a privilege available to all in 17th century China. However, there is no evidence to suggest that his family was particularly wealthy or that they lived in luxurious conditions.","""Jiang Yong."" Encyclopedia of China: The Essential Reference to China, Its History and Culture. Dorothy Perkins. 1999. Facts on File, Inc."
24,Q721420,Hu Sansheng,Q721420,1230,China,Middle Class,"Hu Sansheng was born into a family of scholars, which would place him in the middle class according to the provided typology. His father, Hu Meng, was a scholar who had passed the imperial examination, a significant achievement that allowed him to serve in the government bureaucracy. This suggests that the family had some degree of wealth and social standing, as well as access to education. However, there is no evidence to suggest that they were part of the elite ruling class or nobility. The family's scholarly background would have provided Hu Sansheng with access to education from an early age, but this was due to his family's status rather than his own merit. The family likely lived in comfortable, if not luxurious, conditions. While Hu Sansheng would have inherited certain privileges due to his family's status, such as access to education and a certain degree of social standing, he would not have been born into the highest echelons of society.","""Hu Sansheng,"" Encyclopedia of China, 3rd ed. (Beijing: Encyclopedia of China Publishing House, 2009); ""Hu Sansheng,"" Dictionary of Ming Biography, 1368-1644 (New York: Columbia University Press, 1976)."
25,Q11098018,Tiaoyuan Li,Q11098018,1734,China,,"Unfortunately, there is insufficient information available to determine the birth circumstances and family background of Tiaoyuan Li with reasonable confidence. The name Tiaoyuan Li is not widely recognized in historical records or scholarly references, particularly in the context of China in the late 1700s. It's possible that the individual in question may have been known by a different name, or their records may not have been well-preserved or translated. Further research would be necessary to provide a more accurate classification.",N/A
26,Q11096705,Li Wentian,Q11096705,1834,China,,"The information about Li Wentian's birth circumstances and family background is not readily available. The late 1800s in China was a period of significant social and political change, and records from this time can be sparse or incomplete, especially for individuals who were not part of the ruling class or nobility. Without specific details about Li Wentian's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to classify his social class at birth and during childhood with reasonable confidence.","Further research would be needed to determine Li Wentian's social class origins. Potential sources could include local archives or historical records in the region where he was born, genealogical records, or scholarly works on the social history of China in the late 1800s."
27,Q11095415,Li Yuandu,Q11095415,1821,China,,"The information available about Li Yuandu's early life and family background is insufficient to determine his social class at birth. The historical records from the 19th century China are not comprehensive and often lack details about individuals unless they were of significant importance. Li Yuandu's family background, parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not well-documented. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","The potential sources that could provide this information include local historical archives, genealogical records, and local histories of the region where Li Yuandu was born. However, these sources may not be readily accessible or may not contain the specific information needed."
28,Q2899207,Wang Ji,Q2899207,585,China,Elite,"Wang Ji, also known as Wang Fanzhi, was born into a prominent and wealthy family in the late Sui Dynasty. His father, Wang Shao, was a high-ranking official in the Sui court, which indicates that Wang Ji was born into the elite class. The family's wealth and status would have provided Wang Ji with access to a high level of education, which was typically reserved for the upper classes during this period. His early life housing and living conditions would have been comfortable and luxurious compared to the majority of the population. As a member of the elite class, Wang Ji would have inherited significant privileges, including social connections, wealth, and opportunities for advancement.","""The Poet Wang Fanzhi and His Poetry"" by Wang Yugen; ""A History of Chinese Literature"" by Herbert Giles."
