,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q45452285,Gu Si,Q45452285,1662,China,,"The information regarding Gu Si's birth circumstances and family background is not readily available or well-documented. The late 1600s in China were marked by the Qing Dynasty, a period of significant social and economic change, but without specific details about Gu Si's parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages, it is impossible to accurately classify their social class at birth.","Potential sources that could provide this information include local historical records from the period, genealogical records, or scholarly research focused on the social history of the Qing Dynasty. However, the availability and reliability of these sources may vary."
1,Q45452921,Zhang Lunying,Q45452921,1798,China,,"Unfortunately, there is insufficient information available on Zhang Lunying's birth circumstances and family background. The late 1700s in China is a period with limited recorded history, especially for individuals who were not part of the ruling class or nobility. Without specific records detailing Zhang Lunying's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is impossible to accurately classify their social class at birth and during childhood.","While there are no specific sources available on Zhang Lunying's early life, potential sources that could provide this information include local historical archives, genealogical records, and scholarly works on the social history of late 18th century China."
2,Q45450547,Hou Huaifeng,Q45450547,1620,China,,"Unfortunately, there is insufficient information available on the early life and family background of Hou Huaifeng born around 1620 in China. The historical records from this period are not comprehensive, and many details about individuals who were not part of the ruling class or notable figures are often missing. Without specific information about Hou Huaifeng's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify their birth and childhood social class.","The primary sources that could potentially provide this information would be local administrative records, genealogical records, or personal diaries from the period. However, these sources are often difficult to access and may not have survived. Secondary sources would include scholarly research on the social and economic conditions of the time and place, but these are unlikely to contain specific information about an individual unless they were a notable figure."
3,Q45487730,Lin Yingpei,Q45487730,1692,China,,"The information available does not provide sufficient detail about Lin Yingpei's birth circumstances and family background. The late 1600s in China was a period of the Qing Dynasty, but without specific records pertaining to Lin Yingpei's family, it is impossible to accurately determine their social class. The family's occupation, wealth, access to education, living conditions, and inherited privileges or disadvantages remain unclear.","To find more information, primary sources such as household registries, tax records, or local histories from the Qing Dynasty period could be consulted. Additionally, secondary sources like scholarly articles or books on social stratification in Qing Dynasty China might provide context for a more informed guess."
4,Q45414486,Wu Jingkui,Q45414486,1292,China,,"Wu Jingkui, born around 1292, is not a well-documented historical figure. There is insufficient information available about his birth circumstances and family background. His parents' occupations, family wealth at the time of his birth and childhood, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not clearly recorded in historical sources. Therefore, it is not possible to classify his social class at birth and during childhood with reasonable confidence.","There are no specific historical sources, ancient texts, or scholarly references available that provide detailed information about Wu Jingkui's family background and early life."
5,Q45369541,Bo Ting,Q45369541,1248,China,,"The information about Bo Ting's birth circumstances and family background is not readily available. The late 1200s in China was a period of the Yuan Dynasty, which was established by the Mongols. During this time, the social structure was complex, with the Mongols at the top, followed by Central Asians, Northern Chinese, and Southern Chinese. However, without specific details about Bo Ting's family, their occupation, wealth, access to education, living conditions, and any inherited privileges or disadvantages, it is impossible to accurately classify their social class at birth.","Potential sources that could provide this information include historical texts from the Yuan Dynasty, local administrative records, genealogical records, or scholarly research on the social structure of Yuan China. However, these sources may not have survived or may not contain specific information about individuals like Bo Ting."
6,Q45439486,Ge Yi,Q45439486,1635,China,,"The information available on Ge Yi born around 1635 in China is insufficient to determine his social class origins with reasonable confidence. The historical records from this period in China are not comprehensive, and many individuals, unless they were of significant political or cultural importance, did not have their family backgrounds or early life circumstances well-documented. Without specific details on Ge Yi's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his social class origin.","The potential sources that could provide this information include local historical records, genealogical records, and scholarly research on the social structure of China in the late 1600s. However, these sources may not contain specific information on Ge Yi unless he was a figure of significant importance."
7,Q45464203,Sun Yunfeng,Q45464203,1764,China,,"The information available on Sun Yunfeng, born around 1764 in what is now China, is insufficient to determine his social class at birth and during childhood. His parents' occupations, family wealth, access to education due to family background, early life housing and living conditions, and inherited privileges or disadvantages are not well-documented. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","There are no known primary sources or scholarly references that provide detailed information about Sun Yunfeng's family background and early life. Further research may be needed in Chinese historical archives, local records, or genealogical resources."
8,Q45461317,Qian Renhui,Q45461317,1662,China,,"The information available on Qian Renhui's early life, including his birth circumstances and family background, is scarce. There are no specific details about his parents' occupations, family wealth, access to education, early life housing, and living conditions, or inherited privileges or disadvantages. Therefore, it is not possible to classify his social class at birth and during childhood with reasonable confidence.","The primary sources that could potentially provide this information include local historical records, genealogical records, and biographical accounts from the late 1600s in China. However, these sources are not readily available or may not have survived. Further research in Chinese archives or historical texts may yield more information."
9,Q45472864,Chu Hui,Q45472864,1835,China,,"Unfortunately, there is insufficient information available regarding the birth circumstances and family background of Chu Hui born around 1835 in China. The name Chu Hui is quite common in China, and without more specific details, it is challenging to accurately determine their social class origins. Furthermore, records from the mid-19th century in China, particularly those concerning individuals who were not part of the ruling class or notable figures, are often sparse or non-existent. Therefore, without more detailed information or specific sources, it is not possible to classify Chu Hui's birth and childhood social class with reasonable confidence.","General knowledge of historical record-keeping in 19th century China. Further research would require access to local archives, genealogical records, or specific scholarly works focusing on this individual or their family."
10,Q45468393,Yin Yue,Q45468393,1603,China,,"The information available regarding Yin Yue's birth circumstances and family background is insufficient to confidently classify their social class. The name Yin Yue is common in China, and without specific details about their family, place of birth, or parents' occupations, it is challenging to determine their social class during the late 1600s. Furthermore, the historical records from this period in China are not always comprehensive or easily accessible, making it difficult to verify specific personal histories.","The potential sources that could provide this information include local historical archives, genealogical records, or scholarly research focused on the social history of China during this period. However, these sources would require more specific information about Yin Yue to be useful."
11,Q45459162,Zhao Fen,Q45459162,1788,China,,"There is insufficient information available to determine the social class of Zhao Fen at the time of their birth and childhood. The name Zhao Fen is common and without specific details such as their parents' names, place of birth, or other identifying information, it is challenging to locate accurate historical records from the late 1700s in China. Furthermore, the social and economic context of China during this period was complex, with significant regional variations in social structure and wealth distribution. Therefore, without more specific information, it is not possible to classify Zhao Fen's social class with reasonable confidence.","Potential sources that could provide this information include family records, local histories, tax records, and other archival materials from the specific region of China where Zhao Fen was born. However, these sources would need to be accessed and analyzed to provide a definitive classification."
