,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q142683,Ruan Ji,Q142683,210,China,Elite,"Ruan Ji was born into a prominent and wealthy family in the late Eastern Han dynasty. His father, Ruan Yu, was a famous literati who held high-ranking positions in the government, indicating their elite status. The Ruan family was known for their wealth and influence, which would have provided Ruan Ji with a privileged upbringing, including access to high-quality education and comfortable living conditions. The family's wealth and social standing would have been inherited, not earned, which is consistent with the characteristics of the elite class during this period in China.","""The Seven Sages of the Bamboo Grove and the Great Reclusion"" by Aat Vervoorn, ""The Cambridge History of China: Volume 1, The Ch'in and Han Empires, 221 BC-AD 220"" edited by Denis Twitchett, Michael Loewe."
1,Q716242,Li Cheng,Q716242,919,China,Elite,"Li Cheng was born into a family of high social standing. His father, Li Yi, was a high-ranking official in the Later Tang Dynasty, serving as the governor of Zhending. This suggests that Li Cheng was born into the elite class of society, as his father's position would have afforded the family considerable wealth and prestige. Furthermore, Li Cheng's access to education can also be attributed to his family's status. He was known to have studied under the guidance of the famous painter, Jing Hao, which would have been a privilege available only to those of high social standing. His early life housing and living conditions would have been comfortable, given his father's position and the family's wealth.","""Five Dynasties and Ten Kingdoms"", Wu, Xin. (2005); ""The Great Age of Chinese Landscape Painting: The Song Dynasty"", Cahill, James. (1988)."
2,Q468890,Chen Shou,Q468890,233,China,Elite,"Chen Shou was born into a family of high social standing. His father, Chen Shi, was a high-ranking official who served as the Administrator of Yidu Commandery. This position would have placed the Chen family among the elite class of the time, as it was a significant governmental role. Chen Shou's family wealth and status would have been considerable due to his father's position. As a result, Chen Shou would have had access to education and resources not available to those of lower social classes. His early life housing and living conditions would have been comfortable and privileged.","The primary source for information on Chen Shou's early life is his own work, the Records of the Three Kingdoms. This text, while primarily focused on the history of the late Han dynasty and the Three Kingdoms period, also provides some insight into Chen Shou's personal background. Other sources include later historical texts and commentaries that reference Chen Shou and his family."
3,Q2585778,Lu Zhi,Q2585778,1496,China,Elite,"Lu Zhi was born into a family of high social standing. Her father, Lu Xian, was a prominent scholar-official who served in the Ming court. This indicates that her family was part of the ruling class, which was the elite of society in late 1400s China. The family's wealth and social status would have provided Lu Zhi with access to education and a comfortable living environment, which were privileges not available to those of lower social classes. It's also important to note that the scholar-official class was a unique feature of Chinese society, combining the roles of scholar and bureaucrat, and was considered the highest social class below the royal family.","""Biographical Dictionary of Chinese Women: Tang Through Ming, 618-1644"" by Lily Xiao Hong Lee, Clara Lau, A.D. Stefanowska; ""The Cambridge History of China: Volume 7, The Ming Dynasty, 1368-1644"" by Denis Twitchett, John K. Fairbank."
4,Q704525,Liu An,Q704525,-178,China,Elite,"Liu An was born into the royal family of the Han Dynasty in China. His grandfather, Emperor Gaozu, was the founder of the Han Dynasty, and his father, Liu Chang, was the Prince of Huainan. As a member of the royal family, Liu An would have been born into considerable wealth and privilege. He would have had access to the best education available at the time, likely provided by private tutors, as was customary for children of the nobility. His early life housing and living conditions would have been luxurious, befitting his status as a prince. He would have inherited significant privileges due to his royal birth, including political power and social status.","Records of the Grand Historian by Sima Qian, Book of Han by Ban Gu."
5,Q712109,Gao Qi,Q712109,1336,China,Middle Class,"Gao Qi was born in Piling (now Changzhou), Jiangsu province, during the late Yuan dynasty. His father was a merchant, which places the family in the middle class according to the specified typology. There is no evidence to suggest that his family was particularly wealthy or impoverished. Gao Qi's access to education seems to have been a result of his family's middle-class status, as his father could afford to hire a private tutor for him. This suggests that the family had some disposable income, but not to the extent of the elite class. His early life housing and living conditions are not well-documented, but given his father's occupation, it can be inferred that they were likely modest but comfortable. There is no evidence of any inherited privileges or disadvantages.","""Gao Qi"" in Encyclopedia of China, 3rd ed. (Beijing: Encyclopedia of China Publishing House, 2009). ""Gao Qi"" in Dictionary of Ming Biography, 1368-1644 (New York: Columbia University Press, 1976)."
6,Q7267607,Qian Daxin,Q7267607,1728,China,Middle Class,"Qian Daxin was born into a family of scholars in Jiangsu province, China, in 1728. His father, Qian Changzheng, was a jinshi degree holder, which was the highest level in the imperial examination system. This indicates that his family had a certain level of wealth and social standing, as education and the ability to pass the imperial examinations were often associated with the middle class in China during this period. However, there is no evidence to suggest that his family was part of the ruling class or nobility. His family's wealth would have been sufficient to provide him with access to education, but not to the extent that he would have been considered elite. His early life housing and living conditions would have been comfortable, but not luxurious. He would have inherited the privilege of education and a certain level of social standing from his family, but would not have been considered part of the elite.","""Qian Daxin and His World: A Study of the Intellectual and Social Context of a Late Qing Reformer"" by Zhang Zhongli; ""The Scholar's Mind: Essays in Honor of Frederick W. Mote"" edited by Frederick W. Mote, Denis Twitchett, and Paul Jakov Smith."
7,Q11093536,Zhu Zhiyu,Q11093536,1600,China,,"Zhu Zhiyu, also known as Zhu Shunshui, was a Chinese scholar and advisor to the Japanese daimyo Tokugawa Mitsukuni. However, specific details about his birth circumstances and family background are not readily available in historical sources. His father, Zhu Guozhen, was a scholar and official, but it's unclear what his social standing and wealth were at the time of Zhu Zhiyu's birth. Therefore, it's not possible to definitively classify Zhu Zhiyu's birth and childhood social class according to the provided typology.","Potential sources that could provide this information include Chinese historical texts and records from the Ming Dynasty, as well as scholarly works on the history of China and Japan during this period."
8,Q3570964,Xiao Yuncong,Q3570964,1596,China,Middle Class,"Xiao Yuncong was born in 1596 in Jiangsu province, China. His family was of the scholar-gentry class, which was a social class of educated individuals who were typically involved in local governance and administration. His father, Xiao Rong, was a teacher, which was a respected profession in the Confucian society of the time. This suggests that Xiao Yuncong's family was not part of the ruling elite, but they were also not subsistence laborers or peasants. They would have had a moderate level of wealth and social standing, and Xiao Yuncong would have had access to education due to his family background. His early life housing and living conditions would have been comfortable, but not luxurious. He would have inherited the privileges of being part of the scholar-gentry class, including respect in society and opportunities for education and advancement.","""The Cambridge History of China: Volume 7, The Ming Dynasty, 1368-1644, Part 1"" by Frederick W. Mote, Denis Twitchett; ""The Scholar's Mind: Essays in Honor of Frederick W. Mote"" by Frederick W. Mote, Denis Twitchett, Paul Jakov Smith, Richard von Glahn."
9,Q198136,"Zhu Zaiyu, Prince of Zheng",Q198136,1536,China,Elite,"Zhu Zaiyu was born into the Ming Dynasty's royal family, making him a member of the elite class. His father was Zhu Youyuan, the fourth son of the Chenghua Emperor, and his mother was Lady Liu, a concubine of Zhu Youyuan. As a member of the royal family, Zhu Zaiyu would have had access to the best education available at the time, regardless of his personal merit. His living conditions would have been luxurious compared to the majority of the population, and he would have been born into significant wealth and privilege.","The primary source for this information is the ""Ming Shi"" (History of Ming), the official history of the Ming Dynasty compiled by the Qing Dynasty. Zhu Zaiyu's family background and early life are also discussed in various scholarly works on the history of the Ming Dynasty."
