,individual_wikidata_id
10798,Q361499
10799,Q5493143
10800,Q930758
10801,Q921713
10802,Q3750942
10803,Q21039148
10804,Q15971521
10805,Q2249455
10806,Q16031291
10807,Q5344711
10808,Q5944329
10809,Q55015481
10810,Q326493
10811,Q20926483
10812,Q766865
10813,Q45468001
10814,Q43074295
10815,Q445867
10816,Q2938009
10817,Q21512104
10818,Q6699088
10819,Q1690967
10820,Q106035780
10821,Q2354154
10822,Q73090
10823,Q3613865
10824,Q108778
10825,Q62076660
10826,Q94825872
10827,Q4310101
10828,Q527061
10829,Q3484500
10830,Q2134502
10831,Q109829055
10832,Q725927
10833,Q18237882
10834,Q11094268
10835,Q20030284
10836,Q1133901
10837,Q350028
10838,Q15623545
10839,Q7149464
10840,Q325618
10841,Q5850657
10842,Q14543330
10843,Q3121274
10844,Q11766601
10845,Q1126889
10846,Q1336555
10847,Q71543030
10848,Q53502615
10849,Q3733911
10850,Q999983
10851,Q19802221
10852,Q17355723
10853,Q715727
10854,Q62865
10855,Q21555019
10856,Q17301895
10857,Q63184862
10858,Q3496663
10859,Q106677855
10860,Q1618128
10861,Q18425889
10862,Q66343
10863,Q4404551
10864,Q94929337
10865,Q6226563
10866,Q941609
10867,Q21995260
10868,Q20733222
10869,Q52154248
10870,Q19502526
10871,Q12059174
10872,Q3876367
10873,Q45615816
10874,Q46211168
10875,Q721971
10876,Q18245771
10877,Q24818729
10878,Q10429035
10879,Q3299682
10880,Q12018560
10881,Q18626213
10882,Q25838006
10883,Q7499110
10884,Q256246
10885,Q3026918
10886,Q19117402
10887,Q3164570
10888,Q1997105
10889,Q59653402
10890,Q13377580
10891,Q3592202
10892,Q2864443
10893,Q2771014
10894,Q3766550
10895,Q59602080
10896,Q1910552
10897,Q2384056
10898,Q24038756
10899,Q3106938
10900,Q109408186
10901,Q66057728
10902,Q528445
10903,Q12789114
10904,Q10460470
10905,Q18534220
10906,Q8008821
10907,Q27507226
10908,Q20860070
10909,Q5512267
10910,Q1286024
10911,Q52154597
10912,Q45840091
10913,Q41796211
10914,Q1733520
10915,Q1064108
10916,Q4988588
10917,Q105900142
10918,Q20011688
10919,Q1612909
10920,Q13414858
10921,Q110017560
10922,Q16918147
10923,Q63486374
10924,Q15844755
10925,Q19413349
10926,Q28713244
10927,Q50822606
10928,Q20733186
10929,Q1243093
10930,Q2428417
10931,Q6687151
10932,Q2564914
10933,Q510776
10934,Q1712612
10935,Q52149265
10936,Q17354782
10937,Q63618296
10938,Q3484369
10939,Q51621943
10940,Q219622
10941,Q110082572
10942,Q65018451
10943,Q21091543
10944,Q5940330
10945,Q3314090
10946,Q870886
10947,Q955752
10948,Q3131513
10949,Q1242409
10950,Q4958855
10951,Q2425397
10952,Q29252798
10953,Q77864
10954,Q55807501
10955,Q33533149
10956,Q23770551
10957,Q20064680
10958,Q1081139
10959,Q1685458
10960,Q95255141
10961,Q1665070
10962,Q1186462
10963,Q55125064
10964,Q77297
10965,Q21511732
10966,Q3371845
10967,Q29789757
10968,Q2870992
10969,Q17098317
10970,Q16268749
10971,Q1692382
10972,Q3770399
10973,Q1441160
10974,Q27895203
10975,Q1063634
10976,Q3623963
10977,Q19593916
10978,Q33129576
10979,Q3092380
10980,Q6700035
10981,Q4020040
10982,Q94578542
10983,Q18012103
10984,Q107311
10985,Q26721209
10986,Q2958331
10987,Q3180612
10988,Q111210
10989,Q18508206
10990,Q3903693
10991,Q98052309
10992,Q21483855
10993,Q83151037
10994,Q45691164
10995,Q1854904
10996,Q9342881
10997,Q3568746
10998,Q20926506
10999,Q1065566
11000,Q18645589
11001,Q128216
11002,Q19300677
11003,Q20755387
11004,Q29892353
11005,Q826066
11006,Q9343511
11007,Q22691350
11008,Q28808146
11009,Q455199
11010,Q3620361
11011,Q3176756
11012,Q4893366
11013,Q5994701
11014,Q776780
11015,Q1355274
11016,Q60038492
11017,Q22330660
11018,Q3774440
11019,Q1647993
11020,Q23005536
11021,Q825854
11022,Q1452860
11023,Q41303527
11024,Q3766079
11025,Q98594962
11026,Q20054837
11027,Q321827
11028,Q19291015
11029,Q2823108
11030,Q12035753
11031,Q729541
11032,Q12035720
11033,Q3158059
11034,Q11924312
11035,Q17300735
11036,Q69574773
11037,Q12886220
11038,Q3165368
11039,Q107157157
11040,Q21129881
11041,Q2853965
11042,Q38795024
11043,Q3119674
11044,Q94825923
11045,Q3166664
11046,Q2287809
11047,Q62001859
11048,Q97464
11049,Q2287738
11050,Q97143762
11051,Q13188496
11052,Q1696632
11053,Q3903714
11054,Q27504667
11055,Q55904844
11056,Q123776
11057,Q1641026
11058,Q3048661
11059,Q5542036
11060,Q2060049
11061,Q1782172
11062,Q105899693
11063,Q19959598
11064,Q11910497
11065,Q94881180
11066,Q55874292
11067,Q18529679
11068,Q55124778
11069,Q95362973
11070,Q96690
11071,Q2857766
11072,Q3769519
11073,Q19326557
11074,Q946158
11075,Q5766563
11076,Q2410484
11077,Q2615238
11078,Q55181801
11079,Q21506581
11080,Q980778
11081,Q2530603
11082,Q1337347
11083,Q39803374
11084,Q11572877
11085,Q2671678
11086,Q817524
11087,Q4302303
11088,Q41330885
11089,Q59532903
11090,Q3570809
11091,Q42404761
11092,Q823013
11093,Q2977449
11094,Q1657186
11095,Q2066814
11096,Q12188728
11097,Q3107181
11098,Q5069472
11099,Q6068764
11100,Q55126603
11101,Q3607662
11102,Q1721446
11103,Q673573
11104,Q2830871
11105,Q1927962
11106,Q45461582
11107,Q455834
11108,Q119672
11109,Q18534783
11110,Q6077009
11111,Q128954
11112,Q725816
11113,Q2145838
11114,Q52154564
11115,Q328029
11116,Q1385125
11117,Q94887404
11118,Q3852412
11119,Q18222817
11120,Q4879327
11121,Q12761861
11122,Q18242858
11123,Q47520518
11124,Q326278
11125,Q2717712
11126,Q3058535
11127,Q2575716
11128,Q4457234
11129,Q12300947
11130,Q43305207
11131,Q2263309
11132,Q21109049
11133,Q349485
11134,Q2268718
11135,Q23719665
11136,Q1723440
11137,Q38037959
11138,Q922623
11139,Q17341121
11140,Q21127041
11141,Q18672875
11142,Q53503876
11143,Q60820076
11144,Q28973114
11145,Q11610449
11146,Q3620296
11147,Q55902813
11148,Q15435182
11149,Q3758921
11150,Q123071
11151,Q101051844
11152,Q34709921
11153,Q576572
11154,Q3620305
11155,Q2093949
11156,Q19953545
11157,Q55439186
11158,Q12268855
11159,Q1733655
11160,Q18811413
11161,Q107649120
11162,Q86436808
11163,Q26236088
11164,Q93449634
11165,Q668522
11166,Q2382158
11167,Q55681854
11168,Q106183
11169,Q94900685
11170,Q113928
11171,Q110175631
11172,Q55080680
11173,Q177213
11174,Q67587
11175,Q24589873
11176,Q2609657
11177,Q14630379
11178,Q95151464
11179,Q55675024
11180,Q18577026
11181,Q17479494
11182,Q5755374
11183,Q55389276
11184,Q4763455
11185,Q3103635
11186,Q217442
11187,Q81550186
11188,Q318114
11189,Q16853816
11190,Q1362183
11191,Q11724959
11192,Q3263194
11193,Q3719484
11194,Q20733461
11195,Q3175857
11196,Q47461936
11197,Q1160730
11198,Q1374346
11199,Q1631577
11200,Q670922
11201,Q5346384
11202,Q60623156
11203,Q28649106
11204,Q21548541
11205,Q5779869
11206,Q1681499
11207,Q5915012
11208,Q89345685
11209,Q110081964
11210,Q3504375
11211,Q66793
11212,Q20565356
11213,Q705660
11214,Q3709817
11215,Q391254
11216,Q17309141
11217,Q38189827
11218,Q233340
11219,Q12320807
11220,Q55133930
11221,Q2741574
11222,Q89285
11223,Q20049450
11224,Q37726359
11225,Q2136622
11226,Q60242639
11227,Q2979538
11228,Q77561303
11229,Q26203936
11230,Q15105353
11231,Q6831571
11232,Q6548214
11233,Q108762441
11234,Q299578
11235,Q4720183
11236,Q11959143
11237,Q106903
11238,Q3588378
11239,Q5933612
11240,Q1394862
11241,Q30893600
11242,Q19862383
11243,Q1522028
11244,Q55126865
11245,Q37793158
11246,Q42529636
11247,Q3408557
11248,Q18546666
11249,Q55676795
11250,Q110213730
11251,Q109013
11252,Q1334726
11253,Q3619207
11254,Q24067164
11255,Q15791090
11256,Q2573069
11257,Q18214530
11258,Q97277077
11259,Q18534963
11260,Q10540342
11261,Q110018165
11262,Q19588598
11263,Q3052692
11264,Q3121176
11265,Q2307438
11266,Q52150138
11267,Q2958032
11268,Q2340642
11269,Q983634
11270,Q10746612
11271,Q20756330
11272,Q15850624
11273,Q39381232
11274,Q26202875
11275,Q3840304
11276,Q108873112
11277,Q18917573
11278,Q12330591
11279,Q1031841
11280,Q12954655
11281,Q3713071
11282,Q5587397
11283,Q1079930
11284,Q87365096
11285,Q123731
11286,Q213870
11287,Q12456
11288,Q3172095
11289,Q1112978
11290,Q3426655
11291,Q1681702
11292,Q19829389
11293,Q21104250
11294,Q27506711
11295,Q18527125
11296,Q55910904
11297,Q102279702
11298,Q41510607
11299,Q358110
11300,Q762505
11301,Q3131670
11302,Q94910519
11303,Q58038697
11304,Q737160
11305,Q67774
11306,Q1347644
11307,Q24942014
11308,Q5544446
11309,Q96789415
11310,Q18671568
11311,Q21542943
11312,Q4237837
11313,Q707787
11314,Q88374232
11315,Q94887919
11316,Q3375559
11317,Q1579596
11318,Q6168164
11319,Q41270374
11320,Q15725973
11321,Q51390295
11322,Q4153515
11323,Q66725768
11324,Q3159091
11325,Q26202518
11326,Q215134
11327,Q2835051
11328,Q29347608
11329,Q23047416
11330,Q5343712
11331,Q490381
11332,Q18530762
11333,Q42393969
11334,Q108870589
11335,Q3374273
11336,Q1698445
11337,Q76513
11338,Q2275693
11339,Q1288530
11340,Q323085
11341,Q28060031
11342,Q5700423
11343,Q20901601
11344,Q16561695
11345,Q94780768
11346,Q11562124
11347,Q18603364
11348,Q5082686
11349,Q506177
11350,Q4716484
11351,Q1503832
11352,Q94898472
11353,Q11860019
11354,Q16064986
11355,Q109885793
11356,Q3749485
11357,Q764919
11358,Q94864873
11359,Q96696
11360,Q29422220
11361,Q45130399
11362,Q2739357
11363,Q344665
11364,Q21455195
11365,Q191696
11366,Q94927744
11367,Q15791101
11368,Q324998
11369,Q378870
11370,Q268702
11371,Q2824196
11372,Q21544742
11373,Q19359548
11374,Q68976
11375,Q3839886
11376,Q370576
11377,Q98966955
11378,Q60614006
11379,Q12309347
11380,Q733161
11381,Q17626492
11382,Q20724973
11383,Q27924343
11384,Q3166686
11385,Q19414903
11386,Q5978322
11387,Q2610964
11388,Q15429637
11389,Q317200
11390,Q727374
11391,Q110213900
11392,Q12318906
11393,Q3167850
11394,Q6034051
11395,Q20741603
11396,Q190772
11397,Q3173671
11398,Q58582826
11399,Q20156104
11400,Q456569
11401,Q87004005
11402,Q41622280
11403,Q3084499
11404,Q580392
11405,Q18398257
11406,Q94748331
11407,Q969336
11408,Q41328633
11409,Q19801766
11410,Q6183781
11411,Q16832428
11412,Q51558371
11413,Q88387564
11414,Q715144
11415,Q1645992
11416,Q24066879
11417,Q897734
11418,Q199894
11419,Q11851351
11420,Q139578
11421,Q4215366
11422,Q3740311
11423,Q3659209
11424,Q21552895
11425,Q78624
11426,Q45291626
11427,Q781812
11428,Q28500473
11429,Q44210950
11430,Q95246362
11431,Q21402534
11432,Q22025690
11433,Q23836131
11434,Q5942359
11435,Q3924123
11436,Q5228081
11437,Q1635774
11438,Q21522327
11439,Q17350333
11440,Q731108
11441,Q52154234
11442,Q109939773
11443,Q5338824
11444,Q107370689
11445,Q105839732
11446,Q18245534
11447,Q775430
11448,Q27929178
11449,Q2960534
11450,Q109674853
11451,Q1597458
11452,Q1322788
11453,Q3762758
11454,Q18288320
11455,Q3876312
11456,Q95171453
11457,Q2435821
11458,Q2130662
11459,Q1883781
11460,Q5484071
11461,Q56007167
11462,Q5792658
11463,Q26973263
11464,Q3471204
11465,Q17423502
11466,Q94816910
11467,Q5610869
11468,Q29532415
11469,Q3713276
11470,Q828603
11471,Q55215186
11472,Q56072379
11473,Q1300941
11474,Q108839241
11475,Q7184675
11476,Q23829587
11477,Q107240425
11478,Q6956644
11479,Q320849
11480,Q6046320
11481,Q18508091
11482,Q109545523
11483,Q23059412
11484,Q154938
11485,Q21660249
11486,Q106563087
11487,Q1507320
11488,Q791522
11489,Q5690450
11490,Q445248
11491,Q21072175
11492,Q60815109
11493,Q805595
11494,Q21856684
11495,Q15996473
11496,Q21544043
11497,Q18733000
11498,Q316016
11499,Q55908703
11500,Q107980
11501,Q18818946
11502,Q3109427
11503,Q11728002
11504,Q26335232
11505,Q3261083
11506,Q3523997
11507,Q17478064
11508,Q55683805
11509,Q3884887
11510,Q106125
11511,Q5718707
11512,Q18432731
11513,Q97572277
11514,Q21544824
11515,Q52154954
11516,Q104519
11517,Q42063
11518,Q106526058
11519,Q5528390
11520,Q15429896
11521,Q46633
11522,Q3762298
11523,Q6214762
11524,Q2061272
11525,Q380644
11526,Q315048
11527,Q2307079
11528,Q3157507
11529,Q56451706
11530,Q2058289
11531,Q5076142
11532,Q7803
11533,Q4820636
11534,Q95254381
11535,Q15977209
11536,Q1693562
11537,Q2361510
11538,Q107003116
11539,Q106216642
11540,Q109886329
11541,Q105588
11542,Q10854132
11543,Q12309744
11544,Q7170
11545,Q37682
11546,Q21486044
11547,Q19976653
11548,Q954657
11549,Q28547619
11550,Q55682568
11551,Q1393359
11552,Q9619332
11553,Q120879
11554,Q65967
11555,Q7452632
11556,Q934295
11557,Q45546
11558,Q27508446
11559,Q55226137
11560,Q94909618
11561,Q88466448
11562,Q19792328
11563,Q4723586
11564,Q62984047
11565,Q3779187
11566,Q21543768
11567,Q861462
11568,Q97572101
11569,Q15935641
11570,Q21116646
11571,Q110175695
11572,Q1903797
11573,Q3068550
11574,Q4759922
11575,Q43686451
11576,Q60798832
11577,Q94530715
11578,Q99077
11579,Q8317735
11580,Q47463027
11581,Q55900870
11582,Q98793234
11583,Q95254394
11584,Q5580892
11585,Q2062534
11586,Q1405189
11587,Q15752556
11588,Q1694369
11589,Q77456697
11590,Q5974619
11591,Q73243394
11592,Q1614784
11593,Q978477
11594,Q69440
11595,Q19294423
11596,Q714418
11597,Q94872181
11598,Q55124292
11599,Q868330
11600,Q1359140
11601,Q2839375
11602,Q320445
11603,Q15967049
11604,Q17986686
11605,Q75171490
11606,Q29890824
11607,Q7799
11608,Q116017
11609,Q59653459
11610,Q3370670
11611,Q94904276
11612,Q52154673
11613,Q1058842
11614,Q350993
11615,Q7106967
11616,Q97104
11617,Q12877638
11618,Q84497745
11619,Q51556223
11620,Q10349688
11621,Q1581692
11622,Q21289046
11623,Q55770098
11624,Q95465070
11625,Q55125266
11626,Q18147619
11627,Q90525
11628,Q628425
11629,Q2415098
11630,Q29168128
11631,Q94931056
11632,Q6141049
11633,Q94893037
11634,Q52083866
11635,Q18672355
11636,Q1697613
11637,Q1696702
11638,Q12220997
11639,Q6293453
11640,Q52218512
11641,Q6075510
11642,Q21341255
11643,Q18508341
11644,Q17590897
11645,Q7782184
11646,Q21464528
11647,Q95218071
11648,Q1160893
11649,Q94922850
11650,Q2638926
11651,Q1697437
11652,Q1902418
11653,Q42521303
11654,Q1405057
11655,Q94919282
11656,Q105285636
11657,Q55133094
11658,Q5563626
11659,Q1488483
11660,Q77996
11661,Q122183
11662,Q55013263
11663,Q1605495
11664,Q41302412
11665,Q169465
11666,Q1539817
11667,Q6236405
11668,Q12335368
11669,Q55678863
11670,Q11486662
11671,Q18758523
11672,Q1819922
11673,Q1382173
11674,Q109886770
11675,Q5574572
11676,Q42164753
11677,Q2347846
11678,Q367869
11679,Q3839491
11680,Q7380242
11681,Q500541
11682,Q18114954
11683,Q3327524
11684,Q1669190
11685,Q66051
11686,Q6075542
11687,Q55837610
11688,Q109518021
11689,Q602213
11690,Q22984441
11691,Q21505565
11692,Q21544445
11693,Q19277148
11694,Q319802
11695,Q8861621
11696,Q3700674
11697,Q21459915
11698,Q54941176
11699,Q2886010
11700,Q18516564
11701,Q605110
11702,Q79025
11703,Q12766426
11704,Q110213895
11705,Q18531544
11706,Q1634055
11707,Q12309204
11708,Q56547522
11709,Q18626710
11710,Q57403
11711,Q213535
11712,Q5818308
11713,Q18197797
11714,Q19325657
11715,Q453089
11716,Q61466027
11717,Q16650445
11718,Q162593
11719,Q18693026
11720,Q16503764
11721,Q1871779
11722,Q15626887
11723,Q106084240
11724,Q95098368
11725,Q3060125
11726,Q316353
11727,Q1462351
11728,Q22113654
11729,Q12021430
11730,Q1707495
11731,Q18123792
11732,Q7630865
11733,Q5649957
11734,Q85433559
11735,Q5937120
11736,Q21462586
11737,Q1063939
11738,Q28669714
11739,Q741054
11740,Q19569779
11741,Q1226987
11742,Q106289113
11743,Q18672926
11744,Q15970302
11745,Q60723554
11746,Q3086014
11747,Q2557532
11748,Q3426218
11749,Q5727508
11750,Q3767534
11751,Q91920
11752,Q17224074
11753,Q55685606
11754,Q27096238
11755,Q15227489
11756,Q20734643
11757,Q105357194
11758,Q605447
11759,Q2640679
11760,Q94909703
11761,Q1212644
11762,Q74131
11763,Q18987361
11764,Q390445
11765,Q330139
11766,Q27430230
11767,Q55770424
11768,Q2871008
11769,Q21818057
11770,Q37606701
11771,Q18535021
11772,Q962495
11773,Q16945239
11774,Q720089
11775,Q1185502
11776,Q21115132
11777,Q52155100
11778,Q4989294
11779,Q1291946
11780,Q2094352
11781,Q94526755
11782,Q111752896
11783,Q3099451
11784,Q106106291
11785,Q1290110
11786,Q5565449
11787,Q41371
11788,Q16199104
11789,Q1349478
11790,Q15969902
11791,Q104183238
11792,Q1596920
11793,Q2884073
11794,Q841216
11795,Q19723849
11796,Q327086
11797,Q9014530
11798,Q9381762
11799,Q1469300
11800,Q3171140
11801,Q3166637
11802,Q94748972
11803,Q76583
11804,Q1338519
11805,Q3560624
11806,Q15961863
11807,Q3617703
11808,Q2580220
11809,Q3387144
11810,Q1233854
11811,Q26202591
11812,Q3184879
11813,Q71347
11814,Q20203457
11815,Q6239633
11816,Q4776434
11817,Q1355256
11818,Q41876363
11819,Q3417744
11820,Q11985378
11821,Q729940
11822,Q3762035
11823,Q106613547
11824,Q5216585
11825,Q11136565
11826,Q198530
11827,Q1418504
11828,Q2275418
11829,Q95291906
11830,Q2338489
11831,Q1191258
11832,Q6043111
11833,Q18530976
11834,Q1285698
11835,Q6708242
11836,Q85110435
11837,Q80824079
11838,Q116083
11839,Q94428785
11840,Q2344863
11841,Q9344859
11842,Q1696461
11843,Q5401327
11844,Q110213762
11845,Q2850561
11846,Q3553626
11847,Q30729543
11848,Q110213504
11849,Q81207821
11850,Q99297236
11851,Q1525735
11852,Q1432600
11853,Q1693095
11854,Q28708333
11855,Q110963468
11856,Q2092710
11857,Q3291760
11858,Q19506832
11859,Q64142
11860,Q55836773
11861,Q52155280
11862,Q106464898
11863,Q61014494
11864,Q2764919
11865,Q1695985
11866,Q1606075
11867,Q16331402
11868,Q21081447
11869,Q1610206
11870,Q2900469
11871,Q19197368
11872,Q3739678
11873,Q2230385
11874,Q3269878
11875,Q15821384
11876,Q95230673
11877,Q3991861
11878,Q10295962
11879,Q67874990
11880,Q79404686
11881,Q77880
11882,Q18335148
11883,Q3085266
11884,Q94857258
11885,Q42571438
11886,Q3263776
11887,Q110213858
11888,Q5749329
11889,Q743457
11890,Q12627540
11891,Q5699387
11892,Q79055852
11893,Q94527878
11894,Q18546625
11895,Q3341198
11896,Q4684797
11897,Q1689542
11898,Q6225261
11899,Q6284410
11900,Q47516104
11901,Q57463017
11902,Q7442551
11903,Q3639347
11904,Q3127563
11905,Q3771536
11906,Q55901891
11907,Q936898
11908,Q65948756
11909,Q355532
11910,Q1695788
11911,Q63801747
11912,Q969387
11913,Q45693886
11914,Q2898946
11915,Q18901086
11916,Q1870101
11917,Q112843202
11918,Q1598339
11919,Q67953
11920,Q1297533
11921,Q3762212
11922,Q5331651
11923,Q111506562
11924,Q1689539
11925,Q88871151
11926,Q63179183
11927,Q88323636
11928,Q105819213
11929,Q46998114
11930,Q21556298
11931,Q108306073
11932,Q28588356
11933,Q55225598
11934,Q52148415
11935,Q76445969
11936,Q12260318
11937,Q27921439
11938,Q1085890
11939,Q61198767
11940,Q16334601
11941,Q19283283
11942,Q1524329
11943,Q19214576
11944,Q3121310
11945,Q1696630
11946,Q97571331
11947,Q28030740
11948,Q5232088
11949,Q1264486
11950,Q101466458
11951,Q3160044
11952,Q16542364
11953,Q41311576
11954,Q10708218
11955,Q3351273
11956,Q1556688
11957,Q29553931
11958,Q17130971
11959,Q88886890
11960,Q938232
11961,Q468712
11962,Q1459507
11963,Q8771076
11964,Q213393
11965,Q16027651
11966,Q59604522
11967,Q16854289
11968,Q12312726
11969,Q20752719
11970,Q775717
11971,Q299565
11972,Q7519855
11973,Q7149945
11974,Q110083663
11975,Q110082778
11976,Q16053
11977,Q2830942
11978,Q18608192
11979,Q11861475
11980,Q10274102
11981,Q55842652
11982,Q2831339
11983,Q552416
11984,Q15969734
11985,Q6257310
11986,Q3766621
11987,Q78066235
11988,Q2853550
11989,Q104895056
11990,Q19666771
11991,Q1461809
11992,Q458966
11993,Q1064184
11994,Q11921825
11995,Q15967905
11996,Q49767397
11997,Q20422810
11998,Q7791841
11999,Q1237830
12000,Q9394607
12001,Q56253943
12002,Q23563923
12003,Q3770135
12004,Q88900252
12005,Q21035246
12006,Q2498752
12007,Q60623874
12008,Q3157126
12009,Q215479
12010,Q37167603
12011,Q5680877
12012,Q12331166
12013,Q907815
12014,Q38400841
12015,Q23648479
12016,Q3086100
12017,Q5299220
12018,Q2221565
12019,Q2831032
12020,Q17103940
12021,Q1080763
12022,Q55228458
12023,Q55122284
12024,Q99862280
12025,Q18783793
12026,Q1876563
12027,Q18398871
12028,Q376354
12029,Q20732676
12030,Q1647335
12031,Q21029082
12032,Q55908387
12033,Q5542928
12034,Q3159182
12035,Q113080689
12036,Q19959921
12037,Q3259754
12038,Q74956
12039,Q2759424
12040,Q60475520
12041,Q4224743
12042,Q21062260
12043,Q539427
12044,Q2302759
12045,Q1666343
12046,Q15103849
12047,Q3340256
12048,Q3383940
12049,Q108457618
12050,Q1694390
12051,Q2960722
12052,Q5783620
12053,Q64821809
12054,Q2618528
12055,Q3808869
12056,Q3742565
12057,Q45458899
12058,Q16770434
12059,Q703406
12060,Q18169827
12061,Q26239926
12062,Q105816
12063,Q97590987
12064,Q18576148
12065,Q107649413
12066,Q94856267
12067,Q5041439
12068,Q104518357
12069,Q2575382
12070,Q1701605
12071,Q5649
12072,Q94789212
12073,Q23719703
12074,Q16076716
12075,Q1447018
12076,Q3263422
12077,Q22683214
12078,Q41270704
12079,Q1627988
12080,Q15447141
12081,Q1819606
12082,Q61972522
12083,Q743303
12084,Q24744610
12085,Q2881613
12086,Q41326627
12087,Q278894
12088,Q3059960
12089,Q21506245
12090,Q5958092
12091,Q4320068
12092,Q1288483
12093,Q55217096
12094,Q10947658
12095,Q9253348
12096,Q69531494
12097,Q1036919
12098,Q1127049
12099,Q47786656
12100,Q1077403
12101,Q15556367
12102,Q55680577
12103,Q55676267
12104,Q41634541
12105,Q2589657
12106,Q3876188
12107,Q28329616
12108,Q104523553
12109,Q107295397
12110,Q39439457
12111,Q22693049
12112,Q927848
12113,Q52197406
12114,Q16519473
12115,Q105801550
12116,Q6080198
12117,Q11868585
12118,Q15994588
12119,Q95074219
12120,Q3266212
12121,Q60554
12122,Q57243903
12123,Q45685956
12124,Q19976057
12125,Q71187
12126,Q1733535
12127,Q1896790
12128,Q2854297
12129,Q11423006
12130,Q2306803
12131,Q18620103
12132,Q11788636
12133,Q55585567
12134,Q7788437
12135,Q19289113
12136,Q2356563
12137,Q79096952
12138,Q21209139
12139,Q3157644
12140,Q69691
12141,Q18425
12142,Q21400663
12143,Q1065362
12144,Q20733996
12145,Q5305148
12146,Q539533
12147,Q1517082
12148,Q21465684
12149,Q1441084
12150,Q2336160
12151,Q5110760
12152,Q6120431
12153,Q18608174
12154,Q15190572
12155,Q957780
12156,Q3856467
12157,Q15710658
12158,Q55225373
12159,Q45686132
12160,Q15429807
12161,Q42595086
12162,Q18602852
12163,Q4775087
12164,Q55225001
12165,Q2886004
12166,Q38101512
12167,Q1246443
12168,Q562111
12169,Q111544368
12170,Q94886050
12171,Q23004939
12172,Q94929538
12173,Q99225
12174,Q55677818
12175,Q4993536
12176,Q16773543
12177,Q315846
12178,Q106671892
12179,Q15629765
12180,Q4101480
12181,Q15445178
12182,Q28032200
12183,Q19971769
12184,Q73012084
12185,Q5544256
12186,Q21464973
12187,Q64685676
12188,Q13201282
12189,Q55228517
12190,Q434939
12191,Q3768226
12192,Q16205801
12193,Q2960686
12194,Q110081414
12195,Q1673766
12196,Q3192797
12197,Q1344330
12198,Q94907956
12199,Q6233035
12200,Q2093037
12201,Q5873427
12202,Q100327
12203,Q3184176
12204,Q38121841
12205,Q4776592
12206,Q52218635
12207,Q2675600
12208,Q1648231
12209,Q761972
12210,Q50318486
12211,Q105302006
12212,Q110082001
12213,Q373930
12214,Q52154973
12215,Q5558934
12216,Q1531878
12217,Q18608044
12218,Q691334
12219,Q11870118
12220,Q55674432
12221,Q51076470
12222,Q11554460
12223,Q95329818
12224,Q18945044
12225,Q18715680
12226,Q2579486
12227,Q200798
12228,Q459721
12229,Q3770932
12230,Q59653469
12231,Q7787198
12232,Q121060
12233,Q90403378
12234,Q1066580
12235,Q1606179
12236,Q106611723
12237,Q18917139
12238,Q106635747
12239,Q12768524
12240,Q435300
12241,Q15088735
12242,Q16550360
12243,Q88472258
12244,Q61695535
12245,Q6233217
12246,Q6077203
12247,Q7932236
12248,Q48797
12249,Q2559115
12250,Q95164906
12251,Q621994
12252,Q23047453
12253,Q5952367
12254,Q5731729
12255,Q1161608
12256,Q347455
12257,Q94888652
12258,Q110269721
12259,Q3638739
12260,Q57123920
12261,Q311378
12262,Q1448940
12263,Q374493
12264,Q16607206
12265,Q2308805
12266,Q2579677
12267,Q614351
12268,Q94906215
12269,Q17450365
12270,Q53505927
12271,Q19756176
12272,Q55909964
12273,Q490448
12274,Q18672616
12275,Q17285780
12276,Q1152363
12277,Q281350
12278,Q18015309
12279,Q97137105
12280,Q22018549
12281,Q4741736
12282,Q3787747
12283,Q1686002
12284,Q979653
12285,Q1891614
12286,Q1303368
12287,Q104698195
12288,Q84500193
12289,Q54886310
12290,Q3371604
12291,Q157672
12292,Q1693400
12293,Q7518416
12294,Q18527837
12295,Q370216
12296,Q3767990
12297,Q586550
12298,Q5233473
12299,Q154345
12300,Q5511557
12301,Q94867824
12302,Q6238531
12303,Q26932639
12304,Q18221704
12305,Q94777608
12306,Q718567
12307,Q5650407
12308,Q332489
12309,Q111729269
12310,Q122110
12311,Q13736283
12312,Q21007321
12313,Q56031764
12314,Q64618
12315,Q46999134
12316,Q5140793
12317,Q3762147
12318,Q1503494
12319,Q22117245
12320,Q21544511
12321,Q267962
12322,Q108179
12323,Q1528018
12324,Q1364424
12325,Q5872429
12326,Q4222959
12327,Q16030282
12328,Q26690109
12329,Q3382916
12330,Q94809935
12331,Q875152
12332,Q106787365
12333,Q3132650
12334,Q69731
12335,Q123670
12336,Q5585771
12337,Q29097099
12338,Q94808141
12339,Q25902002
12340,Q87647376
12341,Q1587770
12342,Q722979
12343,Q52154190
12344,Q60908
12345,Q38006092
12346,Q433401
12347,Q2857284
12348,Q111578552
12349,Q3047930
12350,Q213573
12351,Q376367
12352,Q3619839
12353,Q21341409
12354,Q1678957
12355,Q882619
12356,Q15432441
12357,Q55226089
12358,Q10326211
12359,Q560443
12360,Q285538
12361,Q2947000
12362,Q16638703
12363,Q52671685
12364,Q3106627
12365,Q655545
12366,Q85511
12367,Q2939208
12368,Q98908042
12369,Q4775800
12370,Q87464
12371,Q20055131
12372,Q849043
12373,Q100368295
12374,Q98930511
12375,Q11866280
12376,Q26720401
12377,Q1289221
12378,Q55836631
12379,Q21522140
