,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q105090057,Sugawara Hakuryu,Q105090057,1833,Japan,,"Sugawara Hakuryu is not a widely recognized historical figure, and there is a lack of available primary sources or scholarly references that provide specific details about his birth circumstances, family background, and early life. Without this information, it is impossible to accurately classify his social class at birth and during childhood according to the provided typology. Further research may be necessary, potentially involving archival work or consultation with specialists in the history of 19th-century Japan.",N/A
1,Q28069057,Ubukata Teisai,Q28069057,1799,Japan,,"Ubukata Teisai, also known as Shōzan, was a Japanese scholar, writer, and samurai of the late Edo period. However, specific details about his birth circumstances, family background, and early life are not readily available in historical records or scholarly references. His family's social standing, wealth, access to education, living conditions, and inherited privileges or disadvantages during his childhood are not clearly documented. Therefore, it is not possible to classify his social class at birth with reasonable confidence.","Potential sources that could provide this information include Japanese historical texts, local archives, and scholarly works on the social history of the Edo period. However, these sources may not be readily accessible or may not contain specific information about Ubukata Teisai's early life."
2,Q11463199,Odano Naotake,Q11463199,1750,Japan,Middle Class,"Odano Naotake was born in the Akita domain, in what is now Akita Prefecture, Japan. His family was of the samurai class, which was a privileged class in the Edo period, but not as high as the ruling class or nobility. His father was a retainer of the Satake clan, the daimyo of the Akita domain. This suggests that his family had a certain level of wealth and social standing, but were not among the elite. Naotake's access to education was likely due to his family's samurai status, as samurai families typically valued education and often had their children study Confucianism, literature, and martial arts. His early life housing and living conditions would have been comfortable but not luxurious, reflecting his family's middle-class status.","""Odano Naotake"" by Akita Prefectural Government; ""Samurai: A Guide to the Feudal Knights of Japan"" by Stephen Turnbull."
3,Q63566583,Jinzan Tani,Q63566583,1663,Japan,,"Unfortunately, there is insufficient information available about Jinzan Tani's early life and family background to accurately determine his social class at birth. The late 1600s was a period of relative isolation for Japan, known as the Edo period, and many records from this time are scarce or non-existent. Without specific details about Tani's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is impossible to classify his social origin with any reasonable confidence.","While there are no specific sources available that provide information about Jinzan Tani's early life, potential sources that could provide this information include local historical records, family genealogies, and scholarly research on the social structure of Japan during the Edo period."
4,Q11651546,Chōsei,Q11651546,1010,Japan,Elite,"Chōsei, also known as Fujiwara no Chōsei, was born into the Fujiwara clan, one of the most powerful aristocratic families in Japan during the Heian period (794-1185). The Fujiwara clan was known for their political influence and wealth, often marrying into the imperial family to consolidate their power. Chōsei's father, Fujiwara no Sanesuke, was a high-ranking official and poet, suggesting that Chōsei was born into a family of considerable wealth and prestige. Given the family's status, it is likely that Chōsei had access to education and lived in comfortable conditions. However, specific details about Chōsei's early life, including his housing and inherited privileges, are not well-documented.","""The Cambridge History of Japan: Ancient Japan"" by Delmer M. Brown and ""The Fujiwara Regents"" by William H. McCullough."
5,Q2746002,Sōami,Q2746002,1455,Japan,Middle Class,"Sōami was born into a family of artists, which was a skilled profession during the late 1400s in Japan. His father, Nōami, was a renowned painter and connoisseur of Chinese art. His grandfather, Shūbun, was also a famous painter. This suggests that Sōami was born into a family of skilled craftspeople, which would place them in the middle class according to the provided typology. The family's artistic profession likely provided them with a moderate level of wealth and social standing. Additionally, Sōami's access to education in the arts was likely due to his family background, as his father and grandfather would have been able to teach him their craft. However, there is no specific information available about Sōami's early life housing and living conditions or any inherited privileges or disadvantages.","""Sōami."" Encyclopædia Britannica. https://www.britannica.com/biography/Soami; ""Nōami."" Encyclopædia Britannica. https://www.britannica.com/biography/Noami; ""Shūbun."" Encyclopædia Britannica. https://www.britannica.com/biography/Shubun."
6,Q463142,Kyokutei Bakin,Q463142,1767,Japan,Middle Class,"Kyokutei Bakin was born as Takizawa Okikuni in 1767 in Edo, present-day Tokyo, Japan. His father, Takizawa Mohee, was a low-ranking samurai and a merchant, which places the family in the middle class according to the given typology. His father's samurai status would have provided some privileges, such as a degree of respect and a certain level of income. However, his father's death when Bakin was just five years old would have likely impacted the family's financial situation. Bakin's mother was a daughter of a doctor, which also suggests a middle-class background. Bakin was able to receive an education, indicating that his family had enough resources to afford this, which was not a given for lower classes in Japan at the time. His early life housing and living conditions are not well-documented, but given his family's status, it is reasonable to assume they were adequate but not luxurious.","""Kyokutei Bakin"" by Donald Keene in ""World Within Walls: Japanese Literature of the Pre-Modern Era, 1600-1867"" (Holt, Rinehart and Winston, 1976); ""The Life and Works of Kyokutei Bakin"" by James R. Brandon in ""Monumenta Nipponica"" (Sophia University, 1955)."
7,Q11368639,Niwa Tôkei,Q11368639,1760,Japan,,"There is insufficient information available regarding the birth circumstances and family background of Niwa Tôkei. The historical records from the late 1700s in Japan do not provide enough detail about individuals of this name to determine their social class origins. It is possible that more information could be found in local archives or family records, but these are not readily accessible or have not been digitized for broader research.","The lack of specific sources about Niwa Tôkei's early life and family background makes it difficult to provide a classification. Potential sources that could provide this information might include local historical archives in Japan, family records, or specific historical texts that have not been widely circulated or translated."
8,Q74674,Matsusaburō Yokoyama,Q74674,1838,Japan,Middle Class,"Matsusaburō Yokoyama was born in Edo (now Tokyo), Japan, in 1838. His father was a samurai, a member of the military nobility, but by the time of Yokoyama's birth, the samurai class was in decline. Many samurai families, including Yokoyama's, were struggling financially. However, they still retained a certain social status and had access to education, which was not common among the lower classes. Yokoyama's father was also a scholar of Western studies, indicating that the family valued education and had the resources to pursue it. The family's financial struggles likely meant they did not live in luxury, but they were not living in poverty either. The samurai class was a unique social group in Japan, not easily classified into Western categories of social class, but for the purposes of this typology, they would likely be considered middle class.","""The Last Samurai: The Life and Battles of Saigo Takamori"" by Mark Ravina; ""Samurai: A History"" by John Man; ""The Making of Modern Japan"" by Marius B. Jansen."
9,Q11365282,Nakazō Nakamura III,Q11365282,1809,Japan,Middle Class,"Nakazō Nakamura III was born into a family of Kabuki actors, a profession that was considered respectable and skilled, but not part of the ruling class or nobility. His father, Nakamura Utaemon III, was a well-known Kabuki actor of his time. The family's wealth and social standing would have been moderate, as Kabuki actors were not typically wealthy but did earn a living from their craft. Nakamura III would have had access to education in the arts from a young age due to his family background. The family likely lived in housing appropriate for their social standing, which would have been modest but comfortable. As a member of a Kabuki family, Nakamura III would have inherited certain privileges, such as access to training and connections in the theater world, but also faced the societal restrictions and expectations placed on actors during this period.","""Kabuki, a Mirror of Japan: Ten Plays that Offer a Glimpse into Evolving Sensibilities"" by Toshio Kawatake; ""The Cambridge Guide to Asian Theatre"" by James R. Brandon; ""Kabuki Heroes on the Osaka Stage 1780-1830"" by C. Andrew Gerstle."
