,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q5331349,Eaton Faning,Q5331349,1850,United Kingdom,Middle Class,"Eaton Faning was born in 1850 in Norwich, England. His father, John Faning, was a boot and shoe manufacturer, a profession that would have placed the family in the middle class during the mid-19th century. This is because the shoe manufacturing industry was a thriving sector during the Industrial Revolution, providing a decent income for those involved. The family's middle-class status is further evidenced by the fact that Eaton Faning was able to attend Norwich School, a well-regarded institution that would have required some level of financial means to attend. However, there is no evidence to suggest that the Faning family was part of the elite ruling class or nobility, nor were they subsistence laborers or peasants.","Census records from the mid-19th century, Norwich School records, and historical texts on the shoe manufacturing industry during the Industrial Revolution."
1,Q259530,Frances Burney,Q259530,1752,United Kingdom,Middle Class,"Frances Burney, also known as Fanny Burney, was born on June 13, 1752, in King's Lynn, England. Her father, Dr. Charles Burney, was a well-known music historian, composer, and musician, which places the family in the middle class according to the typology provided. Her mother, Esther Sleepe Burney, came from a family of French Huguenot refugees, which also suggests a middle-class background. The Burney family was not wealthy, but they were not impoverished either. They had enough resources to provide Frances with a basic education, although it was largely self-taught. Frances grew up in a household that valued education and culture, which was typical of middle-class families of the time. The family lived in comfortable, if not luxurious, circumstances, and Frances had access to her father's library, which was a significant privilege for a girl of her time.","""The Journals and Letters of Fanny Burney (Madame d'Arblay)"" by Fanny Burney; ""Fanny Burney: A Biography"" by Claire Harman; ""Fanny Burney: Her Life"" by Kate Chisholm."
2,Q21453668,Robert Nightingale,Q21453668,1815,United Kingdom,,"Without specific historical records or primary sources detailing the early life and family background of Robert Nightingale born around 1815 in the United Kingdom, it is impossible to accurately determine his social class at birth. The name Robert Nightingale is not uncommon, and without additional identifying information, it is challenging to locate the correct individual in historical records. More information such as his parents' names, place of birth, or other family details would be helpful in conducting a more thorough investigation.",General historical records and census data from the United Kingdom in the 1800s.
3,Q203643,James McNeill Whistler,Q203643,1834,United Kingdom,Middle Class,"James McNeill Whistler was born in Lowell, Massachusetts, USA, not the United Kingdom. His father, George Washington Whistler, was a prominent engineer, and his mother, Anna Matilda McNeill, came from a middle-class family. His father's profession as an engineer would have placed the family in the middle class, as engineers were skilled professionals but not part of the aristocracy. The family was well-off enough to afford a good education for James, who attended the United States Military Academy at West Point, although he did not graduate. The family moved to Russia when James was a child because his father was hired to build a railroad there, indicating a level of wealth and social standing above the subsistence level. However, they were not part of the elite ruling class or nobility.","""James McNeill Whistler."" Encyclopædia Britannica. https://www.britannica.com/biography/James-McNeill-Whistler. ""James McNeill Whistler."" The Art Story. https://www.theartstory.org/artist/whistler-james/."
4,Q18534818,James Kennedy,Q18534818,1785,United Kingdom,,"Without specific information about James Kennedy's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is impossible to accurately classify his birth and childhood social class. The name James Kennedy is fairly common and without additional details such as his parents' names, place of birth, or other identifying information, it is difficult to locate primary sources from the late 1700s that would provide this information.","Potential sources that could provide this information include parish records, census data, tax records, and wills or probate records from the late 1700s in the United Kingdom. These sources could potentially provide information about James Kennedy's family's wealth, occupation, and social standing. However, without more specific information about James Kennedy, it is not possible to locate these records with certainty."
5,Q7328550,Richard Quiller Couch,Q7328550,1816,United Kingdom,Middle Class,"Richard Quiller Couch was born in 1816 in Polperro, Cornwall, United Kingdom, into a family of established local tradesmen. His father, Thomas Quiller Couch, was a doctor, which was considered a middle-class profession during the 19th century in the UK. The family was well-respected in the local community, indicating a certain level of wealth and social standing. Richard's access to education was also indicative of his middle-class background. He attended the local grammar school in Bodmin before studying medicine at Guy's Hospital in London. The ability to afford such education suggests a comfortable family wealth at the time of his birth and childhood. His early life housing and living conditions are not well-documented, but given his father's profession and the family's standing in the community, it can be inferred that they were likely comfortable for the period.","""Richard Quiller Couch: A Forgotten Polymath"" by R. N. Worth, Transactions of the Devonshire Association, 1872; ""The History of Polperro"" by Thomas Quiller Couch, 1871."
6,Q4799468,Arthur Le Clerq,Q4799468,1850,United Kingdom,,"Without specific historical records or primary sources detailing the early life and family background of Arthur Le Clerq born around 1850 in the United Kingdom, it is not possible to accurately determine his social class at birth. The name Le Clerq is not among the well-documented families of the British aristocracy or middle class during this period, which further complicates the task. More information would be needed about his parents' occupations, family wealth, access to education, living conditions, and any inherited privileges or disadvantages.","Potential sources that could provide this information include census records, birth or baptismal records, local newspaper archives, property records, and wills or probate records from the mid to late 19th century. These could potentially be found in local or national archives, or through genealogical research services."
7,Q27924758,R Grahame,Q27924758,1850,United Kingdom,Middle Class,"R Grahame was born as Kenneth Grahame in Edinburgh, Scotland in 1859. His father, James Grahame, was a lawyer from an old Scottish family. His mother, Bessie, was the daughter of a successful banker. This suggests that the family was of the middle class, as they were neither aristocrats nor laborers. The family lived comfortably in a large house, indicating a certain level of wealth. However, after the death of his mother and the decline of his father, Grahame and his siblings moved to live with their maternal grandmother in a rural setting, which could suggest a decrease in their living standards. Despite this, Grahame was able to attend St Edward's School, Oxford, due to a legacy from his grandfather, indicating that the family had some wealth and prioritized education.","""Kenneth Grahame: A Biography"" by Peter Green, ""The Oxford Companion to Children's Literature"" by Daniel Hahn."
8,Q65613275,Augusta Bethell,Q65613275,1838,United Kingdom,,"Unfortunately, there is not enough available information on Augusta Bethell's birth circumstances and family background to accurately classify her social class at the time of her birth and childhood. Augusta Bethell is not a widely recognized historical figure, and primary sources detailing her early life and family circumstances are scarce. Further research would be needed to determine her parents' occupations and social standing, family wealth at the time of her birth and childhood, access to education due to family background, early life housing and living conditions, and inherited privileges or disadvantages.","N/A. Further research in genealogical records, census data, local histories, or archival materials may provide more information."
9,Q29145383,Sarah Amherst,Q29145383,1762,United Kingdom,Elite,"Sarah Amherst was born into the aristocratic Tyssen family. Her father, William George Daniel Tyssen, was a wealthy landowner and her mother, Elizabeth Amherst, was the daughter of Jeffery Amherst, 1st Baron Amherst, a prominent military commander. The Tyssen family owned substantial estates in Hackney and Norfolk, indicating a high level of family wealth at the time of Sarah's birth and childhood. Given her family's status, it is likely that Sarah had access to a high level of education, as was typical for children of the elite during this period. Her early life housing and living conditions would have been comfortable, reflecting the family's wealth and social standing. As a member of the aristocracy, Sarah would have inherited a number of privileges, including social connections and financial security.","""The Tyssen Family"" (Hackney: An Inventory of the Historical Monuments in London, Vol. 10, 1995); ""Jeffery Amherst, 1st Baron Amherst"" (Oxford Dictionary of National Biography, 2004)."
10,Q28361482,John Thomas,Q28361482,1839,United Kingdom,,"Without specific information about John Thomas' parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages, it is impossible to accurately classify his social class at birth and during childhood. The name John Thomas is fairly common, and without additional details such as his parents' names, place of birth, or other identifying information, it is difficult to locate specific historical records pertaining to his early life in the United Kingdom around 1839.","Potential sources that could provide this information include census records, birth and baptismal records, school records, and local histories from the time period. These could be found in national or local archives, church archives, or online databases of historical records."
11,Q18671923,John Keper,Q18671923,1547,United Kingdom,Middle Class,"John Kepler, presumably you mean Johannes Kepler, was born in the town of Weil der Stadt in Swabia, part of the Holy Roman Empire (now in Germany). His father, Heinrich Kepler, was a mercenary who left the family when Johannes was five years old. His mother, Katharina Guldenmann, was an innkeeper's daughter and later worked as a healer and herbalist, often accused of witchcraft. Despite the family's financial struggles, Kepler was able to attend the University of Tübingen through a scholarship from the local duke, which was available to children of the middle class. This suggests that Kepler's family was not part of the elite or subsistence classes, but rather the middle class, albeit on the lower end due to their financial struggles.","""Johannes Kepler."" Encyclopædia Britannica. Encyclopædia Britannica, inc., February 5, 2020. ""Kepler, Johannes."" Complete Dictionary of Scientific Biography. Encyclopedia.com, 2008."
12,Q19509830,Margaret Meen,Q19509830,1750,United Kingdom,,"Margaret Meen's birth and childhood social class is difficult to determine due to the lack of available primary sources detailing her early life and family background. Born around 1750, she was a British artist known for her botanical illustrations, but information about her parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages is not readily accessible. It is known that she taught botany and that she was employed by Queen Charlotte, but these are later life accomplishments and do not shed light on her social origins.","While there are references to Margaret Meen in various botanical and art historical texts, these primarily focus on her work and accomplishments rather than her early life or family background. Further research may be required in local parish records, census data, or historical archives in the United Kingdom to uncover more about her social origins."
13,Q29431876,Robert McNair Ferguson,Q29431876,1829,United Kingdom,,"The information available does not provide sufficient detail about the birth circumstances and family background of Robert McNair Ferguson born around 1829 in the United Kingdom. Without specific information about his parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his birth and childhood social class.","Further research would be needed in historical archives, census records, birth records, and other primary sources that might provide more detail about Robert McNair Ferguson's early life and family background."
14,Q21453485,Henry Ninham,Q21453485,1793,United Kingdom,,"There is insufficient information available on the early life and family background of Henry Ninham, born around 1793, to accurately determine his social class at birth. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not well-documented in available historical sources. Further research may be necessary to uncover more about Ninham's origins.","N/A. Further research in primary sources such as parish records, census data, or local histories may provide more information."
