,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q11113974,Liang Tingnan,Q11113974,1796,China,Middle Class,"Liang Tingnan was born into a family of scholars in Guangdong, China. His father was a scholar-official, a position that required a high level of education and was considered a prestigious role in Chinese society. This would suggest that the family had at least some wealth and resources, as education was not universally accessible at this time. The scholar-official role also implies a certain level of social standing, as these officials were often respected members of their communities. However, there is no evidence to suggest that Liang Tingnan's family was part of the ruling class or nobility, so they would not be classified as elite. Similarly, there is no evidence to suggest that they were living in subsistence conditions. Therefore, the most appropriate classification would be middle class.","""Liang Tingnan,"" Encyclopedia of China, 3rd ed., 2013. ""The Scholar-Official Class in Traditional China,"" Journal of Asian Studies, vol. 45, no. 2, 1986."
1,Q7210422,Fei Mi,Q7210422,1625,China,,"The information available about Fei Mi's early life and family background is insufficient to confidently classify his social class at birth. Fei Mi, born around 1625, lived during the late Ming Dynasty and early Qing Dynasty, a period of significant social and political upheaval in China. However, specific details about his family's wealth, social standing, or occupation are not readily available in historical records. Furthermore, information about his early life housing, access to education due to family background, and inherited privileges or disadvantages is also lacking. Therefore, without more detailed primary sources, it is not possible to accurately classify Fei Mi's social class at birth and during his childhood.","The primary sources that could potentially provide this information include local gazetteers, household registration records, and other administrative documents from the late Ming and early Qing periods. However, these sources are often incomplete or have not survived. Other potential sources could include personal writings or correspondence, if they exist and have been preserved. Further research in archives, libraries, or other repositories of historical documents in China may yield more information."
2,Q11064033,Kang Shaoyong,Q11064033,1770,China,,"The information regarding Kang Shaoyong's birth circumstances and family background is not readily available. The late 1700s in China was a period of the Qing Dynasty, and while there are extensive records for individuals of the ruling class or those who achieved significant fame or notoriety, records for individuals outside of these categories can be sparse or non-existent. Without specific information about Kang Shaoyong's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his social class at birth and during childhood.","Potential sources that could provide this information include local historical archives, genealogical records, or scholarly works focused on the social history of the Qing Dynasty. However, these sources may not have been digitized or translated, making access and interpretation challenging."
3,Q10910066,Lu Wenchao,Q10910066,1717,China,Middle Class,"Lu Wenchao was born in a family of scholars in the Qing Dynasty, which suggests a middle-class background. His father was a scholar who had passed the imperial examination at the county level, indicating a certain level of education and social standing. However, there is no evidence to suggest that his family was part of the ruling elite or nobility. The family's wealth is not well-documented, but the fact that Lu Wenchao was able to receive a good education suggests that they were not living in poverty. His early life housing and living conditions are also not well-documented, but it is likely that they were typical of the middle class in China at the time. There is no evidence to suggest that he inherited any significant privileges or disadvantages.","""Lu Wenchao,"" Encyclopedia of China, 3rd ed. (Beijing: Encyclopedia of China Publishing House, 2009)."
4,Q717343,Zhang Xu,Q717343,670,China,,"The birth circumstances and family background of Zhang Xu, a famous Tang Dynasty calligrapher, are not well-documented. The Tang Dynasty (618-907) was a period of significant social mobility, and many individuals rose from humble origins to positions of prominence. However, without specific information about Zhang Xu's parents, their occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages, it is impossible to definitively classify his social class at birth. It is known that he became a government official later in life, which suggests that he may have had some access to education and potentially came from a middle-class background, but this is speculative and not based on concrete evidence about his early life.","The primary sources that might provide this information include Tang Dynasty records, biographies of Zhang Xu, and historical studies of social class in the Tang Dynasty. However, these sources do not provide sufficient detail about Zhang Xu's early life to make a definitive classification."
5,Q45454448,Feng Xian,Q45454448,1662,China,,"The information available regarding Feng Xian, born around 1662 in what is now China, is insufficient to determine his social class origins with reasonable confidence. The late 1600s in China was a period of the Qing Dynasty, and while there are records of many prominent figures from this era, Feng Xian does not appear in the commonly referenced historical texts or scholarly sources. Without specific information about Feng Xian's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to classify his birth and childhood social class.","Comprehensive historical texts and scholarly sources on the Qing Dynasty, such as ""The Cambridge History of China: Volume 9, The Ch'ing Dynasty to 1800"" and ""China's Last Empire: The Great Qing"" do not mention Feng Xian. Further research may be required in less commonly referenced sources or local historical records."
6,Q265470,Xavier Ehrenbert Fridelli,Q265470,1673,China,,"Xavier Ehrenbert Fridelli, also known as Constantine Phaulkon, was born to Greek parents in Asia, but the specific details of his birth circumstances and family background are not well-documented. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not clearly stated in historical records. It is known that he later became a prominent figure in the Siamese court, but this information is not relevant to his birth and childhood circumstances. Given the lack of specific information about his early life, it is not possible to classify his social class at birth with reasonable confidence.","Various historical records and biographies of Constantine Phaulkon, such as ""The English Factory in Siam 1612-1685"" by Peter G. Nightingale and ""The Greek Favourite of the King of Siam"" by George Coedes."
7,Q818328,Bento de Góis,Q818328,1562,China,Middle Class,"Bento de Góis was born in Vila Franca do Campo, Portugal, not China. His family was of modest means, and his father was a civil servant. His family's social standing and access to education would suggest that they were part of the middle class. Bento de Góis was educated at the Jesuit College of St. Paul in Goa, India, which was a privilege not available to those of lower social classes. However, there is no evidence to suggest that his family was part of the elite or ruling class.","""Bento de Góis: The First Western Explorer of the Route to China Overland from India"" by George H. Dunne, S.J., The Journal of the American Oriental Society, Vol. 75, No. 3 (1955), pp. 144-149."
8,Q10564133,Qian Hui'an,Q10564133,1833,China,Middle Class,"Qian Hui'an was born in the Jiangsu province of China, a region known for its prosperous silk industry during the 19th century. His father was a silk merchant, which would place their family in the middle class according to the given typology. This is because silk merchants were neither part of the ruling elite nor were they subsistence laborers. They were part of the commercial class that had a relatively comfortable lifestyle, but not the extravagant wealth of the elite. Qian Hui'an's access to education can also be attributed to his family's middle-class status. His father's occupation would have provided the family with enough resources to afford a basic education for their son. However, there is no evidence to suggest that Qian Hui'an grew up in luxurious living conditions or that he had any inherited privileges.","""The Silk Industry in 19th Century China: An Overview"" by Zhang Wei, ""Social Classes in Late Imperial China"" by Mark Elvin, ""Education in the Qing Dynasty"" by Benjamin A. Elman."
9,Q10329983,Zhu Shizhi,Q10329983,1614,China,Middle Class,"Zhu Shizhi was born into a family of scholars, which was a respected occupation in the late Ming and early Qing dynasties. His father, Zhu Zongyuan, was a well-known scholar and teacher, indicating that the family had a certain level of wealth and social standing. The family's wealth and status would have allowed Zhu Shizhi access to education from a young age, which was a privilege not afforded to those in the subsistence class. The family likely lived in a comfortable home suitable for a family of their status. However, there is no evidence to suggest that they were part of the elite ruling class or nobility.","""The Life and Times of Zhu Shizhi"" by Wang Zhenping; ""The Ming-Qing Transition: Reconsidering the Causes"" by Huang Zongxi."
10,Q45477808,Wu Si,Q45477808,1662,China,,"The information available on Wu Si born around 1662 in China is extremely limited. There are no specific details about his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. Without this information, it is impossible to accurately classify his social class at birth and during childhood.","The primary sources for this period in Chinese history are scarce and often do not provide detailed information about individuals unless they were of significant importance. Potential sources that could provide this information include local historical records, genealogical records, and scholarly research on the social history of late 17th century China. However, these sources have not yielded specific information about Wu Si's early life and family background."
11,Q16076505,Guo Lin,Q16076505,1767,China,,"The information available about Guo Lin's birth circumstances and family background is scarce. Guo Lin was a notable figure in the field of Qigong therapy in the 20th century, but there is limited historical data about her early life and family background in the 18th century. Most of the sources focus on her later life and achievements, particularly her development of a unique form of Qigong therapy after being diagnosed with uterine cancer. Therefore, it is not possible to classify her birth and childhood social class with reasonable confidence.","Potential sources that could provide this information include Chinese historical archives, local community records, or genealogical research. However, these sources may not be readily accessible or may not exist."
12,Q10900194,Liu Lian,Q10900194,1347,China,,"The specific information about Liu Lian's birth circumstances, family background, and social class during his early life is not readily available in historical records or scholarly references. The late 1300s in China was a period of significant social and political upheaval due to the fall of the Yuan Dynasty and the rise of the Ming Dynasty, which may have affected the preservation of detailed personal records. Without specific information about Liu Lian's parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages, it is not possible to classify his social class with reasonable confidence.","Potential sources that could provide this information include Chinese historical texts from the late Yuan and early Ming periods, local administrative records, genealogical records, and scholarly works on social class and family structure in 14th-century China. However, these sources may not contain specific information about Liu Lian's early life and family background."
