,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q11649212,Suzuki Fuyō,Q11649212,1752,Japan,Middle Class,"Suzuki Fuyō was born into a family of Confucian scholars, which would have placed them in the middle class according to the social structure of Japan in the late 1700s. Confucian scholars were considered part of the educated class, which was a step below the samurai class but above the commoners. They were often employed as teachers or advisors, which would have provided a stable income. Fuyō's family was not wealthy, but they would have had enough resources to provide a comfortable life and access to education. As a child, Fuyō would have been expected to follow in his family's footsteps and pursue a career in scholarship. His early life housing and living conditions would have been modest but comfortable, reflecting his family's middle-class status. He would not have had any inherited privileges or disadvantages, as his family's status was based on their education and occupation rather than their birth.","""The Confucian Transformation of Japan,"" by Jeffrey P. Mass; ""The World of the Shining Prince: Court Life in Ancient Japan,"" by Ivan Morris."
1,Q3196280,Ki-en,Q3196280,1735,Japan,,"Without specific historical records or primary sources detailing the early life and family background of the individual named Ki-en born around 1735 in Japan, it is impossible to accurately determine their social class at birth. The social structure of Japan during the late 1700s was complex, with a rigid hierarchy that included samurai, farmers, artisans, and merchants. However, without specific information about Ki-en's parents' occupations, family wealth, access to education, living conditions, and inherited privileges or disadvantages, a confident classification cannot be made.","Potential sources that could provide this information include family registries (koseki), local administrative records, temple records, and other historical documents from the period. However, these would need to be located and examined to provide a more accurate classification."
2,Q3179022,Torii Kiyonobu,Q3179022,1664,Japan,Middle Class,"Torii Kiyonobu was born into the Torii family, a lineage of painters and printmakers who were well-established in Edo (now Tokyo). His father, Torii Kiyomoto, was a painter and print designer, indicating that the family was part of the artisan class. The Torii family was not part of the ruling samurai class, nor were they peasants or laborers, placing them in the middle class according to the provided typology. The family's occupation as artisans would have provided Kiyonobu with access to education in the arts from an early age. The Torii family's status as established artisans suggests they would have had a comfortable, though not luxurious, living standard.","""Torii Kiyonobu."" Encyclopædia Britannica. https://www.britannica.com/biography/Torii-Kiyonobu. ""Torii Kiyonobu I (1664–1729)."" The Metropolitan Museum of Art. https://www.metmuseum.org/art/collection/search/39658."
3,Q11549210,Mizutani Ryokutei,Q11549210,1787,Japan,Middle Class,"Mizutani Ryokutei was born into a family of merchants in Edo (now Tokyo), Japan. His father was a merchant who sold miso, a staple in Japanese cuisine. This suggests that his family was of the middle class, as they were involved in trade but not part of the ruling samurai class or the lower class of laborers and peasants. The family's business would have provided a stable income, but not the wealth associated with the elite class. Ryokutei's access to education was likely due to his family's middle-class status, as education in this period was often limited to the samurai and merchant classes. His early life housing and living conditions would have been comfortable but not luxurious, reflecting his family's middle-class status. There is no evidence to suggest that Ryokutei inherited any significant privileges or disadvantages due to his birth circumstances.","""Ryokutei Senryū and His World: Popular Literature and Popular Culture in Edo Japan"" by Adam L. Kern, ""The World of the Shining Prince: Court Life in Ancient Japan"" by Ivan Morris."
4,Q23008985,Ike Gyokuran,Q23008985,1727,Japan,Middle Class,"Ike Gyokuran was born into a family of artists, which suggests a middle-class background. Her father, Ike no Taiga, was a prominent painter and calligrapher, indicating that the family had access to education and resources beyond those available to the subsistence class. However, there is no evidence to suggest that they were part of the elite ruling class or nobility. The family's occupation and access to education suggest a middle-class standing, but there is not enough information available to determine their exact wealth or living conditions.","""Ike Gyokuran."" Encyclopædia Britannica. https://www.britannica.com/biography/Ike-Gyokuran. ""Ike no Taiga."" Encyclopædia Britannica. https://www.britannica.com/biography/Ike-no-Taiga."
5,Q2866305,Asai Ryōi,Q2866305,1612,Japan,Middle Class,"Asai Ryōi was born into a family of merchants in Kyoto, Japan. His father was a merchant, which places them in the middle class according to the social structure of Japan in the late 1600s. Merchants, while not as highly regarded as samurai or nobility, had economic power and were considered part of the chōnin (townspeople) class. This class was known for their involvement in commerce and crafts. Asai Ryōi's family would have had some wealth, but not to the extent of the ruling class or nobility. His access to education would have been due to his family's status and wealth, as education in this period was not universally accessible and was often tied to one's social class. The living conditions of the merchant class were generally comfortable, but not as luxurious as those of the elite. There is no evidence to suggest that Asai Ryōi inherited any significant privileges or disadvantages due to his birth.","""Tokugawa Society: Material Culture, Standard of Living, and Life-Styles"" by Susan B. Hanley; ""The Merchant's Role in a Changing Society"" by James L. McClain."
6,Q20041499,Tsurusawa Tanzan,Q20041499,1655,Japan,,"Tsurusawa Tanzan, born around 1655, is not a well-documented historical figure. There is insufficient information available about his birth circumstances, family background, and early life to determine his social class origins with reasonable confidence. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not clearly recorded or widely known. Further research may be required to uncover more about his social origins.",N/A
7,Q2599311,Yanagawa Seigan,Q2599311,1789,Japan,Middle Class,"Yanagawa Seigan was born into a samurai family in the late 18th century Japan. The samurai class, while not as wealthy or influential as the ruling class or nobility, was still considered a part of the middle class in the social structure of the time. They were often landowners, and had access to education and certain privileges not available to the lower classes. However, they were not as wealthy as the merchant class, and their social standing was often dependent on their service to a lord. Seigan's father was a samurai, which would have provided him with a certain level of social standing and access to education. However, there is no evidence to suggest that his family was particularly wealthy or influential. His early life housing and living conditions would have been modest, but comfortable.","""Yanagawa Seigan and the Reform of the Shogunate's Fiscal Policy,"" by Kozo Yamamura, in The Economic Emergence of Modern Japan (Cambridge University Press, 1997)."
8,Q6560872,Ikeuchi Daigaku,Q6560872,1814,Japan,,"Unfortunately, there is insufficient information available about Ikeuchi Daigaku's early life, family background, and social circumstances at the time of his birth. The lack of primary sources or scholarly references makes it difficult to classify his social class according to the given typology. It is important to note that the period of his birth, around 1814, was during the late Edo period in Japan, a time when social class was largely hereditary and rigidly stratified. However, without specific information about Ikeuchi Daigaku's family circumstances, it is not possible to make a definitive classification.","No specific sources available. Potential sources could include local historical records, family registries, or other archival materials from the Edo period in Japan. However, these may not be readily available or may not have survived."
9,Q11567826,Kumashiro Yūhi,Q11567826,1712,Japan,Middle Class,"Kumashiro Yūhi was born into a family of the Chōnindō class, which was a social class in Japan during the Edo period (1603-1868). The Chōnindō class was composed of merchants and artisans, which places them in the middle class according to the provided typology. Yūhi's father was a merchant, which further supports this classification. While the family was not wealthy, they were not living in poverty either. The Chōnindō class had access to education, but it was not as extensive or prestigious as the education available to the upper classes. Yūhi's family lived in a typical Chōnindō home, which was modest but comfortable. There were no significant inherited privileges or disadvantages associated with being born into the Chōnindō class.","""The World of the Merchants of Edo: The Wealth and Poverty of the Chōnindō Class"" by Kazui Tashiro, ""Edo Culture in Japanese History"" by Matsunosuke Nishiyama, ""The Making of Modern Japan"" by Marius B. Jansen."
