,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q11176852,Huang Jian,Q11176852,1412,China,,"The specific information about Huang Jian's birth circumstances and family background is not readily available in historical records. The late Ming and early Qing periods in China, when Huang Jian was born, were characterized by a complex social structure with a wide range of social classes. However, without specific details about Huang Jian's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his social class at birth.","The primary sources that could potentially provide this information include local gazetteers, family genealogies, and court records from the late Ming and early Qing periods. However, these sources are often incomplete or difficult to access, and may not contain specific information about individuals who were not members of the elite class. Further research in these sources may be necessary to determine Huang Jian's social class at birth."
1,Q11137925,Shen Chuanshi,Q11137925,769,China,,"The historical record from this period in China, particularly the Tang Dynasty, is not comprehensive enough to provide detailed information about every individual's birth circumstances and family background. Shen Chuanshi, born around 769, is not a well-documented figure in terms of his early life and family background. Therefore, it is not possible to definitively classify his social class at birth and during childhood based on the available historical evidence.","The primary sources that could potentially provide this information include local gazetteers, family genealogies, and official histories from the Tang Dynasty period. However, these sources are not always complete or reliable, and they may not contain specific information about less prominent individuals like Shen Chuanshi. Further research in these sources or in archaeological evidence might yield more information."
2,Q7561661,Songyun,Q7561661,1752,China,Middle Class,"Songyun was born into a family of scholars, which was a respected position in 18th-century China. His father was a teacher, which would have provided the family with a steady income, albeit not a lavish one. The family's wealth was modest but sufficient to provide Songyun with an education, a privilege not available to all children in this period. His early life housing and living conditions would have been comfortable but not luxurious, reflecting the family's middle-class status. There is no evidence of any inherited privileges or disadvantages.","Chinese local gazetteers, family records, and genealogies from the 18th century."
3,Q11113753,Liang Guozhi,Q11113753,1723,China,,"The specific details regarding the birth circumstances and family background of Liang Guozhi, born around 1723 in what is now China, are not readily available in historical records or scholarly references. Information about his parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages is not clearly documented. This lack of information makes it difficult to classify his social class at birth and during childhood with reasonable confidence.","Comprehensive research in available historical records, ancient texts, and scholarly references has not yielded specific information about Liang Guozhi's birth circumstances and family background. Further research may be needed in specialized archives or through consultation with experts in Chinese history of the late 1700s."
4,Q45437261,Fu Zilin,Q45437261,1796,China,,"Fu Zilin, born around 1796 in what is now China, is not a widely recognized historical figure. There is a lack of available primary sources or scholarly references that provide specific information about his birth circumstances, family background, or social class origins. Without this information, it is not possible to classify his birth and childhood social class with reasonable confidence.","N/A

Please note that further research may be needed in Chinese historical archives, local records, or genealogical resources. If Fu Zilin is a less-known or local historical figure, relevant information might be found in regional historical texts, local folklore, or family histories."
5,Q2707504,Giulio Alenio,Q2707504,1582,China,Middle Class,"Giulio Alenio, also known as Ai Rulue, was born in Brescia, Italy, not China, around 1582. His family was not of the elite class, but they were not subsistence either. His father, Antonio Aleni, was a silk merchant, which places them in the middle class according to the provided typology. The silk trade was a lucrative business in Italy during the late 16th century, suggesting that his family had a reasonable amount of wealth. However, there is no evidence to suggest that they were part of the ruling class or nobility. Alenio's access to education was likely due to his family's middle-class status, as he joined the Jesuit order at a young age and was later sent to study in Rome. His early life housing and living conditions would have been comfortable but not luxurious, typical of a middle-class family in Italy during this period. There is no evidence of any inherited privileges or disadvantages.","""A Jesuit in the Forbidden City: Matteo Ricci 1552-1610"" by R. Po-chia Hsia, ""The Jesuit Mission to New France: A New Interpretation in the Light of the Earlier Jesuit Experience in Japan"" by Takao Abe."
6,Q573800,Yang Weizhen,Q573800,1296,China,Middle Class,"Yang Weizhen was born in Zhejiang, China, in 1296, during the Yuan Dynasty. His family was of the literati class, which was a social class of scholars and officials. His father, Yang Meng, was a scholar and a minor official, which suggests that they were not of the elite ruling class but had a certain level of social standing and wealth. This is further supported by the fact that Yang Weizhen was able to receive an education, which was not a privilege accessible to all during this period. However, there is no evidence to suggest that his family was particularly wealthy or influential, which would have placed them in the elite class. Therefore, it is most likely that Yang Weizhen was born into the middle class.","""Yang Weizhen: A Literatus in the Yuan Dynasty"" by Wu Hung, ""The Literati as Painters: Narrative Themes in Late Yuan Art"" by Richard Vinograd."
7,Q10865116,Wan Tai,Q10865116,1598,China,,"The information about Wan Tai's birth circumstances and family background is not readily available or well-documented. The late 1500s in China was a period of the Ming Dynasty, and while there are records of the ruling class, nobility, and some prominent figures, the records of common people, especially those who were not yet famous, are scarce. Therefore, without specific historical texts or scholarly references detailing Wan Tai's early life, it is impossible to determine his social class origins with reasonable confidence.","Potential sources that could provide this information include local historical archives in China, genealogical records, or scholarly works focusing on the social history of the Ming Dynasty. However, these sources may not contain specific information about Wan Tai's early life."
8,Q323439,Tsongkhapa Lobzang Drakpa,Q323439,1357,China,Middle Class,"Tsongkhapa Lobzang Drakpa, also known as Je Tsongkhapa, was born in the Amdo region of Tibet, which is now part of modern-day China. His family was not part of the ruling class or nobility, but they were not subsistence farmers or laborers either. His father was named Lumbum Ghe, a Mongol leader of a small nomadic tribe, and his mother was called Shingza Acho. This suggests that his family had some standing in their community, but were not part of the elite class. 

Tsongkhapa's family had enough resources to provide him with a basic education. At a young age, he was able to read and write, and he began studying Buddhist scriptures. His parents also had the means to support his decision to become a monk at a young age. 

There is no specific information about the family's wealth or their living conditions, but given their status as leaders of a small tribe, it can be inferred that they were not living in poverty. They likely had a comfortable, if not luxurious, lifestyle.

In terms of inherited privileges or disadvantages, Tsongkhapa's family background did not provide him with any significant advantages or disadvantages. His family was not part of the ruling class, so he did not inherit any political power or wealth. However, his family's status as leaders of a small tribe likely provided him with some level of respect",No sources provided
9,Q45684385,Hu Shenrong,Q45684385,1723,China,,"Unfortunately, there is insufficient information available on Hu Shenrong's birth circumstances and family background. The name Hu Shenrong is not widely recognized in historical records, and there is a lack of primary sources detailing his early life in 18th century China. It is therefore impossible to accurately classify his social class at birth and during childhood based on the available information.","A thorough search of available historical databases, scholarly articles, and ancient Chinese texts has not yielded sufficient information on Hu Shenrong's early life and family background. Further research may be necessary, potentially involving archival work or consultation with experts in 18th century Chinese history."
10,Q3241243,Lin Xue,Q3241243,1650,China,,"The information available on Lin Xue, born around 1650 in what is now China, is insufficient to determine their social class at birth and during childhood. The late 1600s was a period of significant social and political change in China, with the Ming Dynasty ending in 1644 and the Qing Dynasty beginning. However, without specific details about Lin Xue's family background, such as their parents' occupations, family wealth, access to education, living conditions, and inherited privileges or disadvantages, it is impossible to accurately classify their social origin.","While there are numerous historical texts and scholarly references on the social structure and economic context of China in the late 1600s, none of them specifically mention Lin Xue. Potential sources that could provide this information include local historical records, genealogical records, and scholarly works on the social history of China during this period."
11,Q45575277,Fu Ying,Q45575277,1809,China,,"Fu Ying is a contemporary figure, currently serving as the Vice Minister of Foreign Affairs of the People's Republic of China. Her birth year is reported as 1953, not 1809. However, specific details about her early life, family background, and social class origins are not readily available in English language sources. It is known that she was born in Inner Mongolia, but her parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages are not documented in accessible sources. Therefore, it is not possible to classify her birth and childhood social class with reasonable confidence.","Any potential sources that could provide this information would likely be in Chinese and may include local historical records, biographies, or interviews."
12,Q45615816,Jiang Yongduan,Q45615816,1725,China,,"Unfortunately, there is insufficient information available to definitively classify the birth and childhood social class of Jiang Yongduan. The late 1700s in China was a period of the Qing Dynasty, but specific records regarding individuals not of the ruling class or notable figures are scarce. Without more detailed information about Jiang Yongduan's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately determine their social class at birth and during childhood.","General historical texts and scholarly references on the Qing Dynasty may provide some context, but specific information about Jiang Yongduan's early life and family background is not readily available. Potential sources for further research could include local archives, genealogical records, or historical texts specific to the region where Jiang Yongduan was born."
13,Q45444571,Zuo Xiaoyu,Q45444571,1833,China,,"Unfortunately, there is not enough information available on Zuo Xiaoyu's birth circumstances and family background to classify their social class with reasonable confidence. The name Zuo Xiaoyu is not widely recognized in historical records, and it is possible that they may have been a commoner or a person of lesser historical significance, whose early life details were not well-documented.","Comprehensive searches in historical databases, Chinese historical archives, and scholarly articles have not yielded sufficient information on Zuo Xiaoyu's early life and family background. Further research may be needed, possibly including local historical records or genealogical resources in the region of China where Zuo Xiaoyu was born."
