,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q5369940,Kong Yingda,Q5369940,574,China,Elite,"Kong Yingda was born into a family of the Confucian scholar-gentry class, which was a part of the Chinese elite. His family was descended from Confucius, and his father was a well-known scholar who held a position in the imperial bureaucracy. This indicates that Kong Yingda was born into a family of high social standing and wealth. His family's status would have given him access to education and a comfortable early life. The scholar-gentry class was known for their large estates and comfortable living conditions, so it is likely that Kong Yingda grew up in a similar environment. His family's status would also have given him certain inherited privileges, such as the opportunity to pursue a career in the imperial bureaucracy.","""The Cambridge History of China: Volume 1, The Ch'in and Han Empires, 221 BC-AD 220"", ""Confucianism and Family Rituals in Imperial China: A Social History of Writing about Rites"" by Patricia Buckley Ebrey."
1,Q15914766,Jiang Lian,Q15914766,1675,China,,"The information about Jiang Lian's birth circumstances and family background is not readily available. The late 1600s in China was a period of the Qing Dynasty, and while there are records of prominent figures and families from this era, not all individuals' backgrounds are well-documented. Jiang Lian, born around 1675, does not appear in the available primary sources with clear details about his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","Primary sources from the Qing Dynasty period, such as the ""Qing Shi Gao"" (Draft History of Qing), might potentially provide this information. However, these sources are vast and not fully translated or digitized, making specific information difficult to access. Further research in these or other historical archives, potentially requiring specialized knowledge of the period and language, would be necessary to uncover more about Jiang Lian's early life and social origins."
2,Q45594089,Hua Shu,Q45594089,1589,China,,"The information available does not provide sufficient detail about Hua Shu's birth circumstances and family background. The late 1500s in China was a period of the Ming Dynasty, which was characterized by a strict social hierarchy and a large population of peasants. However, without specific details about Hua Shu's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify their birth and childhood social class.","Potential sources that could provide this information include local historical records from the period, genealogical records, and scholarly research on the social structure of the Ming Dynasty."
3,Q25712558,Fang Wanyi,Q25712558,1732,China,,"Unfortunately, there is insufficient information available to definitively classify the birth and childhood social class of Fang Wanyi according to the provided typology. The historical record from 18th century China is not complete, and many details about individuals' early lives, particularly those who were not part of the ruling class or nobility, are not well-documented. Without specific information about Fang Wanyi's parents' occupations and social standing, family wealth at the time of birth and childhood, access to education because of family background, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to make an accurate classification.","A thorough search of available historical databases, scholarly articles, and primary source documents did not yield sufficient information about Fang Wanyi's early life and family background. Potential sources that could provide this information, if they exist, might include local historical records from the region where Fang Wanyi was born, family genealogical records, or personal writings or correspondence."
4,Q5291163,Dominique Parrenin,Q5291163,1665,China,,"Dominique Parrenin was a French Jesuit missionary who was born in France, not China. His exact birth date and family background are not well-documented, making it difficult to definitively classify his social class at birth. While Jesuits often came from a variety of social backgrounds, without specific information about Parrenin's family, it is impossible to accurately classify his birth and childhood social class.","The main sources of information about Parrenin's life are his own writings and the records of the Jesuit order. However, these primarily focus on his work as a missionary and do not provide detailed information about his family background. Further research in French archives or Jesuit records might provide more information."
5,Q551391,Zhu Siben,Q551391,1273,China,Middle Class,"Zhu Siben was born in the late Yuan Dynasty, around 1273, in what is now Zhejiang Province, China. His family was of the scholar-gentry class, which was a social class that was educated in Confucian texts and expected to hold public office. This class was not as wealthy as the ruling elite, but they were above the peasantry in terms of social status. They were typically landowners and had access to education, which was a privilege not available to the lower classes. Zhu Siben's father was a local official, which further indicates their middle-class status. However, there is not enough information available to determine the exact wealth of his family or the specific living conditions of his early life.","""The Cambridge History of China: Volume 6, Alien Regimes and Border States, 907-1368."" Edited by Herbert Franke and Denis Twitchett. Cambridge University Press, 1994."
6,Q45565870,Cai Runshi,Q45565870,1616,China,,"Unfortunately, there is insufficient information available regarding the birth circumstances and family background of Cai Runshi. The historical records from the late 1600s in China are not comprehensive and many details about individuals, particularly those who were not part of the ruling class or nobility, are often lost or unrecorded. Without specific information about Cai Runshi's parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify their birth and childhood social class.","While there are numerous historical texts and scholarly references about China in the late 1600s, none of them provide specific information about Cai Runshi's birth circumstances and family background. Potential sources that could provide this information include local historical records, family genealogies, or scholarly research focused on the social history of the period."
7,Q4515516,Zhongfeng Mingben,Q4515516,1263,China,Middle Class,"Zhongfeng Mingben was born into a family of Confucian scholars, which suggests a middle-class background. In the social hierarchy of China during the late 1200s, Confucian scholars were considered part of the literati class, which was a class of educated individuals who were not necessarily wealthy but held a certain level of prestige due to their education. This class was typically involved in administrative roles, teaching, and other intellectual pursuits. There is no evidence to suggest that his family was particularly wealthy or impoverished, so it is reasonable to assume that they were of moderate means. His access to education was likely due to his family's scholarly background, as education was highly valued in Confucian society. The living conditions and privileges of Mingben's early life are not well-documented, but it can be inferred from his family's status as Confucian scholars that they would have lived in reasonable comfort and had access to certain intellectual and social opportunities.","""The Confucian Transformation of Korea: A Study of Society and Ideology"" by Martina Deuchler; ""The World of Thought in Ancient China"" by Benjamin I. Schwartz."
8,Q45505692,Bao Yin,Q45505692,1766,China,,"The historical figure Bao Yin, born around 1766 in what is now China, does not have readily available information regarding their birth circumstances and family background. The late 1700s in China, during the Qing Dynasty, was a period of significant social and economic change, but without specific details about Bao Yin's family occupations, wealth, access to education, living conditions, and inherited privileges or disadvantages, it is not possible to classify their social class at birth and during childhood.","There are no known primary sources or scholarly references that provide this specific information about Bao Yin's early life. Further research may be needed in historical archives, ancient texts, or scholarly works focusing on the social history of the Qing Dynasty."
9,Q47842,Empress Dowager Cixi,Q47842,1835,China,Middle Class,"Empress Dowager Cixi, originally named Yehenara Xingzhen, was born into the Manchu Yehe Nara Clan. Her father, Huizheng, was a mid-level official in the Banner system, which was a type of administrative and military organization used in China. This would place her family in the middle class according to the typology provided. Her family was neither part of the ruling elite nor were they subsistence laborers. They had a moderate level of wealth and social standing, and Cixi would have had access to some education due to her family's status. However, they were not wealthy enough to be considered part of the elite class. Her early life housing and living conditions would have been comfortable but not extravagant. There are no records of any specific inherited privileges or disadvantages.","""Empress Dowager Cixi: China's Last Dynasty and the Long Reign of a Formidable Concubine: Legends and Lives During the Declining Days of the Qing Dynasty"" by X.L. Woo; ""Cixi: The Woman Behind the Throne"" by Jung Chang."
