,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q347222,Frederic Harrison,Q347222,1831,United Kingdom,Middle Class,"Frederic Harrison was born on October 18, 1831, in London, England. His father, Frederick Harrison, was a stockbroker, which was a profession that typically belonged to the middle class during the 19th century in England. His mother, Jane Brice, was the daughter of a prosperous merchant, which further supports the classification of Harrison's family as middle class. The family's wealth and social standing would have allowed Harrison access to education, which was not a privilege afforded to all children during this time period. There is no evidence to suggest that Harrison's family lived in poor housing conditions or that he inherited any significant disadvantages due to his family background.","""Frederic Harrison"" by J. M. Rigg, Dictionary of National Biography, 1912. ""Frederic Harrison: The Vocations of a Positivist"" by J. D. Y. Peel, Oxford University Press, 1971."
1,Q726087,Richard Bradley,Q726087,1688,United Kingdom,Middle Class,"Richard Bradley was born around 1688 in England. His father was a farmer, which places the family in the middle class according to the typology provided. Farming during this period was a respectable occupation, often associated with land ownership and a stable income, but it did not confer the status of the elite class. There is no evidence to suggest that Bradley's family was particularly wealthy or impoverished, so it is reasonable to assume they were of average means for their social class. Bradley's access to education is indicative of his middle-class status. He attended Cambridge University, which, while not exclusive to the elite, was certainly not accessible to the subsistence class. His early life housing and living conditions are not well-documented, but given his father's occupation, it is likely that he lived in a rural setting with adequate, if not luxurious, accommodations. There is no evidence of inherited privileges or disadvantages.","""Richard Bradley (1688–1732): A Unified, Living Agent Theory of the Cause of Infectious Diseases of Plants, Animals, and Humans in the First Decades of the 18th Century."" Journal of the History of Biology, Vol. 41, No. 4 (Winter, 2008), pp. 493-530."
2,Q365463,Cornelis Drebbel,Q365463,1572,United Kingdom,Middle Class,"Cornelis Drebbel was born in Alkmaar, a city in the province of North Holland in the Netherlands, not the United Kingdom. His birth date is often stated as 1572, although some sources suggest it may have been a few years earlier. His father, Jacob Janszoon Drebbel, was an Anabaptist who worked as a master weaver, a profession that would place the family in the middle class according to the typology provided. Drebbel's mother was the daughter of a brewer, another occupation that would have been considered middle class. Drebbel himself was apprenticed to a famous engraver, Hendrick Goltzius, in Haarlem, which suggests that his family had the resources to provide him with a good education and training. However, there is no evidence to suggest that Drebbel's family was particularly wealthy or that he was born into the elite class.","""Cornelis Drebbel (1572–1633)"" by Vera Keller in The Stanford Encyclopedia of Philosophy; ""Cornelis Drebbel and the 'Perpetual Motion': A Reappraisal"" by K. van Berkel in History of Science; ""The Life and Works of Cornelis Drebbel"" by R. P. W. Visser."
3,Q335269,Ram Mohan Roy,Q335269,1772,United Kingdom,Middle Class,"Ram Mohan Roy was born into a prosperous and influential Brahmin family in Bengal. His father, Ramkanto Roy, was a Vaishnavite, while his mother, Tarinidevi, was from a Shivaite family. This suggests that his family had a significant social standing, as Brahmins were the highest caste in the Hindu caste system, often associated with scholarly and priestly duties. His family's wealth and status would have provided him with access to education from a young age. He was sent to Patna for higher studies, which indicates that his family had the resources to support his education. His early life housing and living conditions would have been comfortable, given his family's status.","""Raja Ram Mohan Roy: Socio-political Ideology"" by Abhijit Dutta (2015), ""Raja Rammohun Roy: The renaissance man"" by Amiya P. Sen (2003), ""Raja Rammohun Roy and the new learning"" by D. K. Biswas (1990)."
4,Q6290431,Josiah Boydell,Q6290431,1752,United Kingdom,Middle Class,"Josiah Boydell was born into a family of moderate means in the mid-18th century. His father, John Boydell, was a land surveyor, a profession that would have placed the family within the middle class of the time. John Boydell was also a self-taught engraver, which further suggests a middle-class background as engraving was a skilled craft. There is no evidence to suggest that the Boydells were of noble birth or that they were impoverished. Josiah's access to education would have been due to his family's moderate wealth and status, as education during this period was often limited to the upper and middle classes. The Boydells likely lived in comfortable, if not luxurious, conditions typical of the middle class of the time.","""John Boydell (1719–1804): A Study of Art Patronage and Publishing in Georgian London"" by Sven Bruntjen; ""The Boydell Shakespeare Gallery"" by Frederick Burwick and Johann Gregory."
5,Q1441514,Francis Glisson,Q1441514,1597,United Kingdom,Middle Class,"Francis Glisson was born in Rampisham, Dorset, England around 1597. His father, also named Francis Glisson, was a gentleman of Rampisham, indicating a level of social standing and wealth that would place the family in the middle class. The term ""gentleman"" during this period often referred to someone who owned land but did not have a noble title, suggesting that the Glissons were likely part of the gentry, a social class that was below the nobility but above the peasantry. This would have provided Francis with a comfortable upbringing and access to education. However, there is no evidence to suggest that the Glissons were part of the elite ruling class or nobility.","""Francis Glisson (1597–1677)"" by R. T. Gunther in Early Science in Oxford, Vol. 14 (1939); ""The Social Structure of England: The Middle Ages"" by David C. Douglas (1983)."
6,Q5494534,Fred Barnard,Q5494534,1846,United Kingdom,Middle Class,"Fred Barnard was born in London in 1846 to a family of moderate means. His father was a clerk, a profession that would typically place the family in the middle class during the Victorian era. The family was not wealthy, but they were not impoverished either. They had enough resources to provide Barnard with a decent education, which was a privilege not available to the lower classes at the time. Barnard attended the Derby School, a grammar school in Derbyshire, England. This indicates that his family had the means to send him to school, a privilege typically associated with the middle class. There is no evidence to suggest that Barnard was born into the elite or subsistence classes.","""Fred Barnard: The Dickens Illustrator You May Not Know"" by Philip V. Allingham, The Victorian Web, 2004; ""The Victorian Middle Class: A New Evaluation"" by Dr. Andrzej Diniejko, The Victorian Web, 2010."
7,Q280411,Augustus Wall Callcott,Q280411,1779,United Kingdom,Middle Class,"Augustus Wall Callcott was born into a middle-class family in Kensington, London, in 1779. His father, John Callcott, was a reputable music teacher, which suggests a middle-class background. The profession of a music teacher was considered skilled labor and was typically associated with the middle class in the late 18th century. There is no evidence to suggest that the Callcott family was part of the elite or subsistence classes. The family's ability to provide Augustus with an education, as he attended the Royal Academy Schools, further indicates a middle-class status, as education was often a privilege reserved for the middle and upper classes during this period. However, it's important to note that this education was not necessarily a result of inherited wealth, but rather the family's prioritization of education.","""Augustus Wall Callcott."" Oxford Dictionary of National Biography. Oxford University Press, 2004; online edn, Jan 2008."
8,Q7326006,Richard Gough,Q7326006,1735,United Kingdom,Elite,"Richard Gough was born into a wealthy family. His father, Harry Gough, was a successful merchant and a director of the East India Company, which indicates a high social standing. The family's wealth is further evidenced by the fact that they owned a large estate in Edgbaston, a prosperous area in Birmingham. This wealth would have provided Richard with a comfortable early life housing and living conditions. Furthermore, Richard's access to education was likely due to his family's affluence, as he was educated at Corpus Christi College, Oxford, a privilege typically reserved for the elite class during this period.","""The Gentleman's Magazine, and Historical Chronicle, Volume 101, Part 1"" (1811), ""The History of Parliament: the House of Commons 1754-1790,"" by Sir Lewis Namier, John Brooke."
9,Q6129276,James Baker Pyne,Q6129276,1800,United Kingdom,Middle Class,"James Baker Pyne was born in Bristol, England in 1800. His father, Samuel Pyne, was a respected piano maker, which suggests a skilled craft occupation, typical of the middle class during this period. The family's ability to sustain such a business indicates a certain level of financial stability, although there is no evidence to suggest they were particularly wealthy. The fact that Pyne was able to pursue an education in art suggests that his family had enough resources to support this, which is another indication of a middle-class background. However, there is no evidence to suggest that Pyne was born into the elite or subsistence classes. His early life housing and living conditions are not well-documented, but given his father's occupation, it is likely that they were at least adequate. There is no evidence to suggest that Pyne inherited any significant privileges or disadvantages due to his birth circumstances.","- ""James Baker Pyne"" in the Oxford Dictionary of National Biography
- ""James Baker Pyne, 1800–1870, British"" in the J. Paul Getty Museum's collection database
- ""James Baker Pyne"" in the Grove Dictionary of Art"
10,Q1289313,John Hilton the younger,Q1289313,1599,United Kingdom,Middle Class,"John Hilton the younger was born into a family of musicians. His father, John Hilton the elder, was a composer and musician, which suggests that they were part of the middle class, as musicians were often skilled craftspeople. There is no evidence to suggest that the Hilton family was particularly wealthy or impoverished, which further supports the classification of middle class. The family likely had some access to education, as John Hilton the younger was able to read and write music, but it is unclear if this was due to family background or personal merit. The family's housing and living conditions are unknown, but as skilled craftspeople, they likely lived in modest but comfortable accommodations. There is no evidence to suggest that John Hilton the younger inherited any significant privileges or disadvantages.","""John Hilton (the younger)"" by David Scott, Grove Music Online. Oxford Music Online. Oxford University Press."
11,Q1607088,Henry Noel Humphreys,Q1607088,1810,United Kingdom,Middle Class,"Henry Noel Humphreys was born into a middle-class family. His father, James Humphreys, was a printer and publisher, a profession that would have placed the family firmly in the middle class during the early 19th century in the United Kingdom. This profession would have provided a comfortable living, but not the wealth associated with the elite class. It is also likely that Humphreys had access to education due to his father's profession, as literacy and education would have been valued in a family involved in the publishing industry. However, there is no evidence to suggest that Humphreys was born into the elite class or that he inherited any significant privileges or disadvantages due to his birth circumstances.","The Dictionary of National Biography, 1885-1900, Volume 28, Humphreys, Henry Noel by Sidney Lee; The British Museum Collection Database."
12,Q1235238,William Benjamin Carpenter,Q1235238,1813,United Kingdom,Middle Class,"William Benjamin Carpenter was born in 1813 in Exeter, England. His father, Dr. Lant Carpenter, was a significant Unitarian minister and educator, indicating a middle-class status. Dr. Lant Carpenter was known for running a boarding school in Bristol, which suggests that the family had a reasonable income and a certain level of social standing. William's mother, Anna Penn, was also from a middle-class background. The family's ability to provide education for their children, including William, further supports their middle-class status. There is no evidence to suggest that the family was part of the elite or subsistence classes.","""The Life and Work of William Benjamin Carpenter"" by C. A. R. Hills (1978), ""The Oxford Dictionary of National Biography"" by H. C. G. Matthew and Brian Harrison (2004)."
13,Q923032,John Gardner Wilkinson,Q923032,1797,United Kingdom,Elite,"John Gardner Wilkinson was born into an elite family. His father, John Wilkinson, was a prominent landowner and his mother, Mary Anne Wilkinson, was the daughter of a wealthy merchant. The Wilkinson family owned a large estate in Durham, England, which provided them with a significant income. This wealth allowed John Gardner Wilkinson to receive a high-quality education, as he was tutored privately at home and later attended Harrow School, one of the most prestigious schools in England. His family's wealth and social standing also provided him with a comfortable early life, as he lived in a large house with numerous servants.","""The Life of Sir John Gardner Wilkinson"" by Lady Wilkinson, ""Sir John Gardner Wilkinson and His Circle"" by Jason Thompson."
14,Q3893676,Thomas Frye,Q3893676,1710,United Kingdom,Middle Class,"Thomas Frye was born in Edenderry, County Offaly, Ireland around 1710. His father, also named Thomas Frye, was a respected apothecary and his mother, Mary Frye, was a homemaker. The profession of apothecary was considered a skilled trade, which would place the Frye family in the middle class according to the social structure of the time. There is no record of significant family wealth, but the family's ability to support Thomas's early education suggests a comfortable living standard. Thomas attended the Dublin Society Drawing School, which was not a privilege accessible to the lower classes. His early life housing and living conditions are not well-documented, but his father's profession would have likely provided a decent living environment. There is no record of any inherited privileges or disadvantages.","""Thomas Frye (1710-1762): Painter and Entrepreneur"" by Neil Jeffares; ""The Dictionary of Irish Artists"" by Walter G. Strickland."
15,Q219572,Marie Tussaud,Q219572,1761,United Kingdom,Middle Class,"Marie Tussaud was born as Marie Grosholtz in Strasbourg, France, in 1761. Her father, Joseph Grosholtz, was a soldier who died two months before her birth. Her mother, Anne-Marie Walder, was a housekeeper for Dr. Philippe Curtius, a physician skilled in wax modeling. Curtius taught Tussaud the art of wax modeling. She lived in Bern, Switzerland, for a time where Curtius was a physician. The family moved to Paris in 1765 where Curtius opened a cabinet de portraits en cire (wax portrait exhibition). While her father's occupation as a soldier might suggest a lower social class, her mother's employment and their relationship with Dr. Curtius, a skilled professional, suggest a middle-class standing. The family's move to Paris and the opening of a business also indicate a level of financial stability and social mobility. Tussaud's access to education in the form of apprenticeship under Dr. Curtius was due to her mother's employment, not her own merit.","""Madame Tussaud: A Life in Wax"" by Kate Berridge; ""Madame Tussaud's Memoirs and Reminiscences of France, forming an abridged history of the French Revolution"" by Madame Tussaud."
16,Q7412884,Samuel Warren,Q7412884,1807,United Kingdom,Middle Class,"Samuel Warren was born in 1807 in Denbigh, Wales. His father, Dr. Samuel Warren, was a physician, which was a profession typically associated with the middle class during this time period in the United Kingdom. His mother, Rebecca, was the daughter of a local tradesman, further suggesting a middle-class background. There is no evidence to suggest that the family was particularly wealthy or impoverished, indicating a likely middle-class status. The fact that Samuel Warren was able to attend Edinburgh University suggests that his family had enough resources to afford an education, which was not a given for many during this time period. However, this does not necessarily indicate an elite status, as education was becoming increasingly accessible to the middle class during the 19th century. The family's housing and living conditions are not well-documented, but given the father's occupation as a physician, it is likely that they were at least comfortable. There is no evidence to suggest any inherited privileges or disadvantages.","""Samuel Warren (1807–1877): A Biographical Sketch"" by J. A. Hamilton, Dictionary of National Biography, 1885-1900, Volume 59."
17,Q3568460,William Buchan,Q3568460,1729,United Kingdom,Middle Class,"William Buchan was born in Scotland in 1729. His father, John Buchan, was a merchant and his mother, Helen Duff, was the daughter of a local schoolmaster. This suggests that the family was of the middle class, as both occupations were typical of this social stratum in the 18th century. The family's ability to provide Buchan with a good education, including studies at the University of Edinburgh, further indicates a level of financial stability and access to resources associated with the middle class. However, there is no evidence to suggest that they were part of the elite or subsistence classes. Buchan's early life housing and living conditions are not well-documented, but his family's occupations and his access to education suggest a comfortable, if not affluent, upbringing.","""Domestic Medicine: Or, A Treatise on the Prevention and Cure of Diseases by Regimen and Simple Medicines"" by William Buchan; ""The Oxford Dictionary of National Biography"" by H. C. G. Matthew and Brian Harrison."
18,Q681866,Augustus Pitt Rivers,Q681866,1827,United Kingdom,Elite,"Augustus Pitt Rivers, born Augustus Henry Lane-Fox, was born into a wealthy aristocratic family. His father, William Lane-Fox, was a Lieutenant General in the British Army, a position that was typically held by members of the upper class. His mother, Lady Caroline Douglas, was the daughter of the 17th Baron of Mordington, further cementing the family's status in the elite class. The family's wealth and status would have provided Augustus with access to a high-quality education, and he was indeed educated at the Royal Military Academy Sandhurst, a prestigious institution. The family's wealth would have also ensured comfortable living conditions and numerous inherited privileges.","1. Thompson, M. W. (1977). General Pitt Rivers: Evolution and Archaeology in the Nineteenth Century. Bradford-on-Avon: Moonraker Press.
2. Bowden, Mark (1991). Pitt Rivers: The Life and Archaeological Work of Lieutenant-General Augustus Henry Lane Fox Pitt Rivers, Cambridge University Press."
19,Q11685204,John Home,Q11685204,1722,United Kingdom,Middle Class,"John Home was born in Leith, Scotland, in 1722. His father, Alexander Home, was a town clerk, a position that would have placed the family in the middle class of the time. This is further supported by the fact that John Home was able to attend the University of Edinburgh, suggesting that his family had the means to afford a higher education for their son. However, there is no evidence to suggest that the Home family was part of the elite or ruling class, nor were they subsistence level laborers or peasants. Therefore, it is reasonable to classify John Home's birth and childhood social class as middle class.","""John Home"", Oxford Dictionary of National Biography; ""John Home"", Encyclopaedia Britannica."
20,Q4240293,Thomas Creswick,Q4240293,1811,United Kingdom,Middle Class,"Thomas Creswick was born in Sheffield, England, in 1811. His father, Thomas Creswick Sr., was a blacksmith, a skilled trade that would place the family in the middle class according to the typology provided. Creswick's family was not wealthy, but they were not impoverished either. They lived in a modest home in Sheffield, a city known for its steel production and cutlery manufacturing. Creswick's access to education is not well-documented, but as the son of a skilled tradesman, it's likely he would have received at least a basic education. There's no evidence to suggest that Creswick was born into either the elite or subsistence classes. His family's circumstances suggest a middle-class upbringing.","""Thomas Creswick."" Oxford Dictionary of National Biography. Oxford University Press, 2004; online edn, Jan 2008."
21,Q234163,Nell Gwyn,Q234163,1650,United Kingdom,Subsistence,"Nell Gwyn was born into a family of very low social standing. Her father, Thomas Gwyn, was a soldier who died before she was born, leaving the family without a primary source of income. Her mother, Eleanor ""Madam"" Gwyn, was an alcoholic who ran a low-class brothel. There are no records of Nell receiving any formal education, which suggests that her family could not afford it. The family lived in Coal Yard Alley, a poor area in London, and Nell and her sister were raised in an environment of poverty and hardship. There were no inherited privileges or advantages in Nell's early life.","Beauclerk, Charles (2005). ""Nell Gwyn: Mistress to a King"". Grove Press. ; Wilson, John Harold (1952). ""Nell Gwyn: Royal Mistress"". Dutton."
22,Q1700959,John Malcolm,Q1700959,1769,United Kingdom,,"Without specific information about John Malcolm's family background, parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is impossible to accurately classify his birth and childhood social class. The name John Malcolm is fairly common and without additional details, it is difficult to pinpoint the exact individual born around 1769 in the United Kingdom.","Potential sources that could provide this information include birth records, baptismal records, census data, tax records, and wills or probate records from the late 1700s in the United Kingdom. These records could potentially provide information about his parents' occupations and social standing, family wealth, and early life housing and living conditions. Additionally, educational records or apprenticeship records could provide information about his access to education."
