,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q8004299,William Alfred Delamotte,Q8004299,1775,United Kingdom,Middle Class,"William Alfred Delamotte was born in 1775 to a family of artists. His father, William Delamotte, was a drawing master at the Royal Military Academy, Woolwich, and his mother, Mary Delamotte, was also an artist. This suggests that the family had a certain level of income and social standing, as artistry and teaching at a military academy were professions typically associated with the middle class during this period. However, there is no evidence to suggest that the Delamotte family was part of the elite or aristocracy, nor that they were subsistence level laborers or peasants. The fact that William Alfred Delamotte was able to pursue a career in art suggests that he had access to education and resources due to his family background.","""The Dictionary of British Watercolour Artists up to 1920"" by H. L. Mallalieu, ""The Royal Military Academy, Woolwich"" by Major General A. H. Hussey, Major D. S. Ingham."
1,Q4229432,William Combe,Q4229432,1742,United Kingdom,Middle Class,"William Combe was born in Bristol, England, in 1742. His father was a wealthy merchant, which places the family in the middle class according to the social structure of the time. The family's wealth allowed Combe to receive a good education, as he was sent to Eton College, a prestigious boarding school. However, his father's death and subsequent mismanagement of the family fortune by a trustee left Combe in a precarious financial situation during his early adulthood. Despite this, his birth and childhood were marked by the privileges of the middle class, including access to education and a comfortable living situation.","""The Life of William Combe"" by Robert L. Mack, Oxford Dictionary of National Biography."
2,Q8005455,William Bernard Cooke,Q8005455,1778,United Kingdom,Middle Class,"William Bernard Cooke was born in London in 1778. His father, George Cooke, was a well-known engraver, which suggests that the family belonged to the middle class. Engraving was a skilled craft, and those who practiced it were typically considered part of the middle class during this period. There is no evidence to suggest that the Cooke family was particularly wealthy or impoverished, which further supports the classification of William Bernard Cooke as middle class. His father's occupation likely provided him with access to education and a comfortable living environment. However, there is no evidence to suggest that he inherited any significant privileges or disadvantages due to his birth circumstances.","""The Dictionary of National Biography"", Oxford University Press, 2004; ""The New Monthly Magazine and Literary Journal"", 1834."
3,Q1377089,George Price Boyce,Q1377089,1826,United Kingdom,Middle Class,"George Price Boyce was born into a middle-class family in London, England, in 1826. His father, George Boyce, was a successful wine merchant, which indicates a level of financial stability and business acumen associated with the middle class during this period. Boyce's mother, Ann Price, came from a family of successful Welsh ironmasters, further solidifying their middle-class status. The family's wealth allowed Boyce to receive a good education, which was not a privilege afforded to everyone in the 19th century. He attended the prestigious Westminster School, which suggests that his family had the means to afford such an education. The family lived in a comfortable home in St. John's Wood, a well-to-do area of London, indicating a level of wealth and comfort associated with the middle class.","- ""George Price Boyce: His Life and Letters"" by Virginia Surtees
- ""The Dictionary of British Watercolour Artists up to 1920"" by H. L. Mallalieu
- ""The London Encyclopaedia"" by Christopher Hibbert, Ben Weinreb, John Keay, Julia Keay."
4,Q1335565,John Francis Wade,Q1335565,1711,United Kingdom,,"The birth circumstances and family background of John Francis Wade, born around 1711, are not well-documented. There is a lack of primary sources that provide detailed information about his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. While it is known that he was a music copyist and teacher, these details pertain to his adult life and do not provide insight into his social class at birth.","The primary sources that could potentially provide this information include parish records, census data, and other historical documents from the early 18th century. However, these have not been found or are not publicly available. Secondary sources, such as biographies or scholarly articles, also do not provide this information."
5,Q722973,Thomas Day,Q722973,1748,United Kingdom,Elite,"Thomas Day was born into a wealthy family. His father, also named Thomas Day, was a government official who served as the undersecretary at the navy office. This position would have placed the family in the upper echelons of society. Upon his father's death in 1749, Day inherited a considerable fortune, which further solidified his family's elite status. His mother, Jane Day, was able to provide him with a good education due to the family's wealth. He was sent to the prestigious Charterhouse School in London, which was a privilege only the wealthy could afford during this period. His early life housing and living conditions would have been comfortable, reflecting the family's wealth and high social standing.","""The Life of Thomas Day, 1748-1789: An English Disciple of Rousseau"" by William H. Wickwar; ""Thomas Day: An English Disciple of Rousseau"" by Edith Morley."
6,Q4850963,Henry Brinley Richards,Q4850963,1819,United Kingdom,Middle Class,"Henry Brinley Richards was born in Carmarthen, Wales, in the United Kingdom. His father, Thomas Richards, was a respectable organist at St. Peter's Church in Carmarthen, indicating a middle-class background. The family's ability to provide Henry with early music education also suggests a certain level of financial stability and access to resources. However, there is no evidence to suggest that the family was part of the elite or subsistence classes. The family's occupation and access to education suggest a middle-class standing.","""Henry Brinley Richards."" Grove Music Online. Oxford Music Online. Oxford University Press."
7,Q6253379,John Preston Neale,Q6253379,1780,United Kingdom,,"The birth circumstances and family background of John Preston Neale, born around 1780 in the United Kingdom, are not readily available in historical records. While Neale is known for his later accomplishments as an artist and engraver, specific details about his early life, including his parents' occupations, family wealth, access to education, and living conditions, are not well-documented. Without this information, it is not possible to accurately classify his social class at birth according to the provided typology.","Various biographical sources on John Preston Neale, including the Oxford Dictionary of National Biography and the British Museum's collection database, do not provide detailed information on his early life and family background. Further research may be necessary, potentially involving primary source documents such as birth records, census data, or family correspondence, which may be held in local archives or libraries."
8,Q311652,John Davis,Q311652,1550,United Kingdom,Middle Class,"John Davis, also known as Davis of Sandridge, was born around 1550 in Sandridge, Devon, England. His father, James Davis, was a yeoman, a term used in the late 1500s to describe a free man who owned his own farm. This would place the Davis family in the middle class according to the provided typology. The yeoman class was not wealthy like the aristocracy, but they were not poor either. They were typically landowners who could live comfortably from their own agricultural labor. It is also known that John Davis was educated, suggesting that his family had the means to provide him with schooling, a privilege not accessible to all during this period. However, there is no evidence to suggest that the Davis family was particularly wealthy or influential, which would be characteristics of the elite class.","""The Voyages and Works of John Davis, the Navigator"" by Albert Hastings Markham, ""The Oxford Companion to British History"" by John Cannon."
9,Q1291563,Edward Armitage,Q1291563,1817,United Kingdom,Middle Class,"Edward Armitage was born in London in 1817 to a family of successful merchants. His father, James Armitage, was a prosperous businessman, and his mother, Anne Elizabeth Armitage, came from a family of successful merchants as well. This suggests that the Armitage family was part of the middle class, as they were involved in commerce, which was a typical occupation for middle-class individuals during the 19th century in the United Kingdom. Edward's family was able to afford a good education for him, as he attended the Royal Academy Schools, which was a prestigious institution at the time. This further supports the idea that the Armitage family was part of the middle class, as access to quality education was often a privilege of the middle and upper classes. The family's living conditions are not well-documented, but given their status as successful merchants, it is likely that they lived in comfortable, middle-class housing.","""Edward Armitage"", Oxford Dictionary of National Biography; ""Edward Armitage"", The Royal Academy of Arts; ""Social Class in the 19th Century"", BBC History."
