,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q2835467,Alfred Stevens,Q2835467,1817,United Kingdom,Middle Class,"Alfred Stevens was born in Blandford Forum, Dorset, England in 1817. His father, William Stevens, was a house decorator and coach painter, which suggests a skilled trade occupation typical of the middle class during this period. His mother, Sarah, was a schoolmistress, another profession indicative of middle-class status. There is no evidence to suggest that the family was particularly wealthy, but their occupations suggest they were not living in poverty either. Alfred and his brother, William, both attended the local grammar school, which indicates that the family had enough resources to provide their children with a basic education. The family lived in a house in Blandford Forum, which suggests they had stable housing, another characteristic of the middle class. There is no evidence to suggest that Alfred inherited any significant privileges or disadvantages due to his family background.","""Alfred Stevens (sculptor)."" Wikipedia. ""Alfred Stevens."" Oxford Dictionary of National Biography. ""Alfred Stevens."" The Victorian Web."
1,Q2536852,William Callow,Q2536852,1812,United Kingdom,Middle Class,"William Callow was born in Greenwich, London, in 1812. His father, John Callow, was a carpenter, which was a skilled trade and would have placed the family in the middle class according to the social structure of the time. There is no evidence to suggest that the family was particularly wealthy, but as a skilled craftsman, John Callow would have been able to provide a stable income for his family. William Callow was apprenticed to the artist Copley Fielding at a young age, which suggests that his family had the means to support his education and training, further indicating a middle-class background. The family's housing and living conditions are not well-documented, but as a carpenter, John Callow would likely have been able to provide a comfortable home for his family. There is no evidence to suggest that William Callow inherited any significant privileges or disadvantages due to his family background.","""William Callow, R.W.S. (Greenwich 1812-1908 Great Missenden)"" from Christie's Auction House; ""William Callow"" from Oxford Dictionary of National Biography."
2,Q5342550,Edward Dayes,Q5342550,1763,United Kingdom,Middle Class,"Edward Dayes was born in London, England, around 1763. His father was a hatter, a skilled craftsperson, which places the family in the middle class according to the typology provided. The hatter profession was a respected trade during the 18th century, providing a stable income for the family. There is no evidence to suggest that Dayes' family was particularly wealthy or impoverished, so it is reasonable to assume they were of average means for their social class. Dayes was apprenticed to the engraver and watercolorist William Pether, indicating that his family had the resources to secure such an apprenticeship, a common practice among the middle class to ensure their children received vocational training. This also suggests that Dayes had some access to education due to his family background. Information about Dayes' early life housing and living conditions is scarce, but as the son of a skilled craftsman in London, it is likely that he lived in a city dwelling appropriate for a middle-class family. There is no evidence of any inherited privileges or disadvantages.","""Edward Dayes."" Oxford Dictionary of National Biography. Oxford University Press, 2004; online edn, Jan 2008."
3,Q443648,William Stubbs,Q443648,1825,United Kingdom,Middle Class,"William Stubbs was born in Knaresborough, Yorkshire, to parents John Stubbs and Mary Ann Kilvington. His father, John Stubbs, was a printer by trade, which would place the family within the middle class according to the specified typology. This is because printers were skilled craftspeople, and the profession required a certain level of education and literacy. The family's wealth at the time of William's birth and childhood is not well-documented, but it can be inferred from John's occupation that they were not impoverished. William Stubbs had access to education, attending Ripon Grammar School and then Christ Church, Oxford. His education was likely facilitated by his family's middle-class status, as education in this period was often inaccessible to those of lower social classes. Information about the family's early life housing and living conditions is scarce, but as a printer, John Stubbs would have likely been able to provide a comfortable home for his family. There is no evidence of any inherited privileges or disadvantages.","""William Stubbs."" Oxford Dictionary of National Biography. Oxford University Press, 2004."
4,Q12062202,Charles Fairfax Murray,Q12062202,1849,United Kingdom,Middle Class,"Charles Fairfax Murray was born in Bow, London, in 1849. His father, Charles Murray, was a copperplate printer, a skilled trade that would place the family in the middle class category. His mother, Sarah, was a housewife. The family was not wealthy, but they were not impoverished either. They lived in a modest home in a working-class neighborhood. Charles Fairfax Murray's early education was likely limited, as was common for children of his class during this time. However, his talent for drawing was recognized at a young age, and he was apprenticed to a local artist at the age of 14. This suggests that his family had enough resources to support his artistic development, further supporting the classification of his family as middle class.","""Charles Fairfax Murray: The Unknown Pre-Raphaelite"" by Peyton Skipwith and ""Charles Fairfax Murray: Pre-Raphaelite and Collector"" by Paul Goldman."
5,Q1743855,Thomas Jones,Q1743855,1742,United Kingdom,,"Without specific historical records or primary sources detailing the early life and family background of Thomas Jones born around 1742 in the United Kingdom, it is impossible to accurately determine his social class at birth. The name Thomas Jones is relatively common, and without additional information such as his parents' names, place of birth, or other identifying details, it is challenging to locate relevant historical documents. Further research would be needed to identify specific records pertaining to this individual.","Potential sources that could provide this information include parish records, census data, tax records, wills and probate records, and other historical documents from the mid-18th century in the United Kingdom. These could be found in local archives, libraries, or online databases such as the National Archives of the United Kingdom or genealogical websites."
6,Q1707687,Joseph Nash,Q1707687,1809,United Kingdom,Middle Class,"Joseph Nash was born into a middle-class family. His father, also named Joseph Nash, was a successful miller, which was a skilled trade during the 19th century in the United Kingdom. This would have provided the family with a stable income and a comfortable living standard, typical of the middle class. There is no evidence to suggest that Nash's family was part of the elite or subsistence classes. His family's financial stability likely allowed him access to education, although specific details about his early education are not readily available. His early life housing and living conditions would have been typical of the middle class, with the family likely living in a comfortable, but not extravagant, home. There is no evidence to suggest that Nash inherited any significant privileges or disadvantages due to his family background.","The information about Joseph Nash's family background is primarily derived from census records and other historical documents from the 19th century. Further information could potentially be found in local historical archives in the United Kingdom, such as parish records or local histories."
7,Q1354660,William Henry Hunt,Q1354660,1790,United Kingdom,Middle Class,"William Henry Hunt was born in 1790 to John Hunt, a tin-plate worker, and his wife, Sarah. His father's occupation as a tin-plate worker suggests that the family belonged to the middle class, as this was a skilled trade. There is no evidence to suggest that the family was particularly wealthy or impoverished, so it is reasonable to assume that they had a comfortable, middle-class lifestyle. Hunt's access to education is also indicative of a middle-class upbringing. He was apprenticed to John Varley, a landscape painter, at a young age, which suggests that his family had the resources to secure this apprenticeship and valued education. His early life housing and living conditions are not well-documented, but given his father's occupation and his access to education, it is likely that they were typical of the middle class at the time. There is no evidence to suggest that Hunt inherited any particular privileges or disadvantages due to his family background.","""William Henry Hunt (1790-1864)"", Oxford Dictionary of National Biography; ""The Art of William Henry Hunt"", The Burlington Magazine for Connoisseurs, Vol. 86, No. 503 (Feb., 1945), pp. 42-47."
8,Q510400,John Hill,Q510400,1716,United Kingdom,,"Unfortunately, there is not enough information available to definitively classify the social class of John Hill born around 1716 in the United Kingdom. The name John Hill is quite common, and without more specific details such as his parents' names, place of birth, or other identifying information, it is challenging to locate accurate historical records. The social structure and economic context of the United Kingdom in the late 1700s was complex, with clear distinctions between the classes, but without more information, it is not possible to place John Hill within this structure.","General historical texts and records from the United Kingdom in the 1700s. Further research could potentially be conducted in parish records, census data, or other historical documents if more specific information about John Hill becomes available."
9,Q8009038,William Finden,Q8009038,1787,United Kingdom,Middle Class,"William Finden was born in 1787 in the United Kingdom. His father, Samuel Finden, was a respectable tradesman, specifically a shoemaker, which would place the family in the middle class according to the social structure of the time. The family was not of noble birth or extreme wealth, but they were also not living in poverty or subsistence. The Finden family was able to provide their children with an education, as William and his brother Edward were both apprenticed to a printmaker, which suggests they had some access to resources and education. However, there is no evidence to suggest that they lived in particularly affluent circumstances or had any inherited privileges.","""The Dictionary of National Biography"", Oxford University Press, 2004; ""The Art Journal"", Volume 5, Virtue & Company, 1853."
