,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q121405,Giovanni Paolo Colonna,Q121405,1637,Italy,Middle Class,"Giovanni Paolo Colonna was born in Bologna, Italy, around 1637. His father, Antonio Colonna, was a professional musician and composer, which suggests that the family belonged to the middle class. This is because, during the 17th century, musicians were typically considered skilled craftspeople. The Colonna family was not part of the nobility, nor were they peasants or laborers. They had enough resources to provide Giovanni with a good education, as he studied at the music school of San Petronio Basilica in Bologna, which was a privilege typically reserved for the middle class. However, there is no evidence to suggest that the family was particularly wealthy or owned significant property. Therefore, it is most likely that they belonged to the middle class.","""Giovanni Paolo Colonna"" by Eleanor Selfridge-Field, in 'The New Grove Dictionary of Music and Musicians'; ""Music and Patronage in Seventeenth-Century Italy: Bologna"" by Stephen Bonta."
1,Q2831817,Alberto Pasini,Q2831817,1826,Italy,Middle Class,"Alberto Pasini was born in Busseto, Italy, in 1826. His father, Antonio Pasini, was a purveyor to the local Bishop, which suggests a middle-class occupation. Although there is not much information available about his mother, it is known that Pasini was orphaned at a young age and was raised by his uncle, a priest named Cesare Pasini. His uncle's profession as a priest suggests that the family had access to education, which is a characteristic of the middle class. However, there is no evidence of significant family wealth or inherited privileges. The fact that Pasini was raised by his uncle after his parents' death suggests that the family had sufficient resources to provide for him, but not necessarily to the extent of the elite class.","""Alberto Pasini."" Benezit Dictionary of Artists. Oxford Art Online. Oxford University Press. Web. 12 Sep. 2021."
2,Q4095200,Ercole Bottrigari,Q4095200,1531,Italy,Elite,"Ercole Bottrigari was born into a noble family in Bologna, Italy, around 1531. His family was part of the ruling class, with his father, Giovanni Battista Bottrigari, serving as a senator in Bologna. This indicates that the family had significant wealth and social standing at the time of his birth and throughout his childhood. The Bottrigari family's noble status would have granted Ercole access to education and other privileges not available to those of lower social classes. His early life housing and living conditions would have been comfortable, reflecting the family's wealth and status. As a member of the nobility, Ercole would have inherited certain privileges, including social connections and opportunities for advancement.","""Ercole Bottrigari,"" Grove Music Online, Oxford University Press; ""Ercole Bottrigari,"" Dizionario Biografico degli Italiani, Treccani."
3,Q5563893,Giovanni Lorenzo Berti,Q5563893,1696,Italy,Middle Class,"Giovanni Lorenzo Berti was born in Arezzo, Tuscany, in 1696. His father, Antonio Berti, was a lawyer, which suggests a middle-class background. The profession of law during this period was generally associated with the middle class, as it required a certain level of education and was not typically pursued by the elite or subsistence classes. However, there is no evidence to suggest that the Berti family was particularly wealthy or had significant social standing beyond their local community. There is also no record of Berti receiving an education due to his family background, although his father's profession may have provided him with some opportunities in this regard. The family's living conditions and any inherited privileges or disadvantages are not well-documented, but given their middle-class status, it is likely that they lived comfortably but not extravagantly.","""Giovanni Lorenzo Berti"" by Francesco Surdich in Dizionario Biografico degli Italiani - Volume 9 (1967)."
4,Q2544209,Domenico Puligo,Q2544209,1492,Italy,Middle Class,"Domenico Puligo was born in Florence, Italy, around 1492. His father, Piero di Jacopo Puligo, was a butcher by trade, which would place the family within the middle class according to the social structure of late 15th-century Italy. This class included skilled craftspeople, such as butchers. There is no evidence to suggest that Puligo's family was particularly wealthy or impoverished, so it is reasonable to assume that they were of average means for their social class. The fact that Puligo was able to receive training as a painter suggests that his family had enough resources to provide him with an education, which was not a given for families of lower social standing. However, there is no evidence to suggest that Puligo was born into the elite class or that he had any inherited privileges or disadvantages.","The primary source for information about Puligo's early life is Giorgio Vasari's ""Lives of the Most Excellent Painters, Sculptors, and Architects,"" which provides a brief biography of the artist. However, this source focuses primarily on Puligo's artistic career and does not provide much information about his family background. Other sources include various art history books and scholarly articles that mention Puligo, but these also tend to focus on his work rather than his early life."
5,Q676025,Giulio Carcano,Q676025,1812,Italy,,"There is a lack of detailed historical information available about Giulio Carcano's early life and family background. His birth year and place suggest he was born in a period of significant social and political change in Italy, but without specific details about his parents' occupations, family wealth, access to education, living conditions, or inherited privileges or disadvantages, it is not possible to accurately classify his birth and childhood social class.","While there are many sources detailing Carcano's later life and achievements, particularly his work as a firearm designer, these do not provide information about his early life or family background. Potential sources that could provide this information include birth records, census data, or local historical archives in Italy, but these would need to be accessed and researched directly."
6,Q250920,Enrico Betti,Q250920,1823,Italy,Middle Class,"Enrico Betti was born on October 21, 1823, in Pistoia, Tuscany, which was a part of Italy. His father, Giuseppe Betti, was a doctor, which suggests that the family belonged to the middle class, as the profession of a doctor was typically associated with this social class during the 19th century. There is no evidence to suggest that the family was particularly wealthy or impoverished, so it is reasonable to assume that they had a comfortable, middle-class lifestyle. Betti's access to education also supports this classification. He studied at the University of Pisa, a privilege typically reserved for the middle and upper classes. However, there is no evidence to suggest that this was due to family connections or wealth, rather than merit. The family's living conditions and any inherited privileges or disadvantages are not well-documented, but the fact that Betti's father was a doctor suggests that they would have been relatively comfortable.","""Enrico Betti."" Encyclopædia Britannica. Encyclopædia Britannica, inc., n.d. Web. 12 Dec. 2021."
7,Q3547627,Oberto Foglietta,Q3547627,1518,Italy,Middle Class,"Oberto Foglietta was born in Genoa, Italy, around 1518. His family was not of noble descent, but they were not poor either. His father, Giovanni Foglietta, was a merchant, which would place them in the middle class according to the social structure of the time. This is further supported by the fact that Foglietta had access to education, which was not common for those in the subsistence class. However, it's important to note that this education was not due to inherited privilege but rather the economic stability provided by his father's occupation. The Foglietta family's living conditions would have been decent, typical of the middle class, but not luxurious like the elite class.","""Oberto Foglietta: A Historical and Biographical Study"" by Giuseppe Marcotti; ""The Italian Renaissance: Culture and Society in Italy"" by Peter Burke."
8,Q512183,Ippolito Rosellini,Q512183,1800,Italy,Middle Class,"Ippolito Rosellini was born in Pisa, Italy in 1800. His father, Niccolò Rosellini, was a pharmacist, which was a skilled profession and would have placed the family in the middle class. The family was not of noble birth or extreme wealth, but they were also not living in poverty. The fact that Rosellini was able to attend the University of Pisa suggests that his family had enough resources to provide him with an education, which was not common for lower class families during this time period. However, there is no evidence to suggest that his family owned significant property or had any inherited privileges.","""Ippolito Rosellini: Italian Egyptologist."" Encyclopædia Britannica. https://www.britannica.com/biography/Ippolito-Rosellini"
9,Q2041910,Benedetto Bordone,Q2041910,1450,Italy,,"Benedetto Bordone was an Italian miniaturist and cartographer from the 15th and 16th century. Despite his significant contributions to cartography, there is a lack of primary sources detailing his early life, family background, and social class origins. His birth and childhood circumstances, including his parents' occupations, family wealth, access to education, early life housing, and inherited privileges or disadvantages, remain largely undocumented in historical records. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","The potential sources that could provide this information might include local archives in Italy, church records, or tax records from the late 1400s. However, these sources have either not been found or not been thoroughly researched for this specific purpose."
