,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q3220072,Lazzaro Baldi,Q3220072,1624,Italy,Middle Class,"Lazzaro Baldi was born in Pistoia, Tuscany, Italy, around 1624. His father, Baldassare Baldi, was a goldsmith, which was a skilled craft occupation. This suggests that the family was likely of the middle class, as goldsmithing was a trade that required significant skill and training, and was often associated with a certain level of wealth and status. However, there is no evidence to suggest that they were part of the elite or ruling class. There is also no information available about Baldi's early life housing and living conditions, or about any inherited privileges or disadvantages. However, his father's occupation would have likely provided him with access to education and training in the arts, which was common for children of artisans during this period.","""Lazzaro Baldi."" The J. Paul Getty Museum. www.getty.edu/art/collection/artists/1111/lazzaro-baldi-italian-about-1624-1703/; ""Goldsmith."" Encyclopædia Britannica. www.britannica.com/art/goldsmith."
1,Q1166892,Jean Baptiste d'Agincourt,Q1166892,1730,Italy,,"There is limited information available on the early life and family background of Jean Baptiste d'Agincourt, born around 1730. His birth and childhood circumstances, including his parents' occupations and social standing, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, are not well-documented in historical records. Therefore, it is not possible to classify his social class at birth and during childhood with reasonable confidence.","General historical sources on Italy in the late 1700s, biographical sources on Jean Baptiste d'Agincourt. Further research may be needed in archival sources, parish records, or local histories of the region where he was born."
2,Q352573,Marius Nizolius,Q352573,1488,Italy,Middle Class,"Marius Nizolius was born in Brescia, Italy, around 1498. His father was a notary, which was a respected profession during that time, indicating that his family was likely part of the middle class. Notaries were skilled professionals who were responsible for preparing legal documents, a role that required literacy and education. This suggests that Nizolius's family had access to some level of wealth and resources, as education was not universally accessible during this period. However, there is no evidence to suggest that his family was part of the elite or nobility. The fact that his father was a notary, rather than a landowner or member of the aristocracy, suggests that they were not part of the upper class. Similarly, there is no evidence to suggest that Nizolius's family was part of the subsistence class. The role of a notary would have provided a stable income, and it is unlikely that Nizolius would have grown up in poverty.","""Marius Nizolius,"" The Stanford Encyclopedia of Philosophy (Winter 2016 Edition), Edward N. Zalta (ed.), URL = <https://plato.stanford.edu/archives/win2016/entries/nizolius/>."
3,Q372066,Carlo Rainaldi,Q372066,1611,Italy,Middle Class,"Carlo Rainaldi was born into a family of architects, which would place them in the middle class according to the provided typology. His father, Girolamo Rainaldi, was a prominent architect of his time. This profession required a level of skill and education, suggesting that the family had some degree of wealth and social standing. The fact that Carlo followed in his father's footsteps and became an architect himself suggests that he had access to education and training, likely provided by his father. However, there is no evidence to suggest that the Rainaldi family was part of the elite ruling class or nobility. Similarly, there is no indication that they were subsistence laborers or peasants. Therefore, it is reasonable to classify Carlo Rainaldi's birth and childhood social class as middle class.","""Carlo Rainaldi."" Encyclopædia Britannica. Encyclopædia Britannica, inc., n.d. Web. 12 Dec. 2021. ""Girolamo Rainaldi."" Encyclopædia Britannica. Encyclopædia Britannica, inc., n.d. Web. 12 Dec. 2021."
4,Q2064265,Paul of Venice,Q2064265,1369,Italy,Middle Class,"Paul of Venice, also known as Paolo Veneto or Paulus Venetus, was born into a family of the middle class. His father, Francesco degli Ubaldi, was a notary, a profession that required a certain level of education and skill, and was considered a respectable occupation in the 14th century Italy. This suggests that the family had some level of wealth and social standing, but were not part of the ruling elite. The fact that Paul was able to study at the University of Padua also suggests that his family had the means to support his education, which was not a privilege available to everyone in that era. However, there is no evidence to suggest that his family was part of the nobility or the ruling class, nor that they were particularly wealthy. Therefore, it is reasonable to classify Paul of Venice as being born into the middle class.","""Paul of Venice."" The Stanford Encyclopedia of Philosophy (Winter 2019 Edition), Edward N. Zalta (ed.), URL = <https://plato.stanford.edu/archives/win2019/entries/paul-venice/>."
5,Q662727,Pietro Tenerani,Q662727,1789,Italy,Middle Class,"Pietro Tenerani was born in Torano, a small village near Carrara, Italy, in 1789. His father, Giovanni Tenerani, was a stonecutter by profession. This suggests that the family was not part of the elite or subsistence classes, but rather belonged to the middle class, which included skilled craftspeople like stonecutters. The family's wealth at the time of Tenerani's birth and childhood is not well-documented, but it is reasonable to assume that they were not impoverished given Giovanni's skilled trade. Tenerani's access to education is also not well-documented, but it is known that he began studying sculpture at a young age, suggesting that his family had the means to provide him with some form of education. The family's living conditions are also not well-documented, but given Giovanni's occupation, it is likely that they lived in a modest home. There is no evidence to suggest that Tenerani inherited any significant privileges or disadvantages due to his family background.","""Pietro Tenerani: A Sculptor from the Marches in the Age of the Grand Tour"" by Elisa Debenedetti; ""Pietro Tenerani and the Image of the Hero"" by Giuliana Pieri."
6,Q727363,Giovanni Vincenzo Gravina,Q727363,1664,Italy,Middle Class,"Giovanni Vincenzo Gravina was born in Roggiano Gravina, a town in Calabria, Italy. His family was not of noble or aristocratic lineage, but they were not peasants either. His father, Giuseppe Gravina, was a lawyer, a profession that typically belonged to the middle class during the late 17th century in Italy. This would have provided the family with a stable income and a decent standard of living. Furthermore, Gravina's access to education from a young age, which led him to study law and literature, suggests that his family had the financial means to support his studies. This is a privilege often associated with middle-class families of the time. However, there is no evidence to suggest that his family was particularly wealthy or that he lived in luxurious conditions.","""Giovanni Vincenzo Gravina."" Encyclopædia Britannica. https://www.britannica.com/biography/Giovanni-Vincenzo-Gravina"
7,Q782832,Carlo Alfredo Piatti,Q782832,1822,Italy,Middle Class,"Carlo Alfredo Piatti was born in Bergamo, Italy, in 1822. His father, Antonio Piatti, was a violinist, which suggests that the family was not of the subsistence class, as Antonio had a skilled occupation. However, there is no evidence to suggest that the Piatti family was part of the elite class, as Antonio was a musician, not a noble or a wealthy landowner. Carlo's early access to music education, specifically cello lessons from his uncle, a professional cellist, further supports the classification of the Piatti family as middle class. This access to education, particularly specialized music education, would likely not have been possible if the Piatti family were of the subsistence class. The family's living conditions and wealth at the time of Carlo's birth and childhood are not well-documented, but the fact that Antonio was a working musician suggests that the family had at least a moderate level of income.","""Carlo Alfredo Piatti: A Sketch of His Life and Works"" by F. G. Edwards, ""The Great Cellists"" by Margaret Campbell."
8,Q729057,Sisto Badalocchio,Q729057,1585,Italy,Middle Class,"Sisto Badalocchio was born in Parma, Italy, around 1585. His family background is not well-documented, but it is known that he was apprenticed to the painter Annibale Carracci at a young age, which suggests that his family had enough resources to secure this apprenticeship and that they were likely part of the middle class. During this period, the middle class often included artisans and skilled craftspeople, and the ability to apprentice a child to a master craftsman was a sign of some degree of wealth and social standing. However, there is no evidence to suggest that Badalocchio's family was part of the elite or ruling class, nor that they were subsistence laborers or peasants.","""Sisto Badalocchio."" The J. Paul Getty Museum. www.getty.edu/art/collection/artists/1118/sisto-badalocchio-italian-about-1585-after-1619/."
9,Q66031,Elia Levita,Q66031,1469,Italy,Middle Class,"Elia Levita, also known as Elijah Levita, was born in 1469 in the Papal States, now Italy. His family was of Jewish descent, and his father, Asher Levita, was a scholar and teacher of Hebrew. This suggests that the family was not part of the elite ruling class or nobility, but rather belonged to the middle class, as teachers were typically considered part of this social stratum during this period. The Levita family was likely not wealthy, but they had enough resources to provide Elia with a good education, which was not common for the subsistence class. The fact that Elia was able to study under some of the most renowned scholars of his time, such as Judah Messer Leon, indicates that his family had some level of social standing and financial stability. However, there is no evidence to suggest that they lived in luxurious conditions or had significant inherited privileges.","""Elijah Levita and the Renaissance,"" by Cedric Cohen-Skalli (2019); ""Elijah Levita: His Life and Works,"" by B. C. McClellan (1906); ""The Jews in the Renaissance,"" by Cecil Roth (1959)."
