,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q1067,Dante Alighieri,Q1067,1265,Italy,Elite,"Dante Alighieri was born into a family that was part of the lower nobility. His family was wealthy and involved in the complex politics of Florence, indicating a high social standing. His father, Alighiero di Bellincione, was a White Guelph who suffered no reprisals after the Ghibellines won the Battle of Montaperti in the mid 13th century, suggesting he enjoyed certain protections due to his social status. 

Dante's family could afford to provide him with an education, which was a privilege not accessible to all during this period. He was tutored at home and studied Tuscan poetry, which was a sign of a high social standing. His family's wealth and status also allowed him to marry Gemma di Manetto Donati, a member of a powerful Tuscan family.","1. ""Dante Alighieri."" Encyclopædia Britannica. Encyclopædia Britannica, Inc., 2021.
2. ""Dante."" Poetry Foundation. Poetry Foundation, 2021.
3. ""Dante Alighieri."" The Dante Museum in Florence: His Life, His Books and A Virtual Tour Through Hell, Purgatory and Paradise. Museo Casa di Dante, 2021."
1,Q1511,Richard Wagner,Q1511,1813,Italy,Middle Class,"Richard Wagner was born in Leipzig, Germany, not Italy, on May 22, 1813. His father, Carl Friedrich Wagner, was a clerk in the Leipzig police service, and his mother, Johanna Rosine Wagner, was the daughter of a baker. After his father's death, his mother remarried to Ludwig Geyer, an actor and playwright. This indicates that Wagner's family was not part of the elite or subsistence classes, but rather the middle class, as they were engaged in skilled professions. Wagner's stepfather, Geyer, likely played a significant role in his early exposure to the arts, particularly theatre and music. Wagner attended the Kreuzschule in Dresden, indicating that his family had the means to provide him with an education, a privilege often associated with the middle class during this period.","""Richard Wagner: A Life in Music"" by Martin Geck (2013), ""Wagner Beyond Good and Evil"" by John Deathridge (2008), ""Richard Wagner: His Life, Art and Thought"" by Ronald Taylor (1979)."
2,Q5592,Michelangelo,Q5592,1475,Italy,Middle Class,"Michelangelo was born on March 6, 1475, in the small village of Caprese, near Arezzo, in Tuscany. His father, Ludovico di Leonardo Buonarroti Simoni, was a Florentine official with the title of the Judicial administrator, which was a middle-ranking official role. His family had lost much of its wealth by the time of Michelangelo's birth, but they still maintained an air of nobility due to their lineage tracing back to the counts of Canossa, a fact that Ludovico was very proud of. However, this ancestry did not translate into significant wealth or high social status at the time of Michelangelo's birth. 

Michelangelo's mother, Francesca di Neri del Miniato di Siena, died when he was six years old, after which he was placed in the care of a stonecutter's wife in the town of Settignano where he learned the basics of stonecutting and carving. This early exposure to the craft could be seen as a form of education, albeit not a formal one. 

In terms of housing and living conditions, Michelangelo likely lived in modest circumstances given his father's limited income. There is no evidence of any significant inherited privileges or disadvantages.","1. ""Michelangelo: A Biography"" by George Bull (1995)
2. ""Michelangelo"" by Howard Hibbard (1974"
3,Q307,Galileo Galilei,Q307,1564,Italy,Middle Class,"Galileo Galilei was born in Pisa, Italy, in 1564 to a family of modest means. His father, Vincenzo Galilei, was a musician and a music theorist. Although the family was not wealthy, they were well-respected and belonged to the middle class. Vincenzo's profession as a musician and music theorist indicates a certain level of education and cultural capital, which is characteristic of the middle class. Galileo's mother, Giulia Ammannati, came from an ancient but not particularly distinguished noble family. 

The family's financial situation was not stable, and they often struggled with debt. However, despite their financial struggles, Galileo was able to receive an education. He initially studied at a monastery near Florence and later enrolled at the University of Pisa to study medicine, although he did not complete his degree. This access to education, even in the face of financial hardship, suggests a middle-class background.","""Galileo: A Life"" by James Reston Jr., ""Galileo's Daughter: A Historical Memoir of Science, Faith, and Love"" by Dava Sobel, ""Galileo: Watcher of the Skies"" by David Wootton."
4,Q1401,Petrarch,Q1401,1304,Italy,Middle Class,"Petrarch, also known as Francesco Petrarca, was born in Arezzo, Tuscany in 1304. His father, Ser Petracco, was a notary by profession, which was a respected occupation in the middle class of the time. His mother, Eletta Canigiani, came from a middle-class family as well. The family was not of noble birth or particularly wealthy, but they were not impoverished either. 

Petrarch's access to education was a direct result of his family background. His father, recognizing his son's intellectual potential, sent him to study law in Montpellier and later in Bologna, which were among the best universities in Europe at the time. This level of education was not common among the lower classes and was usually reserved for those of middle or upper-class status.

The family lived in comfortable, if not luxurious, circumstances. After his father's exile from Florence, the family moved to Pisa and then to Avignon, where they lived in a house owned by the family. This suggests a level of wealth and stability that would not be available to those in the subsistence class.","1. ""Petrarch."" Encyclopædia Britannica. https://www.britannica.com/biography/Petrarch
2. ""Francesco Petrarch."" The Biography.com. https://www.biography.com/writer/francesco-petrarch
3."
5,Q1402,Giovanni Boccaccio,Q1402,1313,Italy,Middle Class,"Giovanni Boccaccio was born to an unknown woman and Boccaccino di Chellino, a merchant from Certaldo. His father was not a member of the nobility, but as a merchant, he would have been considered part of the middle class. Boccaccio's father was successful enough to arrange for his son to be educated, which was not a common privilege for those in the subsistence class. Boccaccio was initially trained by his father to follow in his footsteps as a merchant, and later he was sent to study canon law at the Studium (an institution of higher learning) in Naples, which further suggests a middle-class background. The family's living conditions and wealth are not well-documented, but Boccaccio's access to education and his father's occupation suggest a level of financial stability.","""Giovanni Boccaccio: A Critical Guide to the Complete Works,"" edited by Victoria Kirkham, Michael Sherberg, and Janet Levarie Smarr; ""Boccaccio: The Man and His Works"" by Edward Hutton."
6,Q7317,Giuseppe Verdi,Q7317,1813,Italy,Middle Class,"Giuseppe Verdi was born in Le Roncole, a village in the Duchy of Parma in the Kingdom of Italy, in 1813. His parents, Carlo Verdi and Luigia Uttini, were innkeepers and small-scale farmers. While they were not wealthy, they were not impoverished either, placing them in the middle class according to the social structure of Italy at that time. Verdi's parents recognized his musical talent early on and made sacrifices to provide him with a basic education and music lessons. This indicates a certain level of financial stability and access to resources, characteristic of the middle class. Verdi's early life was spent in a rural setting, living in modest but not destitute conditions. There is no evidence of any inherited privileges or disadvantages.","""Giuseppe Verdi: A Research and Information Guide"" by Gregory Harwood, ""Verdi: A Biography"" by Mary Jane Phillips-Matz."
7,Q1399,Niccolò Machiavelli,Q1399,1469,Italy,Middle Class,"Niccolò Machiavelli was born in Florence, Italy, to parents Bernardo di Niccolò Machiavelli, a legal official, and Bartolomea di Stefano Nelli. His father was a lawyer, albeit not a very prosperous one, which would place the family in the middle class according to the social structure of the time. The family was not wealthy, but they were not poor either. They owned a house in Florence and a small property in the country. 

Machiavelli's access to education was also a result of his family's middle-class status. His father, despite not being wealthy, valued education and had a small personal library of books on Latin and Italian history, which Niccolò had access to. This indicates that the family had enough resources to invest in education, a luxury not available to the lower classes.

Early life housing and living conditions for Machiavelli would have been modest but comfortable, consistent with a middle-class lifestyle. There is no evidence of any significant inherited privileges or disadvantages.","1. ""Machiavelli: A Biography"" by Miles J. Unger
2. ""Machiavelli in Love: The Modern Politics of Love and Fear"" by Haig Patapan
3. ""The Life of Niccolò Machiavelli"" by Roberto Ridolfi."
8,Q9438,Thomas Aquinas,Q9438,1225,Italy,Elite,"Thomas Aquinas was born into a wealthy family of the lower nobility. His father, Landulph, was a count of Aquino and his mother, Theodora, was the countess of Teano. This indicates that his family held significant social and economic status in the region. His family's wealth and status allowed him access to education from an early age. At the age of five, he was sent to the Benedictine monastery at Monte Cassino, a common practice for sons of nobility. This early education was not based on his personal merit, but rather a privilege of his noble birth. His family's wealth and status would have also ensured comfortable living conditions during his early life.","1. ""The Oxford Companion to Philosophy"" by Ted Honderich
2. ""The Cambridge Companion to Aquinas"" by Norman Kretzmann, Eleonore Stump
3. ""Aquinas: A Beginner's Guide"" by Edward Feser
4. ""Thomas Aquinas: A Historical and Philosophical Profile"" by Pasquale Porro."
9,Q5597,Raphael,Q5597,1483,Italy,Middle Class,"Raphael was born in Urbino, Italy, in 1483. His father, Giovanni Santi, was a painter and poet at the court of Federico III da Montefeltro, Duke of Urbino, which suggests a middle-class background. Giovanni Santi was not a nobleman, but his position at the court indicates a certain level of social standing and access to cultural and intellectual resources. Raphael's mother, Magia di Battista Ciarla, came from a merchant family, further supporting the middle-class classification. Raphael's early access to education was likely due to his father's position and connections. Giovanni Santi was known to have taught his son painting techniques and principles, and Raphael may have also had access to the Duke's library, one of the finest in Italy. Raphael's early life housing and living conditions would have been relatively comfortable given his father's court position. However, Raphael was orphaned at age 11, which may have impacted his family's wealth and social standing.","Vasari, Giorgio. ""Life of Raphael."" In Lives of the Artists. Oxford University Press, 1991; Jones, Roger. Raphael. Yale University Press, 1983."
