,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q141037,Edward Burnett Tylor,Q141037,1832,United Kingdom,Middle Class,"Edward Burnett Tylor was born on October 2, 1832, in Camberwell, London, England. His father, Joseph Tylor, was a brass founder and a successful businessman. The Tylor family was part of the Quaker community, which was known for its emphasis on education and self-improvement. This suggests that Tylor had access to education due to his family background. His father's occupation as a brass founder indicates that the family was likely part of the middle class, as they were not nobility but had a stable income from a skilled trade. There is no evidence to suggest that Tylor was born into poverty or extreme wealth, so the middle class is the most likely classification.","""Edward Burnett Tylor, Religion and Culture"" by Paul-François Tremlett, Bloomsbury Publishing, 2017; ""Edward B. Tylor"" by George W. Stocking, University of Wisconsin Press, 1995."
1,Q528802,Henry More,Q528802,1614,United Kingdom,Middle Class,"Henry More was born in Grantham, Lincolnshire in England around 1614. His father, Alexander More, was a respected local gentleman and a successful businessman who had made a fortune in the cloth trade. This suggests that the More family were comfortably middle class, with a stable income and a good reputation in their community. Henry's mother, Anne More, was also from a respectable family. 

The More family's wealth and social standing allowed Henry to receive a good education. He was sent to Eton College, a prestigious school for boys, and later attended Christ's College, Cambridge. This level of education was typically only accessible to the middle and upper classes during this period.

In terms of housing and living conditions, it can be inferred that the More family lived comfortably. The fact that Alexander More was able to amass a significant fortune in the cloth trade suggests that the family would have been able to afford a decent home and a comfortable lifestyle.

As for inherited privileges or disadvantages, it seems that Henry More was born into a relatively privileged situation. His family's wealth and social standing would have afforded him opportunities that were not available to those from lower social classes.","- ""Henry More (1614–1687)"" by Sarah Hutton, Stanford Encyclopedia of Philosophy, 2006.
- ""The Life of Henry More: Parts 1 and 2"" by Richard Ward, 1710."
2,Q741900,Giuseppe Marc'Antonio Baretti,Q741900,1719,United Kingdom,Middle Class,"Giuseppe Marc'Antonio Baretti was born in Turin, Italy, not the United Kingdom, in 1719. His father was a lawyer, which suggests a middle-class background. The family was not part of the nobility or ruling class, but neither were they subsistence workers or laborers. Baretti's access to education was likely due to his family's middle-class status, as his father would have had the resources to provide for his education. There is no evidence to suggest that Baretti grew up in poverty or that he had any inherited privileges or disadvantages due to his birth. His early life housing and living conditions would have been typical of a middle-class family in Turin during the early 18th century.","""Baretti, Giuseppe Marc'Antonio."" Encyclopedia of Italian Literary Studies, edited by Gaetana Marrone, Routledge, 2007."
3,Q955750,William Powell Frith,Q955750,1819,United Kingdom,Middle Class,"William Powell Frith was born in Aldfield, North Yorkshire, England, in 1819. His father, James Frith, was a domestic servant and later a hotelier, which suggests a middle-class background. His mother, Jane Powell, was a housewife. The family was not wealthy, but they were not impoverished either. They had enough resources to send William to study at the Sass's Academy of Art in London when he was 15, indicating that they had some disposable income and valued education. This level of education was not common among the subsistence class, further suggesting a middle-class upbringing. The family's ability to operate a hotel also indicates a certain level of financial stability and social standing, typical of the middle class during this period in the United Kingdom.","""William Powell Frith: Painting the Victorian Age"" by Mark Bills and Vivien Knight; ""The Victorian Artist: Artists' Life Writings in Britain, c. 1870-1910"" by Julie F. Codell."
4,Q956310,Nahum Tate,Q956310,1652,United Kingdom,Middle Class,"Nahum Tate was born in Dublin, Ireland around 1652. His father, Faithful Teate, was a clergyman and a member of the Protestant Ascendancy in Ireland, which was a minority but held a significant amount of power and wealth. Faithful Teate was also a published poet, indicating a level of education and cultural capital. This suggests that Nahum Tate was born into a middle-class family, with access to education and a certain degree of comfort, but not to the level of the elite or nobility. However, the family's fortunes declined during the Irish Confederate Wars when Faithful Teate lost his estate and was forced to flee to England, which may have impacted Nahum Tate's childhood circumstances.","""Nahum Tate."" The Columbia Encyclopedia, Paul Lagasse, and Columbia University, Columbia University Press, 8th edition, 2018. ""Faithful Teate."" Dictionary of Irish Biography, James McGuire and James Quinn, Cambridge, Cambridge University Press, 2009."
5,Q225904,John Webster,Q225904,1578,United Kingdom,Middle Class,"John Webster was born around 1578 in London, England. His father, a prosperous carriage maker, was a member of the Merchant Taylors' Company, a prestigious city guild. This suggests that Webster's family was of the middle class, as guild membership often indicated a certain level of wealth and social standing. The family's ability to provide Webster with an education, as he attended the Merchant Taylors' School, further supports this classification. However, it's important to note that the details of Webster's early life are not well-documented, and there is limited information available about his family's wealth or living conditions.","""John Webster."" Encyclopædia Britannica. Encyclopædia Britannica, inc., February 28, 2020. ""John Webster."" The Cambridge Guide to Theatre. Cambridge: Cambridge University Press, 1995."
6,Q517634,George Farquhar,Q517634,1677,United Kingdom,Middle Class,"George Farquhar was born in Londonderry, Ireland, around 1677. His father, William Farquhar, was a clergyman of the Church of Ireland, which would place the family in the middle class during this period. The clergy were typically educated and held a certain social standing, but they were not part of the nobility or ruling class. Farquhar's access to education was likely due to his father's occupation and status. He attended the local grammar school and later Trinity College in Dublin, indicating that his family had the means to provide him with an education. However, there is no evidence to suggest that the Farquhar family was particularly wealthy or that George Farquhar inherited any significant privileges or disadvantages.","""The Works of George Farquhar"" by George Farquhar, edited by Shirley Strum Kenny; ""George Farquhar"" by William A. Armstrong."
7,Q318372,Joseph Paxton,Q318372,1803,United Kingdom,Subsistence,"Joseph Paxton was born in 1803 in Bedfordshire, England, to a farming family. His parents, William and Ann Paxton, were working-class individuals who made their living through agriculture. As such, Paxton's family would have been considered part of the subsistence class, as they were laborers with minimal resources. Paxton's early life was marked by hard work on the family farm, and he did not have access to formal education due to his family's socioeconomic status. Instead, he was apprenticed to a local gardener at a young age, which was a common practice for children from working-class families at the time. His early life housing and living conditions would have been modest, reflecting his family's working-class status.","""Sir Joseph Paxton (1803–1865): A bibliography"" by Breakell, Sue (2007), ""Joseph Paxton and the Crystal Palace"" by George F. Chadwick (1961), and ""The Victorian Garden"" by Tom Carter (1985)."
8,Q344865,Thomas Middleton,Q344865,1580,United Kingdom,Middle Class,"Thomas Middleton was born to a well-to-do middle-class family in London. His father, William Middleton, was a bricklayer who had served as a warden of the Bricklayers' Company, indicating a level of respect and standing within his trade. His mother, Anne Middleton, was the daughter of a gentleman, which suggests that the family had some social standing. The family's wealth is evidenced by the fact that they owned property in London. Thomas Middleton was able to attend Oxford University, which suggests that his family had the means to provide him with a good education. However, there is no evidence to suggest that the family was part of the elite or ruling class, nor were they subsistence level laborers or peasants.","""Thomas Middleton: The Collected Works"" (Taylor & Lavagnino, 2007); ""Thomas Middleton and Early Modern Textual Culture: A Companion to the Collected Works"" (Taylor & Lavagnino, 2007); ""The Oxford Handbook of Thomas Middleton"" (Bloom, 2012)."
9,Q2687759,Giovanni Battista Cipriani,Q2687759,1727,United Kingdom,Middle Class,"Giovanni Battista Cipriani was born in Florence, Italy, in 1727. His father, Alessandro Cipriani, was a sculptor, which suggests a middle-class background, as sculpting was a skilled craft. There is no evidence to suggest that the family was particularly wealthy or impoverished, so it is reasonable to assume that they were of average means for their time and place. The fact that Giovanni was able to train as an artist under Ignazio Hugford and David Allan, both well-respected artists of their time, suggests that his family had enough resources to provide him with a good education. However, there is no evidence to suggest that this education was due to inherited privilege rather than merit. His early life housing and living conditions are not well-documented, but given his father's occupation, it is likely that they were adequate for a family of their social standing.","""Giovanni Battista Cipriani."" Oxford Dictionary of National Biography. Oxford University Press, 2004. ""Giovanni Battista Cipriani."" The National Gallery, London."
