,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
0,Q201164,William Sterndale Bennett,Q201164,1816,United Kingdom,Middle Class,"William Sterndale Bennett was born on 13 April 1816 in Sheffield, England. His father, Robert Bennett, was a respected musician, organist, and conductor, which suggests a middle-class background. His mother, Elizabeth, died in 1818 when William was only two years old, and his father died in 1819, leaving William an orphan. After his parents' death, he was raised by his paternal grandfather, John Bennett, who was a vicar in Cambridge, further supporting the middle-class classification. Despite his family's limited wealth, Bennett had access to education due to his family background. His grandfather ensured he received a good education, and he was admitted to the Royal Academy of Music in London at the age of ten, not because of his merit, but because of his family's musical background. His early life housing and living conditions were likely modest but comfortable, typical of the middle class of the time.","""William Sterndale Bennett: A Descriptive Thematic Catalogue"" by Robert J. Bruce, ""The Life of William Sterndale Bennett"" by J.R. Sterndale Bennett, ""Music & Letters"" by Oxford University Press."
1,Q1234977,Henry Hallam,Q1234977,1777,United Kingdom,Middle Class,"Henry Hallam was born in 1777 in Windsor, England. His father, John Hallam, was a canon of Windsor, which suggests a professional occupation associated with the middle class during this period. The family's wealth is not well-documented, but the position of a canon would have provided a stable, if not extravagant, income. This is further supported by the fact that Henry Hallam was able to attend Eton College and Christ Church, Oxford, indicating that his family had the financial means to afford such education. However, it should be noted that this does not necessarily imply wealth, as scholarships and other forms of financial aid may have been available. The family's housing and living conditions are not well-documented, but as a canon, John Hallam would have likely had a residence provided by the church. There is no evidence of any inherited privileges or disadvantages.","- ""Henry Hallam."" Encyclopedia Britannica. https://www.britannica.com/biography/Henry-Hallam
- ""Hallam, Henry (1777–1859), historian."" Oxford Dictionary of National Biography. https://www.oxforddnb.com/view/10.1093/ref:odnb/9780198614128.001.0001/odnb-9780198614128-e-11968"
2,Q381039,John Wilkins,Q381039,1614,United Kingdom,Middle Class,"John Wilkins was born in 1614 in Fawsley, Northamptonshire, England. His father, Walter Wilkins, was a goldsmith, which was a skilled craft occupation that would place the family in the middle class. His mother, Jane Dod, was from a family of minor gentry, which also suggests a middle-class background. The fact that Wilkins was able to attend Oxford University suggests that his family had enough wealth to afford his education, as university education in the 17th century was typically reserved for the upper and middle classes. However, there is no evidence to suggest that the Wilkins family was part of the elite or ruling class, as they did not hold titles of nobility or significant political power.","""John Wilkins 1614–1672: An Intellectual Biography"" by Barbara Shapiro; ""The Life and Times of John Wilkins"" by P.A. Wright Henderson."
3,Q247473,Charles Reade,Q247473,1814,United Kingdom,Middle Class,"Charles Reade was born on June 8, 1814, in Ipsden, Oxfordshire, England. His father, John Reade, was a squire, a position that typically denotes a member of the middle class who is a landowner but not of the nobility. His mother, Anna Maria Scott-Waring, was the daughter of a clergyman, another profession typically associated with the middle class. The family's wealth was moderate, allowing Charles to receive a good education. He attended the prestigious Magdalen College, Oxford, which suggests that his family had the means to support his education. However, this does not necessarily indicate elite status, as many middle-class families prioritized education and could afford to send their children to university. His early life housing and living conditions were likely comfortable but not luxurious, consistent with a middle-class upbringing. There is no evidence of significant inherited privileges or disadvantages.","""Charles Reade"", Oxford Dictionary of National Biography; ""Charles Reade"", Encyclopædia Britannica; ""Charles Reade"", The Victorian Web."
4,Q1149445,"Francis Egerton, 1st Earl of Ellesmere",Q1149445,1800,United Kingdom,Elite,"Francis Egerton, 1st Earl of Ellesmere, was born into the British nobility, a segment of society that was considered the elite during the 1800s. His father was George Leveson-Gower, 1st Duke of Sutherland, one of the wealthiest landowners in the United Kingdom. His mother, Elizabeth Gordon, was the 19th Countess of Sutherland and a Scottish peeress in her own right. This indicates that Francis was born into a family of significant wealth and high social standing. 

Francis's access to education was also a result of his family background. He was educated at Eton College and Christ Church, Oxford, two of the most prestigious educational institutions in the country, which were typically reserved for the children of the elite during this period. 

His early life housing and living conditions would have been of a high standard, given his family's wealth and status. He would have grown up in grand houses or estates, with numerous servants and all the comforts of the time. 

Francis inherited the title of Viscount Brackley and the Earldom of Ellesmere when his father died, further cementing his elite status. These titles came with significant privileges, including political influence and wealth.","1. ""The Peerage: A genealogical survey of the peerage of Britain as well as the royal families of Europe"". Thepeerage.com. Darryl L"
5,Q716197,Coventry Patmore,Q716197,1823,United Kingdom,Middle Class,"Coventry Patmore was born on July 23, 1823, in Woodford, Essex, England. His father, Peter George Patmore, was a writer and literary critic, which suggests a middle-class background. Peter George Patmore was an associate of many literary figures of the time, indicating a certain level of social standing and intellectual environment. Coventry's mother, Eliza Robertson, was the daughter of a wealthy Scottish merchant, which further supports the middle-class classification. Coventry Patmore was educated at home by his father, suggesting that the family had enough resources to provide for his education without him needing to work. The family's ability to provide a home education also suggests a certain level of wealth and social standing. However, there is no evidence to suggest that the Patmore family was part of the elite or ruling class.","""Coventry Patmore."" Encyclopedia Britannica, https://www.britannica.com/biography/Coventry-Patmore. ""Coventry Patmore."" Poetry Foundation, https://www.poetryfoundation.org/poets/coventry-patmore."
6,Q1642740,John Galt,Q1642740,1779,United Kingdom,,"John Galt, born around 1779, is a character from Ayn Rand's novel ""Atlas Shrugged"" and not a historical figure. Therefore, there are no historical records or primary sources that can provide information about his birth circumstances, family background, or social class origins. Any information about this character would be a product of fiction and not suitable for historical analysis.",N/A
7,Q322106,Walter William Skeat,Q322106,1835,United Kingdom,Middle Class,"Walter William Skeat was born into a middle-class family. His father, William Skeat, was a solicitor, a profession that typically belonged to the middle class in the 19th century United Kingdom. His mother, Sarah Ann Skeat, was a homemaker. The Skeat family was not part of the aristocracy or nobility, nor were they laborers or peasants. They were able to provide Walter with a good education, as he attended King's College School in London and later Christ's College in Cambridge. This suggests that the family had enough wealth to afford a good education for their children, a typical characteristic of the middle class. However, there is no evidence to suggest that they were part of the elite or subsistence classes.","""Walter William Skeat."" Oxford Dictionary of National Biography. Oxford University Press, 2004; online edn, Jan 2011."
8,Q325633,Charles Robert Leslie,Q325633,1794,United Kingdom,Middle Class,"Charles Robert Leslie was born in London in 1794 to American parents. His father, Robert Leslie, was a clockmaker and watchmaker, which were skilled trades and typically associated with the middle class during this period. His mother, Lydia Baker, was the daughter of a prosperous Quaker merchant, further indicating a middle-class background. The family had enough resources to provide Charles with an education, as he was sent to Philadelphia at the age of six to attend school. This suggests that the family had some degree of financial stability and valued education, which are characteristics typically associated with the middle class. However, there is no evidence to suggest that the family was part of the elite or subsistence classes.","""Charles Robert Leslie."" Oxford Dictionary of National Biography. Oxford University Press, 2004; online edn, May 2009. ""Charles Robert Leslie."" Encyclopædia Britannica. Encyclopædia Britannica, Inc., 2021."
9,Q1476802,Francis Legatt Chantrey,Q1476802,1781,United Kingdom,Middle Class,"Francis Legatt Chantrey was born in Norton, near Sheffield, England, in 1781. His father, a carpenter, and his mother, a farmer's daughter, were not of the elite class, but they were not subsistence level either. They were part of the working middle class. Chantrey's father died when he was only eight years old, which likely put some financial strain on the family, but they were not destitute. Chantrey was educated at the free grammar school in Sheffield, which suggests that his family had some access to educational resources, a characteristic of the middle class. He was later apprenticed to a woodcarver, a skilled trade, further indicating a middle-class background.","""Sir Francis Legatt Chantrey."" Encyclopædia Britannica. https://www.britannica.com/biography/Francis-Legatt-Chantrey. ""Francis Chantrey."" Oxford Dictionary of National Biography. https://www.oxforddnb.com/view/10.1093/ref:odnb/9780198614128.001.0001/odnb-9780198614128-e-5146."
